date,hour,Average Wait Time,Max WaitTime
1/17/2020,1800 - 1900,18,87
1/17/2020,1900 - 2000,17,71
1/17/2020,2000 - 2100,22,58
1/17/2020,2100 - 2200,6,29
1/18/2020,0900 - 1000,13,166
1/18/2020,1000 - 1100,20,90
1/18/2020,1100 - 1200,18,53
1/18/2020,1200 - 1300,11,119
1/18/2020,1300 - 1400,11,85
1/18/2020,1400 - 1500,38,127
1/18/2020,1500 - 1600,9,58
1/18/2020,1600 - 1700,12,27
1/18/2020,1700 - 1800,9,21
1/18/2020,1800 - 1900,24,71
1/18/2020,1900 - 2000,12,68
1/18/2020,2000 - 2100,11,32
1/18/2020,2200 - 2300,8,27
1/18/2020,2300 - 0000,6,22
1/18/2020,0600 - 0700,11,54
1/18/2020,0700 - 0800,12,31
1/18/2020,0800 - 0900,29,117
1/18/2020,0900 - 1000,14,77
1/18/2020,1000 - 1100,15,39
1/18/2020,1100 - 1200,13,48
1/18/2020,1200 - 1300,20,47
1/18/2020,1300 - 1400,21,66
1/18/2020,1400 - 1500,26,101
1/18/2020,1500 - 1600,21,82
1/18/2020,1600 - 1700,26,97
1/18/2020,1800 - 1900,17,51
1/18/2020,1900 - 2000,21,85
1/18/2020,2000 - 2100,8,26
1/18/2020,2100 - 2200,12,25
1/18/2020,2200 - 2300,3,6
1/18/2020,2300 - 0000,2,5
1/19/2020,0000 - 0100,8,32
1/19/2020,0800 - 0900,41,79
1/19/2020,0900 - 1000,10,29
1/19/2020,1000 - 1100,9,22
1/19/2020,1100 - 1200,10,35
1/19/2020,1200 - 1300,18,128
1/19/2020,1300 - 1400,14,80
1/19/2020,1400 - 1500,28,167
1/19/2020,1500 - 1600,16,123
1/19/2020,1700 - 1800,14,56
1/19/2020,1800 - 1900,22,108
1/19/2020,1900 - 2000,22,63
1/19/2020,2000 - 2100,13,34
1/19/2020,2200 - 2300,6,23
1/19/2020,0500 - 0600,30,47
1/19/2020,0600 - 0700,17,91
1/19/2020,0700 - 0800,21,99
1/19/2020,0800 - 0900,25,148
1/19/2020,0900 - 1000,26,63
1/19/2020,1000 - 1100,16,42
1/19/2020,1100 - 1200,18,186
1/19/2020,1200 - 1300,10,58
1/19/2020,1300 - 1400,24,124
1/19/2020,1400 - 1500,32,70
1/19/2020,1500 - 1600,26,76
1/19/2020,1600 - 1700,25,75
1/19/2020,1700 - 1800,20,36
1/19/2020,1800 - 1900,15,37
1/19/2020,1900 - 2000,22,61
1/19/2020,2000 - 2100,18,72
1/20/2020,0000 - 0100,11,24
1/20/2020,0800 - 0900,22,96
1/20/2020,0900 - 1000,13,100
1/20/2020,1000 - 1100,11,62
1/20/2020,1100 - 1200,12,28
1/20/2020,1200 - 1300,10,26
1/20/2020,1300 - 1400,16,62
1/20/2020,1400 - 1500,11,67
1/20/2020,1500 - 1600,17,48
1/20/2020,1700 - 1800,15,61
1/20/2020,1800 - 1900,14,59
1/20/2020,1900 - 2000,9,47
1/20/2020,2000 - 2100,9,44
1/20/2020,2200 - 2300,5,14
1/20/2020,0500 - 0600,20,68
1/20/2020,0600 - 0700,35,99
1/20/2020,0700 - 0800,16,85
1/20/2020,0800 - 0900,17,110
1/20/2020,0900 - 1000,23,66
1/20/2020,1000 - 1100,11,51
1/20/2020,1100 - 1200,11,27
1/20/2020,1200 - 1300,12,48
1/20/2020,1300 - 1400,11,33
1/20/2020,1400 - 1500,29,74
1/20/2020,1500 - 1600,18,49
1/20/2020,1600 - 1700,13,35
1/20/2020,1700 - 1800,14,112
1/20/2020,1800 - 1900,30,151
1/20/2020,1900 - 2000,23,76
1/20/2020,2000 - 2100,18,64
1/20/2020,2100 - 2200,15,27
1/21/2020,0000 - 0100,13,26
1/21/2020,0800 - 0900,36,142
1/21/2020,0900 - 1000,19,165
1/21/2020,1100 - 1200,24,117
1/21/2020,1200 - 1300,12,59
1/21/2020,1300 - 1400,37,127
1/21/2020,1400 - 1500,11,92
1/21/2020,1500 - 1600,8,43
1/21/2020,1600 - 1700,13,48
1/21/2020,1800 - 1900,14,81
1/21/2020,1900 - 2000,16,35
1/21/2020,2000 - 2100,9,43
1/21/2020,2100 - 2200,5,19
1/21/2020,2300 - 0000,7,21
1/21/2020,0500 - 0600,30,71
1/21/2020,0600 - 0700,25,61
1/21/2020,0700 - 0800,24,123
1/21/2020,0800 - 0900,36,177
1/21/2020,0900 - 1000,40,99
1/21/2020,1000 - 1100,30,58
1/21/2020,1100 - 1200,22,63
1/21/2020,1200 - 1300,10,30
1/21/2020,1300 - 1400,38,76
1/21/2020,1400 - 1500,38,84
1/21/2020,1500 - 1600,49,74
1/21/2020,1600 - 1700,12,48
1/21/2020,1700 - 1800,13,56
1/21/2020,1800 - 1900,14,35
1/21/2020,1900 - 2000,15,53
1/21/2020,2000 - 2100,10,33
1/21/2020,2100 - 2200,10,20
1/22/2020,0000 - 0100,12,31
1/22/2020,0800 - 0900,22,53
1/22/2020,0900 - 1000,12,119
1/22/2020,1000 - 1100,14,78
1/22/2020,1100 - 1200,11,72
1/22/2020,1200 - 1300,14,108
1/22/2020,1300 - 1400,25,188
1/22/2020,1400 - 1500,10,33
1/22/2020,1500 - 1600,13,131
1/22/2020,1600 - 1700,20,52
1/22/2020,1700 - 1800,17,77
1/22/2020,1800 - 1900,11,61
1/22/2020,1900 - 2000,14,87
1/22/2020,2000 - 2100,12,47
1/22/2020,2200 - 2300,6,18
1/22/2020,2300 - 0000,6,20
1/22/2020,0500 - 0600,32,79
1/22/2020,0600 - 0700,16,40
1/22/2020,0700 - 0800,18,89
1/22/2020,0800 - 0900,28,112
1/22/2020,0900 - 1000,12,67
1/22/2020,1000 - 1100,9,64
1/22/2020,1100 - 1200,9,52
1/22/2020,1200 - 1300,4,19
1/22/2020,1300 - 1400,10,27
1/22/2020,1400 - 1500,25,59
1/22/2020,1500 - 1600,16,40
1/22/2020,1600 - 1700,17,31
1/22/2020,1700 - 1800,17,54
1/22/2020,1800 - 1900,12,31
1/22/2020,1900 - 2000,15,45
1/22/2020,2100 - 2200,13,28
1/23/2020,0000 - 0100,9,23
1/23/2020,0800 - 0900,40,99
1/23/2020,0900 - 1000,18,122
1/23/2020,1000 - 1100,15,82
1/23/2020,1100 - 1200,10,46
1/23/2020,1200 - 1300,11,44
1/23/2020,1300 - 1400,29,89
1/23/2020,1400 - 1500,9,49
1/23/2020,1500 - 1600,12,35
1/23/2020,1600 - 1700,22,54
1/23/2020,1800 - 1900,16,82
1/23/2020,1900 - 2000,14,35
1/23/2020,2000 - 2100,12,31
1/23/2020,2100 - 2200,6,20
1/23/2020,2200 - 2300,5,19
1/23/2020,0500 - 0600,38,130
1/23/2020,0600 - 0700,35,176
1/23/2020,0700 - 0800,28,138
1/23/2020,0800 - 0900,19,44
1/23/2020,0900 - 1000,21,44
1/23/2020,1000 - 1100,16,37
1/23/2020,1100 - 1200,20,48
1/23/2020,1200 - 1300,20,39
1/23/2020,1300 - 1400,15,37
1/23/2020,1400 - 1500,47,130
1/23/2020,1500 - 1600,32,139
1/23/2020,1600 - 1700,27,95
1/23/2020,1700 - 1800,31,119
1/23/2020,1800 - 1900,41,165
1/23/2020,1900 - 2000,39,154
1/23/2020,2000 - 2100,26,73
1/24/2020,0000 - 0100,25,42
1/24/2020,0900 - 1000,14,101
1/24/2020,1000 - 1100,20,55
1/24/2020,1100 - 1200,7,29
1/24/2020,1200 - 1300,12,48
1/24/2020,1300 - 1400,17,135
1/24/2020,1500 - 1600,15,62
1/24/2020,1700 - 1800,21,56
1/24/2020,1800 - 1900,14,61
1/24/2020,1900 - 2000,11,47
1/24/2020,2000 - 2100,11,39
1/24/2020,2100 - 2200,5,22
1/24/2020,2200 - 2300,8,21
1/24/2020,0500 - 0600,22,83
1/24/2020,0600 - 0700,30,97
1/24/2020,0700 - 0800,20,114
1/24/2020,0800 - 0900,25,116
1/24/2020,0900 - 1000,22,99
1/24/2020,1000 - 1100,11,33
1/24/2020,1100 - 1200,12,34
1/24/2020,1200 - 1300,9,41
1/24/2020,1300 - 1400,16,48
1/24/2020,1400 - 1500,23,70
1/24/2020,1500 - 1600,14,76
1/24/2020,1600 - 1700,11,30
1/24/2020,1700 - 1800,24,51
1/24/2020,1800 - 1900,8,38
1/24/2020,1900 - 2000,18,129
1/24/2020,2000 - 2100,20,48
1/25/2020,0000 - 0100,25,40
1/25/2020,0900 - 1000,14,95
1/25/2020,1000 - 1100,19,47
1/25/2020,1200 - 1300,12,71
1/25/2020,1300 - 1400,11,75
1/25/2020,1400 - 1500,11,96
1/25/2020,1600 - 1700,17,41
1/25/2020,1700 - 1800,3,9
1/25/2020,1800 - 1900,13,94
1/25/2020,1900 - 2000,12,48
1/25/2020,2000 - 2100,15,38
1/25/2020,2100 - 2200,11,44
1/25/2020,2200 - 2300,7,15
1/25/2020,0500 - 0600,27,74
1/25/2020,0600 - 0700,38,124
1/25/2020,0700 - 0800,38,125
1/25/2020,0800 - 0900,27,115
1/25/2020,0900 - 1000,12,31
1/25/2020,1000 - 1100,15,38
1/25/2020,1100 - 1200,15,34
1/25/2020,1200 - 1300,11,46
1/25/2020,1300 - 1400,18,52
1/25/2020,1400 - 1500,21,80
1/25/2020,1500 - 1600,15,48
1/25/2020,1600 - 1700,19,82
1/25/2020,1700 - 1800,17,27
1/25/2020,1800 - 1900,8,27
1/25/2020,1900 - 2000,14,42
1/25/2020,2000 - 2100,5,17
1/25/2020,2100 - 2200,12,26
1/26/2020,0000 - 0100,10,27
1/26/2020,0900 - 1000,18,86
1/26/2020,1100 - 1200,14,32
1/26/2020,1200 - 1300,11,118
1/26/2020,1300 - 1400,17,93
1/26/2020,1400 - 1500,13,91
1/26/2020,1700 - 1800,16,98
1/26/2020,1800 - 1900,23,161
1/26/2020,1900 - 2000,22,33
1/26/2020,2000 - 2100,12,102
1/26/2020,2200 - 2300,6,47
1/26/2020,0500 - 0600,21,64
1/26/2020,0600 - 0700,19,89
1/26/2020,0700 - 0800,27,118
1/26/2020,0800 - 0900,17,128
1/26/2020,0900 - 1000,18,55
1/26/2020,1100 - 1200,25,126
1/26/2020,1200 - 1300,20,169
1/26/2020,1300 - 1400,30,163
1/26/2020,1400 - 1500,35,149
1/26/2020,1500 - 1600,19,44
1/26/2020,1600 - 1700,24,75
1/26/2020,1700 - 1800,18,25
1/26/2020,1800 - 1900,18,78
1/26/2020,1900 - 2000,23,126
1/26/2020,2000 - 2100,19,81
1/27/2020,0000 - 0100,9,21
1/27/2020,0900 - 1000,12,53
1/27/2020,1000 - 1100,12,68
1/27/2020,1100 - 1200,11,39
1/27/2020,1200 - 1300,11,41
1/27/2020,1300 - 1400,16,165
1/27/2020,1500 - 1600,14,60
1/27/2020,1600 - 1700,12,74
1/27/2020,1700 - 1800,14,76
1/27/2020,1800 - 1900,15,77
1/27/2020,2000 - 2100,11,25
1/27/2020,2200 - 2300,6,24
1/27/2020,0500 - 0600,30,118
1/27/2020,0600 - 0700,31,75
1/27/2020,0700 - 0800,21,146
1/27/2020,0800 - 0900,20,49
1/27/2020,0900 - 1000,14,47
1/27/2020,1000 - 1100,17,58
1/27/2020,1100 - 1200,26,52
1/27/2020,1200 - 1300,23,55
1/27/2020,1300 - 1400,15,25
1/27/2020,1400 - 1500,27,81
1/27/2020,1500 - 1600,17,57
1/27/2020,1600 - 1700,19,91
1/27/2020,1700 - 1800,17,30
1/27/2020,1800 - 1900,22,60
1/27/2020,1900 - 2000,27,79
1/27/2020,2000 - 2100,5,14
1/27/2020,2100 - 2200,8,18
1/28/2020,0000 - 0100,33,48
1/28/2020,0900 - 1000,21,139
1/28/2020,1000 - 1100,34,130
1/28/2020,1200 - 1300,15,85
1/28/2020,1300 - 1400,13,37
1/28/2020,1400 - 1500,16,73
1/28/2020,1500 - 1600,11,70
1/28/2020,1700 - 1800,21,50
1/28/2020,1800 - 1900,13,49
1/28/2020,1900 - 2000,21,52
1/28/2020,2000 - 2100,10,38
1/28/2020,2200 - 2300,6,18
1/28/2020,0500 - 0600,21,62
1/28/2020,0600 - 0700,34,98
1/28/2020,0700 - 0800,31,107
1/28/2020,0800 - 0900,28,55
1/28/2020,0900 - 1000,14,55
1/28/2020,1000 - 1100,12,27
1/28/2020,1100 - 1200,24,139
1/28/2020,1200 - 1300,30,76
1/28/2020,1300 - 1400,15,34
1/28/2020,1400 - 1500,23,68
1/28/2020,1500 - 1600,20,44
1/28/2020,1600 - 1700,21,66
1/28/2020,1700 - 1800,14,76
1/28/2020,1800 - 1900,32,99
1/28/2020,2000 - 2100,15,81
1/29/2020,0100 - 0200,9,21
1/29/2020,0900 - 1000,18,129
1/29/2020,1000 - 1100,18,49
1/29/2020,1100 - 1200,9,18
1/29/2020,1200 - 1300,13,146
1/29/2020,1300 - 1400,24,120
1/29/2020,1400 - 1500,21,99
1/29/2020,1500 - 1600,13,60
1/29/2020,1600 - 1700,23,59
1/29/2020,1700 - 1800,19,50
1/29/2020,1800 - 1900,19,106
1/29/2020,1900 - 2000,10,52
1/29/2020,2000 - 2100,13,49
1/29/2020,2200 - 2300,8,24
1/29/2020,2300 - 0000,6,18
1/29/2020,0500 - 0600,34,79
1/29/2020,0600 - 0700,30,85
1/29/2020,0700 - 0800,30,155
1/29/2020,0800 - 0900,30,137
1/29/2020,0900 - 1000,28,134
1/29/2020,1000 - 1100,0,0
1/29/2020,1100 - 1200,19,146
1/29/2020,1200 - 1300,16,50
1/29/2020,1300 - 1400,14,68
1/29/2020,1400 - 1500,35,134
1/29/2020,1600 - 1700,21,86
1/29/2020,1700 - 1800,18,35
1/29/2020,1800 - 1900,19,51
1/29/2020,1900 - 2000,28,60
1/29/2020,2000 - 2100,8,21
1/29/2020,2100 - 2200,7,19
1/30/2020,0000 - 0100,8,26
1/30/2020,0800 - 0900,18,84
1/30/2020,0900 - 1000,24,136
1/30/2020,1000 - 1100,26,121
1/30/2020,1100 - 1200,22,76
1/30/2020,1200 - 1300,20,115
1/30/2020,1300 - 1400,29,183
1/30/2020,1400 - 1500,15,160
1/30/2020,1500 - 1600,17,78
1/30/2020,1600 - 1700,24,61
1/30/2020,1700 - 1800,18,58
1/30/2020,1800 - 1900,7,14
1/30/2020,1900 - 2000,15,67
1/30/2020,2000 - 2100,7,16
1/30/2020,2100 - 2200,20,122
1/30/2020,2200 - 2300,16,85
1/30/2020,2300 - 0000,11,64
1/30/2020,0500 - 0600,43,117
1/30/2020,0600 - 0700,30,95
1/30/2020,0700 - 0800,27,122
1/30/2020,0800 - 0900,28,138
1/30/2020,0900 - 1000,18,37
1/30/2020,1000 - 1100,7,28
1/30/2020,1100 - 1200,12,54
1/30/2020,1200 - 1300,19,35
1/30/2020,1300 - 1400,9,24
1/30/2020,1400 - 1500,28,75
1/30/2020,1500 - 1600,11,37
1/30/2020,1600 - 1700,20,56
1/30/2020,1800 - 1900,22,115
1/30/2020,1900 - 2000,17,49
1/30/2020,2000 - 2100,28,59
1/30/2020,2100 - 2200,24,35
1/31/2020,0000 - 0100,18,38
1/31/2020,0900 - 1000,13,82
1/31/2020,1200 - 1300,11,48
1/31/2020,1300 - 1400,15,142
1/31/2020,1400 - 1500,21,57
1/31/2020,1500 - 1600,17,74
1/31/2020,1600 - 1700,11,35
1/31/2020,1700 - 1800,16,61
1/31/2020,1800 - 1900,18,75
1/31/2020,1900 - 2000,11,48
1/31/2020,2000 - 2100,14,49
1/31/2020,2200 - 2300,6,16
1/31/2020,2300 - 0000,8,48
1/31/2020,0500 - 0600,24,88
1/31/2020,0600 - 0700,21,74
1/31/2020,0700 - 0800,23,105
1/31/2020,0800 - 0900,26,71
1/31/2020,0900 - 1000,20,50
1/31/2020,1000 - 1100,15,34
1/31/2020,1100 - 1200,7,21
1/31/2020,1200 - 1300,11,49
1/31/2020,1300 - 1400,12,54
1/31/2020,1400 - 1500,36,94
1/31/2020,1500 - 1600,16,96
1/31/2020,1600 - 1700,18,35
1/31/2020,1700 - 1800,18,78
1/31/2020,1800 - 1900,17,85
1/31/2020,1900 - 2000,23,49
1/31/2020,2000 - 2100,14,81
1/31/2020,2100 - 2200,13,65
2/1/2020,0900 - 1000,13,64
2/1/2020,1000 - 1100,22,103
2/1/2020,1200 - 1300,20,80
2/1/2020,1300 - 1400,14,48
2/1/2020,1400 - 1500,18,82
2/1/2020,1500 - 1600,11,45
2/1/2020,1600 - 1700,10,26
2/1/2020,1700 - 1800,13,36
2/1/2020,1800 - 1900,19,104
2/1/2020,1900 - 2000,25,101
2/1/2020,2000 - 2100,16,58
2/1/2020,2100 - 2200,21,86
2/1/2020,2200 - 2300,11,53
2/1/2020,2300 - 0000,7,30
2/1/2020,0500 - 0600,18,79
2/1/2020,0600 - 0700,27,145
2/1/2020,0700 - 0800,22,186
2/1/2020,0800 - 0900,28,105
2/1/2020,0900 - 1000,27,52
2/1/2020,1000 - 1100,26,56
2/1/2020,1100 - 1200,15,32
2/1/2020,1200 - 1300,14,104
2/1/2020,1300 - 1400,24,51
2/1/2020,1400 - 1500,28,124
2/1/2020,1500 - 1600,27,66
2/1/2020,1600 - 1700,22,55
2/1/2020,1700 - 1800,35,66
2/1/2020,1800 - 1900,26,140
2/1/2020,1900 - 2000,14,84
2/1/2020,2000 - 2100,19,53
2/1/2020,2100 - 2200,20,32
2/2/2020,0000 - 0100,8,15
2/2/2020,0800 - 0900,30,110
2/2/2020,0900 - 1000,16,65
2/2/2020,1000 - 1100,8,35
2/2/2020,1100 - 1200,14,48
2/2/2020,1200 - 1300,11,69
2/2/2020,1300 - 1400,18,154
2/2/2020,1400 - 1500,13,77
2/2/2020,1500 - 1600,25,126
2/2/2020,1600 - 1700,35,96
2/2/2020,1700 - 1800,30,87
2/2/2020,1800 - 1900,13,123
2/2/2020,2000 - 2100,13,77
2/2/2020,2100 - 2200,10,47
2/2/2020,2200 - 2300,6,19
2/2/2020,2300 - 0000,10,44
2/2/2020,0000 - 0100,28,71
2/2/2020,0500 - 0600,28,119
2/2/2020,0600 - 0700,25,57
2/2/2020,0700 - 0800,38,179
2/2/2020,0800 - 0900,30,84
2/2/2020,1000 - 1100,20,77
2/2/2020,1100 - 1200,24,69
2/2/2020,1200 - 1300,39,62
2/2/2020,1300 - 1400,41,137
2/2/2020,1400 - 1500,55,125
2/2/2020,1500 - 1600,38,110
2/2/2020,1600 - 1700,33,64
2/2/2020,1700 - 1800,33,150
2/2/2020,1800 - 1900,85,165
2/2/2020,1900 - 2000,82,153
2/2/2020,2000 - 2100,54,106
2/2/2020,2100 - 2200,0,0
2/2/2020,2200 - 2300,57,57
2/2/2020,2300 - 0000,4,8
2/3/2020,0000 - 0100,39,66
2/3/2020,0800 - 0900,40,105
2/3/2020,1000 - 1100,17,46
2/3/2020,1100 - 1200,17,49
2/3/2020,1200 - 1300,11,45
2/3/2020,1300 - 1400,20,91
2/3/2020,1400 - 1500,33,76
2/3/2020,1600 - 1700,24,55
2/3/2020,1700 - 1800,26,113
2/3/2020,1800 - 1900,23,94
2/3/2020,2000 - 2100,32,113
2/3/2020,2100 - 2200,12,25
2/3/2020,2200 - 2300,11,29
2/3/2020,0000 - 0100,35,83
2/3/2020,0500 - 0600,44,155
2/3/2020,0600 - 0700,38,84
2/3/2020,0700 - 0800,52,75
2/3/2020,0800 - 0900,33,134
2/3/2020,0900 - 1000,13,54
2/3/2020,1000 - 1100,21,61
2/3/2020,1100 - 1200,14,40
2/3/2020,1200 - 1300,7,17
2/3/2020,1300 - 1400,47,93
2/3/2020,1400 - 1500,43,95
2/3/2020,1500 - 1600,25,48
2/3/2020,1600 - 1700,23,134
2/3/2020,1700 - 1800,19,39
2/3/2020,1800 - 1900,34,73
2/3/2020,1900 - 2000,41,105
2/3/2020,2000 - 2100,35,42
2/3/2020,2100 - 2200,20,33
2/4/2020,0000 - 0100,8,20
2/4/2020,0900 - 1000,13,51
2/4/2020,1100 - 1200,12,60
2/4/2020,1200 - 1300,14,74
2/4/2020,1300 - 1400,24,118
2/4/2020,1400 - 1500,21,53
2/4/2020,1500 - 1600,7,25
2/4/2020,1800 - 1900,8,28
2/4/2020,1900 - 2000,15,59
2/4/2020,2000 - 2100,15,54
2/4/2020,2100 - 2200,16,46
2/4/2020,2200 - 2300,5,16
2/4/2020,2300 - 0000,11,33
2/4/2020,0500 - 0600,35,89
2/4/2020,0600 - 0700,45,93
2/4/2020,0700 - 0800,39,120
2/4/2020,0800 - 0900,17,94
2/4/2020,0900 - 1000,24,49
2/4/2020,1000 - 1100,8,34
2/4/2020,1100 - 1200,21,53
2/4/2020,1200 - 1300,24,52
2/4/2020,1300 - 1400,21,64
2/4/2020,1400 - 1500,29,73
2/4/2020,1600 - 1700,9,19
2/4/2020,1700 - 1800,31,82
2/4/2020,1800 - 1900,47,79
2/4/2020,1900 - 2000,27,80
2/4/2020,2000 - 2100,20,52
2/5/2020,0800 - 0900,99,147
2/5/2020,0900 - 1000,14,74
2/5/2020,1100 - 1200,13,74
2/5/2020,1200 - 1300,19,157
2/5/2020,1300 - 1400,19,115
2/5/2020,1400 - 1500,14,104
2/5/2020,1500 - 1600,20,66
2/5/2020,1600 - 1700,26,65
2/5/2020,1700 - 1800,77,202
2/5/2020,1800 - 1900,53,200
2/5/2020,1900 - 2000,56,142
2/5/2020,2000 - 2100,19,83
2/5/2020,2200 - 2300,5,12
2/5/2020,2300 - 0000,6,18
2/5/2020,0500 - 0600,19,80
2/5/2020,0600 - 0700,43,143
2/5/2020,0700 - 0800,25,124
2/5/2020,0800 - 0900,28,71
2/5/2020,0900 - 1000,19,42
2/5/2020,1000 - 1100,13,63
2/5/2020,1100 - 1200,41,76
2/5/2020,1200 - 1300,9,33
2/5/2020,1300 - 1400,12,63
2/5/2020,1400 - 1500,21,60
2/5/2020,1500 - 1600,11,25
2/5/2020,1600 - 1700,19,57
2/5/2020,1700 - 1800,13,24
2/5/2020,1800 - 1900,21,48
2/5/2020,1900 - 2000,20,43
2/5/2020,2000 - 2100,12,30
2/5/2020,2100 - 2200,7,19
2/6/2020,0000 - 0100,8,23
2/6/2020,0900 - 1000,11,53
2/6/2020,1100 - 1200,9,27
2/6/2020,1200 - 1300,14,65
2/6/2020,1300 - 1400,26,167
2/6/2020,1400 - 1500,10,69
2/6/2020,1500 - 1600,16,57
2/6/2020,1700 - 1800,19,65
2/6/2020,1800 - 1900,15,108
2/6/2020,1900 - 2000,37,148
2/6/2020,2000 - 2100,21,74
2/6/2020,2200 - 2300,8,26
2/6/2020,2300 - 0000,5,14
2/6/2020,0500 - 0600,62,165
2/6/2020,0600 - 0700,52,129
2/6/2020,0700 - 0800,46,131
2/6/2020,0800 - 0900,37,91
2/6/2020,0900 - 1000,34,63
2/6/2020,1100 - 1200,8,53
2/6/2020,1200 - 1300,47,72
2/6/2020,1300 - 1400,20,86
2/6/2020,1400 - 1500,54,153
2/6/2020,1500 - 1600,45,116
2/6/2020,1600 - 1700,56,145
2/6/2020,1700 - 1800,32,93
2/6/2020,1800 - 1900,50,105
2/6/2020,1900 - 2000,45,99
2/6/2020,2000 - 2100,30,53
2/6/2020,2100 - 2200,5,12
2/7/2020,0000 - 0100,10,29
2/7/2020,0800 - 0900,28,44
2/7/2020,0900 - 1000,12,43
2/7/2020,1100 - 1200,8,32
2/7/2020,1200 - 1300,14,113
2/7/2020,1300 - 1400,19,166
2/7/2020,1400 - 1500,27,108
2/7/2020,1500 - 1600,23,92
2/7/2020,1600 - 1700,11,30
2/7/2020,1700 - 1800,33,128
2/7/2020,1800 - 1900,31,93
2/7/2020,1900 - 2000,30,87
2/7/2020,2000 - 2100,14,30
2/7/2020,2100 - 2200,11,22
2/7/2020,2300 - 0000,4,15
2/7/2020,0600 - 0700,31,107
2/7/2020,0700 - 0800,17,85
2/7/2020,0800 - 0900,18,52
2/7/2020,0900 - 1000,14,37
2/7/2020,1000 - 1100,7,21
2/7/2020,1100 - 1200,10,28
2/7/2020,1200 - 1300,40,66
2/7/2020,1300 - 1400,13,68
2/7/2020,1400 - 1500,22,112
2/7/2020,1500 - 1600,14,28
2/7/2020,1600 - 1700,26,80
2/7/2020,1700 - 1800,12,21
2/7/2020,1800 - 1900,24,47
2/7/2020,1900 - 2000,25,95
2/7/2020,2000 - 2100,29,121
2/7/2020,2100 - 2200,11,33
2/9/2020,0000 - 0100,6,20
2/9/2020,0900 - 1000,7,33
2/9/2020,1100 - 1200,6,24
2/9/2020,1200 - 1300,18,83
2/9/2020,1300 - 1400,21,115
2/9/2020,1400 - 1500,18,78
2/9/2020,1500 - 1600,9,29
2/9/2020,1600 - 1700,25,63
2/9/2020,1700 - 1800,18,60
2/9/2020,1800 - 1900,21,98
2/9/2020,2000 - 2100,17,54
2/9/2020,2100 - 2200,12,18
2/9/2020,2200 - 2300,5,17
2/9/2020,0500 - 0600,12,74
2/9/2020,0600 - 0700,35,139
2/9/2020,0700 - 0800,21,123
2/9/2020,0800 - 0900,21,49
2/9/2020,0900 - 1000,12,26
2/9/2020,1100 - 1200,5,14
2/9/2020,1200 - 1300,8,28
2/9/2020,1300 - 1400,4,21
2/9/2020,1400 - 1500,26,111
2/9/2020,1500 - 1600,15,97
2/9/2020,1600 - 1700,18,44
2/9/2020,1700 - 1800,14,25
2/9/2020,1800 - 1900,11,48
2/9/2020,1900 - 2000,13,35
2/9/2020,2000 - 2100,18,50
2/9/2020,2100 - 2200,15,21
2/10/2020,0000 - 0100,7,20
2/10/2020,0800 - 0900,35,50
2/10/2020,0900 - 1000,13,42
2/10/2020,1100 - 1200,9,45
2/10/2020,1200 - 1300,19,100
2/10/2020,1300 - 1400,19,95
2/10/2020,1400 - 1500,21,64
2/10/2020,1700 - 1800,35,155
2/10/2020,1800 - 1900,26,87
2/10/2020,1900 - 2000,27,70
2/10/2020,2000 - 2100,12,54
2/10/2020,2100 - 2200,9,27
2/10/2020,2200 - 2300,5,16
2/10/2020,2300 - 0000,28,39
2/10/2020,0500 - 0600,6,42
2/10/2020,0600 - 0700,21,101
2/10/2020,0800 - 0900,9,56
2/10/2020,0900 - 1000,12,51
2/10/2020,1000 - 1100,8,26
2/10/2020,1100 - 1200,9,50
2/10/2020,1200 - 1300,6,41
2/10/2020,1300 - 1400,14,87
2/10/2020,1400 - 1500,13,86
2/10/2020,1500 - 1600,14,152
2/10/2020,1600 - 1700,13,130
2/10/2020,1700 - 1800,11,53
2/10/2020,1800 - 1900,21,53
2/10/2020,1900 - 2000,9,35
2/10/2020,2000 - 2100,7,32
2/10/2020,2100 - 2200,8,18
2/11/2020,0900 - 1000,10,42
2/11/2020,1100 - 1200,9,19
2/11/2020,1200 - 1300,13,101
2/11/2020,1300 - 1400,22,113
2/11/2020,1500 - 1600,10,34
2/11/2020,1700 - 1800,24,72
2/11/2020,1800 - 1900,14,53
2/11/2020,1900 - 2000,20,32
2/11/2020,2000 - 2100,12,33
2/11/2020,2100 - 2200,6,18
2/11/2020,2200 - 2300,4,13
2/11/2020,2300 - 0000,7,20
2/11/2020,0500 - 0600,20,106
2/11/2020,0600 - 0700,12,46
2/11/2020,0700 - 0800,12,62
2/11/2020,0800 - 0900,7,31
2/11/2020,0900 - 1000,6,34
2/11/2020,1000 - 1100,8,23
2/11/2020,1100 - 1200,4,21
2/11/2020,1200 - 1300,13,29
2/11/2020,1300 - 1400,10,36
2/11/2020,1400 - 1500,9,83
2/11/2020,1500 - 1600,15,105
2/11/2020,1600 - 1700,14,94
2/11/2020,1700 - 1800,18,55
2/11/2020,1800 - 1900,10,20
2/11/2020,1900 - 2000,6,27
2/11/2020,2000 - 2100,12,56
2/12/2020,0800 - 0900,5,16
2/12/2020,0900 - 1000,18,51
2/12/2020,1100 - 1200,7,22
2/12/2020,1200 - 1300,19,104
2/12/2020,1300 - 1400,11,73
2/12/2020,1500 - 1600,13,38
2/12/2020,1600 - 1700,23,58
