date,hour,Average Wait Time,Max WaitTime
11/27/2019,1400 - 1500,13,59
11/27/2019,1500 - 1600,14,36
11/27/2019,1700 - 1800,9,25
11/27/2019,1800 - 1900,12,42
11/27/2019,1900 - 2000,10,32
11/27/2019,2000 - 2100,6,24
11/27/2019,2100 - 2200,10,45
11/27/2019,2200 - 2300,6,21
11/27/2019,2300 - 0000,7,19
11/27/2019,0500 - 0600,26,50
11/27/2019,0600 - 0700,19,77
11/27/2019,0700 - 0800,10,24
11/27/2019,0800 - 0900,10,42
11/27/2019,0900 - 1000,6,17
11/27/2019,1000 - 1100,18,59
11/27/2019,1100 - 1200,23,64
11/27/2019,1200 - 1300,14,39
11/27/2019,1300 - 1400,12,30
11/27/2019,1400 - 1500,11,41
11/27/2019,1500 - 1600,28,69
11/27/2019,1600 - 1700,31,87
11/27/2019,1700 - 1800,14,31
11/27/2019,1800 - 1900,14,32
11/27/2019,1900 - 2000,23,52
11/27/2019,2000 - 2100,17,42
11/27/2019,2100 - 2200,4,23
11/28/2019,0900 - 1000,16,105
11/28/2019,1000 - 1100,14,72
11/28/2019,1100 - 1200,16,40
11/28/2019,1200 - 1300,17,84
11/28/2019,1300 - 1400,26,130
11/28/2019,1400 - 1500,18,105
11/28/2019,1500 - 1600,13,41
11/28/2019,1600 - 1700,11,28
11/28/2019,1700 - 1800,17,53
11/28/2019,1800 - 1900,14,64
11/28/2019,1900 - 2000,12,59
11/28/2019,2100 - 2200,9,26
11/28/2019,2300 - 0000,6,29
11/28/2019,0500 - 0600,29,40
11/28/2019,0600 - 0700,28,86
11/28/2019,0700 - 0800,13,54
11/28/2019,0800 - 0900,24,64
11/28/2019,0900 - 1000,26,50
11/28/2019,1100 - 1200,15,45
11/28/2019,1200 - 1300,19,46
11/28/2019,1300 - 1400,10,26
11/28/2019,1400 - 1500,32,106
11/28/2019,1500 - 1600,52,119
11/28/2019,1600 - 1700,66,156
11/28/2019,1700 - 1800,84,113
11/28/2019,1800 - 1900,44,86
11/28/2019,1900 - 2000,23,54
11/28/2019,2000 - 2100,14,37
11/29/2019,0800 - 0900,14,83
11/29/2019,0900 - 1000,14,95
11/29/2019,1000 - 1100,14,31
11/29/2019,1100 - 1200,12,29
11/29/2019,1200 - 1300,17,67
11/29/2019,1300 - 1400,19,68
11/29/2019,1400 - 1500,12,28
11/29/2019,1500 - 1600,19,30
11/29/2019,1600 - 1700,16,36
11/29/2019,1700 - 1800,20,70
11/29/2019,1800 - 1900,21,93
11/29/2019,1900 - 2000,15,54
11/29/2019,2000 - 2100,15,29
11/29/2019,2200 - 2300,6,12
11/29/2019,2300 - 0000,6,17
11/29/2019,0500 - 0600,8,21
11/29/2019,0600 - 0700,25,95
11/29/2019,0700 - 0800,16,125
11/29/2019,0800 - 0900,23,107
11/29/2019,0900 - 1000,19,75
11/29/2019,1000 - 1100,17,51
11/29/2019,1100 - 1200,21,64
11/29/2019,1200 - 1300,19,48
11/29/2019,1300 - 1400,10,20
11/29/2019,1400 - 1500,18,103
11/29/2019,1500 - 1600,23,70
11/29/2019,1600 - 1700,14,40
11/29/2019,1700 - 1800,15,51
11/29/2019,1800 - 1900,12,29
11/29/2019,1900 - 2000,14,36
11/29/2019,2000 - 2100,13,46
11/29/2019,2100 - 2200,7,16
11/30/2019,0000 - 0100,12,20
11/30/2019,0900 - 1000,11,46
11/30/2019,1000 - 1100,14,48
11/30/2019,1100 - 1200,14,57
11/30/2019,1200 - 1300,13,43
11/30/2019,1300 - 1400,17,99
11/30/2019,1400 - 1500,9,72
11/30/2019,1500 - 1600,12,34
11/30/2019,1700 - 1800,13,33
11/30/2019,1800 - 1900,20,52
11/30/2019,1900 - 2000,12,43
11/30/2019,2000 - 2100,5,11
11/30/2019,2100 - 2200,13,29
11/30/2019,2200 - 2300,7,33
11/30/2019,2300 - 0000,8,25
11/30/2019,0500 - 0600,31,48
11/30/2019,0600 - 0700,19,39
11/30/2019,0800 - 0900,22,68
11/30/2019,0900 - 1000,22,56
11/30/2019,1000 - 1100,16,34
11/30/2019,1100 - 1200,12,24
11/30/2019,1200 - 1300,11,25
11/30/2019,1300 - 1400,10,31
11/30/2019,1400 - 1500,30,63
11/30/2019,1500 - 1600,19,62
11/30/2019,1600 - 1700,14,33
11/30/2019,1700 - 1800,9,23
11/30/2019,1800 - 1900,8,34
11/30/2019,1900 - 2000,11,25
11/30/2019,2000 - 2100,11,29
11/30/2019,2100 - 2200,9,19
11/30/2019,2200 - 2300,1,2
11/30/2019,2300 - 0000,3,9
12/1/2019,0900 - 1000,10,28
12/1/2019,1000 - 1100,13,33
12/1/2019,1100 - 1200,10,42
12/1/2019,1200 - 1300,12,55
12/1/2019,1300 - 1400,20,52
12/1/2019,1400 - 1500,7,24
12/1/2019,1500 - 1600,12,29
12/1/2019,1700 - 1800,21,42
12/1/2019,1800 - 1900,15,37
12/1/2019,1900 - 2000,11,27
12/1/2019,2000 - 2100,8,19
12/1/2019,2100 - 2200,11,27
12/1/2019,2200 - 2300,8,24
12/1/2019,2300 - 0000,8,23
12/1/2019,0600 - 0700,17,56
12/1/2019,0700 - 0800,62,165
12/1/2019,0800 - 0900,20,103
12/1/2019,0900 - 1000,21,119
12/1/2019,1000 - 1100,22,125
12/1/2019,1100 - 1200,22,116
12/1/2019,1200 - 1300,15,53
12/1/2019,1300 - 1400,13,67
12/1/2019,1400 - 1500,22,51
12/1/2019,1500 - 1600,11,30
12/1/2019,1600 - 1700,8,23
12/1/2019,1700 - 1800,15,44
12/1/2019,1800 - 1900,16,38
12/1/2019,1900 - 2000,9,20
12/1/2019,2000 - 2100,17,40
12/1/2019,2200 - 2300,5,11
12/1/2019,2300 - 0000,3,6
12/2/2019,0900 - 1000,11,54
12/2/2019,1000 - 1100,10,26
12/2/2019,1100 - 1200,6,17
12/2/2019,1200 - 1300,18,58
12/2/2019,1400 - 1500,12,39
12/2/2019,1500 - 1600,13,31
12/2/2019,1700 - 1800,17,40
12/2/2019,1800 - 1900,19,44
12/2/2019,1900 - 2000,12,34
12/2/2019,2100 - 2200,8,29
12/2/2019,2200 - 2300,5,19
12/2/2019,2300 - 0000,6,16
12/2/2019,0500 - 0600,9,21
12/2/2019,0600 - 0700,19,60
12/2/2019,0700 - 0800,22,66
12/2/2019,0800 - 0900,20,104
12/2/2019,0900 - 1000,15,70
12/2/2019,1000 - 1100,20,46
12/2/2019,1100 - 1200,23,70
12/2/2019,1200 - 1300,32,43
12/2/2019,1300 - 1400,11,26
12/2/2019,1400 - 1500,20,56
12/2/2019,1500 - 1600,23,83
12/2/2019,1600 - 1700,21,79
12/2/2019,1700 - 1800,25,58
12/2/2019,1800 - 1900,24,94
12/2/2019,1900 - 2000,17,63
12/2/2019,2100 - 2200,6,20
12/2/2019,2200 - 2300,8,20
12/3/2019,0000 - 0100,5,13
12/3/2019,0800 - 0900,35,87
12/3/2019,0900 - 1000,24,117
12/3/2019,1000 - 1100,20,82
12/3/2019,1100 - 1200,9,34
12/3/2019,1200 - 1300,17,83
12/3/2019,1300 - 1400,11,38
12/3/2019,1400 - 1500,18,54
12/3/2019,1500 - 1600,13,48
12/3/2019,1600 - 1700,14,37
12/3/2019,1700 - 1800,19,27
12/3/2019,1800 - 1900,13,35
12/3/2019,1900 - 2000,17,79
12/3/2019,2100 - 2200,8,52
12/3/2019,2300 - 0000,11,28
12/3/2019,0500 - 0600,15,24
12/3/2019,0600 - 0700,27,65
12/3/2019,0700 - 0800,16,45
12/3/2019,0800 - 0900,32,108
12/3/2019,1000 - 1100,23,67
12/3/2019,1100 - 1200,22,72
12/3/2019,1200 - 1300,10,21
12/3/2019,1300 - 1400,28,63
12/3/2019,1400 - 1500,27,57
12/3/2019,1500 - 1600,13,38
12/3/2019,1600 - 1700,17,48
12/3/2019,1800 - 1900,14,27
12/3/2019,1900 - 2000,20,49
12/3/2019,2000 - 2100,25,60
12/4/2019,0800 - 0900,26,49
12/4/2019,0900 - 1000,12,67
12/4/2019,1000 - 1100,14,42
12/4/2019,1100 - 1200,8,33
12/4/2019,1200 - 1300,16,78
12/4/2019,1300 - 1400,21,93
12/4/2019,1400 - 1500,14,63
12/4/2019,1700 - 1800,15,54
12/4/2019,1800 - 1900,30,80
12/4/2019,1900 - 2000,30,78
12/4/2019,2000 - 2100,15,46
12/4/2019,2100 - 2200,15,26
12/4/2019,2200 - 2300,5,20
12/4/2019,2300 - 0000,8,22
12/4/2019,0500 - 0600,23,65
12/4/2019,0600 - 0700,20,53
12/4/2019,0700 - 0800,27,70
12/4/2019,0800 - 0900,32,75
12/4/2019,0900 - 1000,29,82
12/4/2019,1000 - 1100,19,53
12/4/2019,1100 - 1200,25,90
12/4/2019,1200 - 1300,22,64
12/4/2019,1400 - 1500,18,52
12/4/2019,1500 - 1600,8,31
12/4/2019,1600 - 1700,18,60
12/4/2019,1700 - 1800,23,36
12/4/2019,1800 - 1900,8,44
12/4/2019,1900 - 2000,13,64
12/4/2019,2000 - 2100,11,66
12/4/2019,2100 - 2200,10,21
12/5/2019,0000 - 0100,8,26
12/5/2019,0800 - 0900,15,40
12/5/2019,0900 - 1000,12,48
12/5/2019,1000 - 1100,15,82
12/5/2019,1100 - 1200,13,55
12/5/2019,1200 - 1300,19,77
12/5/2019,1300 - 1400,17,71
12/5/2019,1400 - 1500,7,15
12/5/2019,1500 - 1600,13,38
12/5/2019,1600 - 1700,17,42
12/5/2019,1700 - 1800,12,43
12/5/2019,1800 - 1900,13,55
12/5/2019,1900 - 2000,19,71
12/5/2019,2100 - 2200,3,15
12/5/2019,2200 - 2300,4,15
12/5/2019,0500 - 0600,42,96
12/5/2019,0600 - 0700,38,124
12/5/2019,0700 - 0800,22,123
12/5/2019,0800 - 0900,21,98
12/5/2019,0900 - 1000,16,33
12/5/2019,1000 - 1100,13,29
12/5/2019,1100 - 1200,9,22
12/5/2019,1200 - 1300,6,22
12/5/2019,1300 - 1400,11,53
12/5/2019,1400 - 1500,26,73
12/5/2019,1500 - 1600,19,45
12/5/2019,1600 - 1700,30,93
12/5/2019,1700 - 1800,29,65
12/5/2019,1800 - 1900,20,59
12/5/2019,1900 - 2000,38,74
12/5/2019,2000 - 2100,15,48
12/6/2019,0000 - 0100,11,45
12/6/2019,0800 - 0900,13,58
12/6/2019,0900 - 1000,16,58
12/6/2019,1000 - 1100,5,10
12/6/2019,1100 - 1200,9,36
12/6/2019,1200 - 1300,15,52
12/6/2019,1300 - 1400,10,40
12/6/2019,1400 - 1500,12,44
12/6/2019,1500 - 1600,14,40
12/6/2019,1600 - 1700,8,26
12/6/2019,1700 - 1800,27,101
12/6/2019,1800 - 1900,14,73
12/6/2019,1900 - 2000,16,62
12/6/2019,2000 - 2100,7,35
12/6/2019,2100 - 2200,5,14
12/6/2019,2300 - 0000,8,24
12/6/2019,0500 - 0600,26,74
12/6/2019,0600 - 0700,19,53
12/6/2019,0700 - 0800,11,74
12/6/2019,0800 - 0900,17,60
12/6/2019,0900 - 1000,6,21
12/6/2019,1000 - 1100,5,15
12/6/2019,1100 - 1200,14,31
12/6/2019,1200 - 1300,6,21
12/6/2019,1300 - 1400,28,101
12/6/2019,1400 - 1500,21,80
12/6/2019,1500 - 1600,13,70
12/6/2019,1600 - 1700,12,61
12/6/2019,1700 - 1800,12,31
12/6/2019,1800 - 1900,15,55
12/6/2019,1900 - 2000,16,39
12/6/2019,2000 - 2100,17,65
12/6/2019,2100 - 2200,16,55
12/7/2019,0000 - 0100,7,16
12/7/2019,0800 - 0900,38,150
12/7/2019,0900 - 1000,23,107
12/7/2019,1000 - 1100,14,147
12/7/2019,1100 - 1200,15,82
12/7/2019,1200 - 1300,13,41
12/7/2019,1300 - 1400,16,99
12/7/2019,1400 - 1500,7,99
12/7/2019,1500 - 1600,6,32
12/7/2019,1700 - 1800,18,59
12/7/2019,1800 - 1900,19,51
12/7/2019,1900 - 2000,15,38
12/7/2019,2000 - 2100,14,46
12/7/2019,2100 - 2200,14,26
12/7/2019,2300 - 0000,8,23
12/7/2019,0500 - 0600,34,74
12/7/2019,0600 - 0700,36,171
12/7/2019,0700 - 0800,28,67
12/7/2019,0800 - 0900,25,70
12/7/2019,0900 - 1000,22,53
12/7/2019,1000 - 1100,30,83
12/7/2019,1100 - 1200,28,70
12/7/2019,1300 - 1400,8,39
12/7/2019,1400 - 1500,30,69
12/7/2019,1500 - 1600,21,78
12/7/2019,1600 - 1700,22,39
12/7/2019,1700 - 1800,14,37
12/7/2019,1800 - 1900,12,33
12/7/2019,1900 - 2000,39,84
12/7/2019,2000 - 2100,21,54
12/7/2019,2100 - 2200,19,28
12/8/2019,0000 - 0100,25,32
12/8/2019,0800 - 0900,28,68
12/8/2019,0900 - 1000,20,67
12/8/2019,1000 - 1100,8,17
12/8/2019,1100 - 1200,12,34
12/8/2019,1200 - 1300,19,133
12/8/2019,1300 - 1400,12,81
12/8/2019,1400 - 1500,12,62
12/8/2019,1600 - 1700,16,34
12/8/2019,1700 - 1800,22,93
12/8/2019,1800 - 1900,28,89
12/8/2019,1900 - 2000,17,72
12/8/2019,2000 - 2100,7,29
12/8/2019,2100 - 2200,7,17
12/8/2019,2300 - 0000,4,12
12/8/2019,0500 - 0600,25,61
12/8/2019,0600 - 0700,25,92
12/8/2019,0700 - 0800,19,59
12/8/2019,0800 - 0900,25,102
12/8/2019,0900 - 1000,22,51
12/8/2019,1000 - 1100,19,39
12/8/2019,1100 - 1200,12,54
12/8/2019,1200 - 1300,23,48
12/8/2019,1300 - 1400,20,60
12/8/2019,1400 - 1500,40,104
12/8/2019,1500 - 1600,12,43
12/8/2019,1600 - 1700,22,82
12/8/2019,1700 - 1800,9,53
12/8/2019,1800 - 1900,22,61
12/8/2019,1900 - 2000,16,75
12/8/2019,2000 - 2100,21,46
12/8/2019,2100 - 2200,14,29
12/9/2019,0000 - 0100,6,18
12/9/2019,0900 - 1000,13,62
12/9/2019,1000 - 1100,10,23
12/9/2019,1100 - 1200,7,24
12/9/2019,1200 - 1300,18,99
12/9/2019,1300 - 1400,15,65
12/9/2019,1400 - 1500,8,57
12/9/2019,1500 - 1600,14,46
12/9/2019,1700 - 1800,21,77
12/9/2019,1800 - 1900,20,76
12/9/2019,1900 - 2000,14,62
12/9/2019,2000 - 2100,11,30
12/9/2019,2100 - 2200,10,22
12/9/2019,2300 - 0000,9,23
12/9/2019,0500 - 0600,47,103
12/9/2019,0600 - 0700,43,158
12/9/2019,0700 - 0800,49,127
12/9/2019,0800 - 0900,33,120
12/9/2019,1000 - 1100,20,53
12/9/2019,1100 - 1200,14,35
12/9/2019,1200 - 1300,26,99
12/9/2019,1300 - 1400,13,33
12/9/2019,1400 - 1500,27,75
12/9/2019,1500 - 1600,21,43
12/9/2019,1600 - 1700,25,89
12/9/2019,1700 - 1800,20,44
12/9/2019,1800 - 1900,22,49
12/9/2019,1900 - 2000,9,36
12/9/2019,2000 - 2100,12,26
12/10/2019,0000 - 0100,10,22
12/10/2019,0800 - 0900,33,121
12/10/2019,0900 - 1000,15,119
12/10/2019,1000 - 1100,22,86
12/10/2019,1100 - 1200,9,26
12/10/2019,1200 - 1300,13,56
12/10/2019,1300 - 1400,19,98
12/10/2019,1400 - 1500,10,49
12/10/2019,1500 - 1600,8,43
12/10/2019,1600 - 1700,12,34
12/10/2019,1700 - 1800,15,56
12/10/2019,1800 - 1900,13,56
12/10/2019,1900 - 2000,15,47
12/10/2019,2000 - 2100,13,45
12/10/2019,2100 - 2200,8,25
12/10/2019,2300 - 0000,7,23
12/10/2019,0500 - 0600,24,74
12/10/2019,0600 - 0700,27,81
12/10/2019,0700 - 0800,24,96
12/10/2019,0800 - 0900,26,76
12/10/2019,0900 - 1000,17,30
12/10/2019,1000 - 1100,17,45
12/10/2019,1100 - 1200,21,41
12/10/2019,1200 - 1300,6,18
12/10/2019,1300 - 1400,8,31
12/10/2019,1400 - 1500,18,55
12/10/2019,1500 - 1600,10,27
12/10/2019,1600 - 1700,12,37
12/10/2019,1700 - 1800,13,71
12/10/2019,1900 - 2000,15,27
12/10/2019,2000 - 2100,17,65
12/10/2019,2100 - 2200,26,52
12/11/2019,0800 - 0900,33,67
12/11/2019,0900 - 1000,9,51
12/11/2019,1000 - 1100,16,47
12/11/2019,1100 - 1200,11,23
12/11/2019,1200 - 1300,11,62
12/11/2019,1300 - 1400,16,55
12/11/2019,1400 - 1500,8,32
12/11/2019,1700 - 1800,18,74
12/11/2019,1800 - 1900,17,93
12/11/2019,1900 - 2000,12,70
12/11/2019,2000 - 2100,10,25
12/11/2019,2100 - 2200,8,33
12/11/2019,2300 - 0000,9,40
12/11/2019,0500 - 0600,17,37
12/11/2019,0600 - 0700,21,98
12/11/2019,0700 - 0800,18,45
12/11/2019,0800 - 0900,12,49
12/11/2019,0900 - 1000,16,37
12/11/2019,1000 - 1100,16,70
12/11/2019,1100 - 1200,33,72
12/11/2019,1200 - 1300,15,39
12/11/2019,1300 - 1400,11,34
12/11/2019,1400 - 1500,15,64
12/11/2019,1500 - 1600,13,29
12/11/2019,1600 - 1700,26,80
12/11/2019,1700 - 1800,16,45
12/11/2019,1800 - 1900,3,11
12/11/2019,1900 - 2000,17,51
12/11/2019,2000 - 2100,15,31
12/11/2019,2100 - 2200,10,21
12/12/2019,0000 - 0100,11,31
12/12/2019,0800 - 0900,33,114
12/12/2019,0900 - 1000,15,70
12/12/2019,1000 - 1100,10,20
12/12/2019,1100 - 1200,15,82
12/12/2019,1200 - 1300,12,37
12/12/2019,1300 - 1400,15,124
12/12/2019,1400 - 1500,12,76
12/12/2019,1500 - 1600,14,43
12/12/2019,1700 - 1800,17,55
12/12/2019,1800 - 1900,24,70
12/12/2019,1900 - 2000,24,65
12/12/2019,2000 - 2100,9,39
12/12/2019,2100 - 2200,3,7
12/12/2019,2300 - 0000,7,17
12/12/2019,0500 - 0600,34,126
12/12/2019,0600 - 0700,45,132
12/12/2019,0700 - 0800,38,162
12/12/2019,0800 - 0900,39,91
12/12/2019,0900 - 1000,37,80
12/12/2019,1000 - 1100,11,29
12/12/2019,1100 - 1200,23,60
12/12/2019,1200 - 1300,19,50
12/12/2019,1300 - 1400,8,26
12/12/2019,1400 - 1500,27,79
12/12/2019,1500 - 1600,17,122
12/12/2019,1600 - 1700,21,125
12/12/2019,1700 - 1800,18,60
12/12/2019,1800 - 1900,11,18
12/12/2019,1900 - 2000,16,56
12/12/2019,2000 - 2100,14,33
12/13/2019,0000 - 0100,9,23
12/13/2019,0800 - 0900,15,41
12/13/2019,0900 - 1000,7,36
12/13/2019,1000 - 1100,10,24
12/13/2019,1100 - 1200,15,21
12/13/2019,1200 - 1300,13,64
12/13/2019,1300 - 1400,11,70
12/13/2019,1400 - 1500,10,20
12/13/2019,1500 - 1600,6,25
12/13/2019,1600 - 1700,12,31
12/13/2019,1700 - 1800,19,85
12/13/2019,1800 - 1900,9,56
12/13/2019,1900 - 2000,13,69
12/13/2019,2000 - 2100,10,37
12/13/2019,2100 - 2200,7,19
12/13/2019,2300 - 0000,6,25
12/13/2019,0500 - 0600,26,104
12/13/2019,0600 - 0700,32,107
12/13/2019,0700 - 0800,27,129
12/13/2019,0800 - 0900,23,86
12/13/2019,0900 - 1000,9,19
12/13/2019,1000 - 1100,7,16
12/13/2019,1100 - 1200,9,20
12/13/2019,1200 - 1300,13,38
12/13/2019,1300 - 1400,12,26
12/13/2019,1400 - 1500,18,59
12/13/2019,1500 - 1600,13,99
12/13/2019,1600 - 1700,23,88
12/13/2019,1700 - 1800,13,31
12/13/2019,1800 - 1900,12,35
12/13/2019,1900 - 2000,12,43
12/13/2019,2000 - 2100,8,37
12/13/2019,2100 - 2200,15,36
12/14/2019,0900 - 1000,13,75
12/14/2019,1000 - 1100,17,83
12/14/2019,1100 - 1200,22,90
12/14/2019,1200 - 1300,11,75
12/14/2019,1300 - 1400,15,96
12/14/2019,1400 - 1500,11,42
12/14/2019,1700 - 1800,8,28
12/14/2019,1800 - 1900,20,72
12/14/2019,1900 - 2000,31,72
12/14/2019,2000 - 2100,10,21
12/14/2019,2200 - 2300,6,23
12/14/2019,2300 - 0000,7,22
12/14/2019,0500 - 0600,19,56
12/14/2019,0600 - 0700,26,63
12/14/2019,0700 - 0800,19,77
12/14/2019,0800 - 0900,25,127
12/14/2019,0900 - 1000,19,120
12/14/2019,1000 - 1100,16,47
12/14/2019,1100 - 1200,11,40
12/14/2019,1200 - 1300,8,46
12/14/2019,1300 - 1400,16,49
12/14/2019,1400 - 1500,16,41
12/14/2019,1500 - 1600,34,62
12/14/2019,1600 - 1700,26,88
12/14/2019,1700 - 1800,20,36
12/14/2019,1800 - 1900,12,44
12/14/2019,1900 - 2000,22,56
12/14/2019,2000 - 2100,8,19
12/14/2019,2100 - 2200,12,19
12/15/2019,0000 - 0100,7,27
12/15/2019,0900 - 1000,11,74
12/15/2019,1000 - 1100,10,24
12/15/2019,1100 - 1200,13,37
12/15/2019,1200 - 1300,18,107
12/15/2019,1300 - 1400,10,53
12/15/2019,1400 - 1500,10,39
12/15/2019,1600 - 1700,16,36
12/15/2019,1700 - 1800,12,39
12/15/2019,1800 - 1900,31,81
12/15/2019,1900 - 2000,11,44
12/15/2019,2000 - 2100,12,59
12/15/2019,2200 - 2300,6,19
12/15/2019,2300 - 0000,6,21
12/15/2019,0500 - 0600,18,50
12/15/2019,0600 - 0700,24,127
12/15/2019,0700 - 0800,14,38
12/15/2019,0800 - 0900,14,105
12/15/2019,0900 - 1000,16,124
12/15/2019,1000 - 1100,17,36
12/15/2019,1100 - 1200,24,95
12/15/2019,1200 - 1300,19,94
12/15/2019,1300 - 1400,62,94
12/15/2019,1400 - 1500,33,86
12/15/2019,1500 - 1600,9,25
12/15/2019,1600 - 1700,12,43
12/15/2019,1700 - 1800,11,34
12/15/2019,1800 - 1900,17,34
12/15/2019,1900 - 2000,26,76
12/15/2019,2000 - 2100,14,70
12/15/2019,2100 - 2200,18,32
12/16/2019,0000 - 0100,6,21
12/16/2019,0800 - 0900,34,60
12/16/2019,0900 - 1000,13,43
12/16/2019,1000 - 1100,11,25
12/16/2019,1200 - 1300,13,50
12/16/2019,1300 - 1400,18,92
12/16/2019,1400 - 1500,9,69
12/16/2019,1500 - 1600,13,37
12/16/2019,1600 - 1700,18,42
12/16/2019,1700 - 1800,17,64
12/16/2019,1800 - 1900,15,48
12/16/2019,1900 - 2000,12,36
12/16/2019,2100 - 2200,11,39
12/16/2019,2300 - 0000,6,22
12/16/2019,0500 - 0600,22,64
12/16/2019,0600 - 0700,34,122
12/16/2019,0700 - 0800,27,74
12/16/2019,0800 - 0900,24,166
12/16/2019,0900 - 1000,13,50
12/16/2019,1000 - 1100,30,67
12/16/2019,1100 - 1200,24,71
12/16/2019,1200 - 1300,15,32
12/16/2019,1300 - 1400,18,40
12/16/2019,1400 - 1500,31,95
12/16/2019,1500 - 1600,17,42
12/16/2019,1600 - 1700,23,133
12/16/2019,1700 - 1800,16,34
12/16/2019,1800 - 1900,18,50
12/16/2019,1900 - 2000,35,82
12/16/2019,2000 - 2100,24,49
12/16/2019,2100 - 2200,16,31
12/17/2019,0100 - 0200,4,10
12/17/2019,0800 - 0900,41,113
12/17/2019,0900 - 1000,17,86
12/17/2019,1000 - 1100,14,129
12/17/2019,1100 - 1200,10,95
12/17/2019,1200 - 1300,12,49
12/17/2019,1300 - 1400,18,163
12/17/2019,1400 - 1500,9,28
12/17/2019,1500 - 1600,12,40
12/17/2019,1600 - 1700,15,41
12/17/2019,1700 - 1800,12,23
12/17/2019,1800 - 1900,9,31
12/17/2019,1900 - 2000,19,67
12/17/2019,2100 - 2200,11,34
12/17/2019,2200 - 2300,5,23
12/17/2019,2300 - 0000,6,14
12/17/2019,0500 - 0600,27,47
12/17/2019,0600 - 0700,17,52
12/17/2019,0700 - 0800,23,92
12/17/2019,0800 - 0900,26,105
12/17/2019,0900 - 1000,20,44
12/17/2019,1000 - 1100,18,100
12/17/2019,1100 - 1200,19,66
12/17/2019,1300 - 1400,17,42
12/17/2019,1400 - 1500,25,78
12/17/2019,1500 - 1600,32,105
12/17/2019,1600 - 1700,16,57
12/17/2019,1800 - 1900,11,27
12/17/2019,1900 - 2000,28,107
12/17/2019,2000 - 2100,24,53
12/17/2019,2100 - 2200,19,34
12/18/2019,0000 - 0100,6,13
12/18/2019,0900 - 1000,13,67
12/18/2019,1000 - 1100,10,18
12/18/2019,1100 - 1200,17,71
12/18/2019,1200 - 1300,15,123
12/18/2019,1300 - 1400,15,118
12/18/2019,1400 - 1500,12,122
12/18/2019,1500 - 1600,8,31
12/18/2019,1600 - 1700,15,41
12/18/2019,1700 - 1800,19,44
12/18/2019,1800 - 1900,16,53
12/18/2019,1900 - 2000,11,76
12/18/2019,2000 - 2100,9,29
12/18/2019,2200 - 2300,5,23
12/18/2019,0500 - 0600,39,79
12/18/2019,0600 - 0700,31,143
12/18/2019,0700 - 0800,32,158
12/18/2019,0800 - 0900,40,108
12/18/2019,0900 - 1000,29,61
12/18/2019,1000 - 1100,15,159
12/18/2019,1100 - 1200,25,80
12/18/2019,1200 - 1300,27,77
12/18/2019,1300 - 1400,26,46
12/18/2019,1400 - 1500,32,121
12/18/2019,1500 - 1600,19,96
12/18/2019,1600 - 1700,16,96
12/18/2019,1700 - 1800,14,32
12/18/2019,1800 - 1900,15,45
12/18/2019,1900 - 2000,9,56
12/18/2019,2000 - 2100,11,44
12/18/2019,2100 - 2200,11,27
12/19/2019,0000 - 0100,6,19
12/19/2019,0900 - 1000,12,87
12/19/2019,1000 - 1100,23,144
12/19/2019,1100 - 1200,17,107
12/19/2019,1200 - 1300,17,127
12/19/2019,1300 - 1400,18,152
12/19/2019,1400 - 1500,11,97
12/19/2019,1500 - 1600,9,43
12/19/2019,1600 - 1700,19,31
12/19/2019,1700 - 1800,19,59
12/19/2019,1800 - 1900,22,60
12/19/2019,1900 - 2000,13,42
12/19/2019,2000 - 2100,7,28
12/19/2019,2100 - 2200,7,19
12/19/2019,2300 - 0000,8,54
12/19/2019,0500 - 0600,47,179
12/19/2019,0600 - 0700,37,92
12/19/2019,0700 - 0800,22,157
12/19/2019,0800 - 0900,22,63
12/19/2019,0900 - 1000,28,57
12/19/2019,1000 - 1100,6,26
12/19/2019,1100 - 1200,18,46
12/19/2019,1200 - 1300,13,50
12/19/2019,1300 - 1400,11,33
12/19/2019,1400 - 1500,20,166
12/19/2019,1500 - 1600,41,112
12/19/2019,1600 - 1700,32,93
12/19/2019,1700 - 1800,17,33
12/19/2019,1800 - 1900,19,54
12/19/2019,1900 - 2000,19,67
12/19/2019,2000 - 2100,17,39
12/20/2019,0000 - 0100,27,38
12/20/2019,0900 - 1000,7,30
12/20/2019,1000 - 1100,12,28
12/20/2019,1100 - 1200,11,55
12/20/2019,1200 - 1300,15,52
12/20/2019,1300 - 1400,14,93
12/20/2019,1400 - 1500,14,132
12/20/2019,1500 - 1600,10,49
12/20/2019,1600 - 1700,10,34
12/20/2019,1800 - 1900,21,97
12/20/2019,1900 - 2000,14,88
12/20/2019,2000 - 2100,6,24
12/20/2019,2100 - 2200,8,57
12/20/2019,2200 - 2300,6,20
12/20/2019,2300 - 0000,10,39
12/20/2019,0500 - 0600,31,56
12/20/2019,0600 - 0700,19,51
12/20/2019,0700 - 0800,19,99
12/20/2019,0800 - 0900,18,120
12/20/2019,0900 - 1000,19,96
12/20/2019,1000 - 1100,13,32
12/20/2019,1100 - 1200,31,72
12/20/2019,1200 - 1300,27,89
12/20/2019,1300 - 1400,23,44
12/20/2019,1400 - 1500,32,121
12/20/2019,1500 - 1600,25,109
12/20/2019,1600 - 1700,21,117
12/20/2019,1700 - 1800,11,16
12/20/2019,1800 - 1900,11,49
12/20/2019,1900 - 2000,29,52
12/20/2019,2000 - 2100,13,41
