date,hour,Average Wait Time,Max WaitTime,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
10/13/2019,1300 - 1400,18,41,155,123,60,0,0,0,0,10,348,1,16
10/13/2019,1400 - 1500,9,22,304,50,0,0,0,0,0,9,363,2,13
10/13/2019,1500 - 1600,29,107,473,328,159,134,106,47,0,40,1287,6,19
10/13/2019,1600 - 1700,40,97,70,138,58,108,39,28,0,7,448,2,20
10/13/2019,1700 - 1800,21,56,461,302,216,95,0,0,0,34,1108,4,25
10/13/2019,1900 - 2000,12,40,693,227,35,0,0,0,0,28,983,4,19
10/13/2019,2000 - 2100,14,43,513,278,54,0,0,0,0,23,868,5,17
10/14/2019,0000 - 0100,10,25,91,24,0,0,0,0,0,4,119,1,7
10/14/2019,0100 - 0200,7,18,91,5,0,0,0,0,0,6,102,1,6
10/14/2019,0900 - 1000,14,46,245,92,40,2,0,0,0,19,398,2,15
10/14/2019,1000 - 1100,14,35,264,121,21,0,0,0,0,11,417,2,18
10/14/2019,1100 - 1200,21,56,338,139,129,66,0,0,0,20,692,2,19
10/14/2019,1200 - 1300,16,52,258,100,41,15,0,0,0,10,424,2,23
10/14/2019,1300 - 1400,11,24,321,117,0,0,0,0,0,11,449,2,24
10/14/2019,1400 - 1500,40,106,219,306,57,78,210,68,0,27,965,3,21
10/14/2019,1500 - 1600,25,85,268,66,50,39,58,0,0,14,495,2,20
10/14/2019,1600 - 1700,17,53,522,306,100,25,0,0,0,30,983,4,17
10/14/2019,1700 - 1800,28,76,188,266,109,84,60,0,0,17,724,2,14
10/14/2019,1800 - 1900,20,57,261,149,79,44,0,0,0,15,548,2,17
10/14/2019,1900 - 2000,16,49,467,251,87,15,0,0,0,20,840,4,15
10/14/2019,2100 - 2200,9,33,288,57,7,0,0,0,0,19,371,2,7
10/14/2019,0500 - 0600,23,71,116,51,42,22,14,0,0,7,252,1,15
10/14/2019,0600 - 0700,31,78,391,119,203,183,142,0,0,45,1083,5,23
10/14/2019,0700 - 0800,8,27,266,39,0,0,0,0,0,5,310,2,22
10/14/2019,0800 - 0900,11,43,789,230,29,0,0,0,0,32,1080,5,23
10/14/2019,0900 - 1000,15,39,365,165,47,0,0,0,0,16,593,2,25
10/14/2019,1000 - 1100,15,50,312,102,63,19,0,0,0,16,512,2,14
10/14/2019,1100 - 1200,11,27,173,89,0,0,0,0,0,8,270,1,13
10/14/2019,1200 - 1300,18,63,461,343,82,51,9,0,0,27,973,3,19
10/14/2019,1300 - 1400,14,38,208,70,35,0,0,0,0,9,322,1,16
10/14/2019,1400 - 1500,15,48,314,208,54,14,0,0,0,16,606,3,17
10/14/2019,1500 - 1600,21,46,222,249,168,2,0,0,0,21,662,3,19
10/14/2019,1600 - 1700,17,65,892,310,115,105,18,0,0,45,1485,6,21
10/14/2019,1700 - 1800,18,40,110,161,19,0,0,0,0,7,297,1,11
10/14/2019,1800 - 1900,9,16,76,7,0,0,0,0,0,0,83,1,6
10/14/2019,1900 - 2000,17,70,489,238,31,49,16,0,0,25,848,4,13
10/14/2019,2000 - 2100,20,79,156,116,36,7,22,0,0,10,347,2,12
10/14/2019,2100 - 2200,9,17,157,15,0,0,0,0,0,6,178,1,12
10/15/2019,0000 - 0100,22,42,81,89,71,0,0,0,0,6,247,2,7
10/15/2019,0800 - 0900,43,62,0,1,157,79,8,0,0,8,253,1,16
10/15/2019,0900 - 1000,18,46,159,92,83,2,0,0,0,15,351,2,16
10/15/2019,1000 - 1100,20,49,173,215,57,8,0,0,0,13,466,3,19
10/15/2019,1100 - 1200,18,44,245,152,96,0,0,0,0,12,505,2,20
10/15/2019,1200 - 1300,13,25,180,100,0,0,0,0,0,8,288,1,21
10/15/2019,1300 - 1400,17,36,308,321,31,0,0,0,0,19,679,3,22
10/15/2019,1400 - 1500,28,77,343,310,129,167,87,0,0,34,1070,4,24
10/15/2019,1500 - 1600,11,30,239,82,0,0,0,0,0,13,334,2,21
10/15/2019,1600 - 1700,15,39,347,263,39,0,0,0,0,18,667,3,15
10/15/2019,1700 - 1800,9,28,323,90,0,0,0,0,0,18,431,1,19
10/15/2019,1800 - 1900,16,49,552,342,113,27,0,0,0,34,1068,4,20
10/15/2019,1900 - 2000,14,38,231,102,16,0,0,0,0,9,358,2,16
10/15/2019,2000 - 2100,7,15,148,0,0,0,0,0,0,5,153,1,6
10/15/2019,2100 - 2200,13,52,190,29,32,13,0,0,0,12,276,2,4
10/15/2019,0500 - 0600,30,86,131,133,57,73,45,0,0,18,457,2,11
10/15/2019,0600 - 0700,28,64,158,46,97,84,15,0,0,13,413,2,8
10/15/2019,0700 - 0800,15,42,199,77,44,0,0,0,0,10,330,2,11
10/15/2019,0800 - 0900,15,39,238,178,33,0,0,0,0,14,463,2,9
10/15/2019,0900 - 1000,27,88,387,291,241,69,109,0,0,36,1133,5,18
10/15/2019,1100 - 1200,14,32,152,102,7,0,0,0,0,8,269,1,13
10/15/2019,1200 - 1300,28,94,427,287,140,132,125,9,0,32,1152,4,14
10/15/2019,1300 - 1400,33,87,87,46,4,20,69,0,0,7,233,1,13
10/15/2019,1400 - 1500,25,80,246,242,225,35,33,0,0,25,806,4,18
10/15/2019,1500 - 1600,24,93,359,332,120,30,71,8,0,28,948,4,18
10/15/2019,1600 - 1700,27,80,381,179,192,124,62,0,0,28,966,4,20
10/15/2019,1900 - 2000,37,144,453,145,195,66,203,64,21,38,1185,6,12
10/15/2019,2000 - 2100,44,110,158,33,11,22,179,35,0,14,452,3,9
10/16/2019,0000 - 0100,9,27,98,24,0,0,0,0,0,7,129,1,5
10/16/2019,0100 - 0200,9,24,85,23,0,0,0,0,0,5,113,1,6
10/16/2019,0900 - 1000,17,45,247,148,78,0,0,0,0,14,487,3,17
10/16/2019,1000 - 1100,13,34,170,71,7,0,0,0,0,8,256,1,16
10/16/2019,1100 - 1200,25,82,346,228,97,29,88,0,0,23,811,3,23
10/16/2019,1200 - 1300,28,74,161,47,57,83,24,0,0,9,381,2,18
10/16/2019,1300 - 1400,11,31,316,118,2,0,0,0,0,14,450,2,22
10/16/2019,1400 - 1500,24,76,460,232,88,110,81,0,0,30,1001,4,21
10/16/2019,1500 - 1600,34,81,172,88,63,113,89,0,0,15,540,2,20
10/16/2019,1600 - 1700,11,32,380,99,8,0,0,0,0,16,503,3,17
10/16/2019,1700 - 1800,24,60,154,317,141,28,0,0,0,17,657,2,19
10/16/2019,1800 - 1900,29,52,44,189,213,25,0,0,0,18,489,3,18
10/16/2019,1900 - 2000,18,63,207,82,28,30,2,0,0,11,360,2,8
10/16/2019,2000 - 2100,14,40,89,49,10,0,0,0,0,5,153,1,6
10/16/2019,2100 - 2200,38,104,123,216,85,86,94,49,0,25,678,3,7
10/16/2019,0500 - 0600,34,106,239,165,177,96,108,19,0,30,834,4,15
10/16/2019,0600 - 0700,44,130,160,93,78,149,146,36,14,27,703,4,16
10/16/2019,0700 - 0800,40,127,85,57,57,68,20,19,16,11,333,2,16
10/16/2019,0800 - 0900,34,99,306,186,146,146,143,20,0,28,975,4,20
10/16/2019,0900 - 1000,23,64,251,186,194,53,4,0,0,21,709,3,21
10/16/2019,1000 - 1100,28,56,82,30,100,36,0,0,0,5,253,1,19
10/16/2019,1100 - 1200,11,24,299,102,0,0,0,0,0,12,413,2,14
10/16/2019,1200 - 1300,28,84,198,342,225,79,46,0,0,26,916,3,18
10/16/2019,1300 - 1400,19,48,115,120,45,7,0,0,0,8,295,1,13
10/16/2019,1400 - 1500,14,48,289,165,37,3,0,0,0,20,514,3,17
10/16/2019,1500 - 1600,15,49,304,178,29,6,0,0,0,15,532,3,19
10/16/2019,1600 - 1700,23,62,418,276,231,106,7,0,0,32,1070,4,19
10/16/2019,1700 - 1800,22,45,119,35,128,0,0,0,0,9,291,2,19
10/16/2019,1800 - 1900,13,30,277,172,0,0,0,0,0,14,463,2,11
10/16/2019,1900 - 2000,15,59,371,119,69,19,0,0,0,18,596,4,11
10/16/2019,2000 - 2100,19,52,137,138,66,6,0,0,0,12,359,2,10
10/16/2019,2100 - 2200,14,30,140,96,0,0,0,0,0,7,243,1,10
10/17/2019,0000 - 0100,16,31,50,47,4,0,0,0,0,1,102,1,6
10/17/2019,0200 - 0300,13,33,80,27,12,0,0,0,0,4,123,1,6
10/17/2019,0800 - 0900,23,41,47,81,44,0,0,0,0,5,177,1,12
10/17/2019,0900 - 1000,15,35,123,71,23,0,0,0,0,5,222,2,13
10/17/2019,1000 - 1100,28,86,234,139,62,44,95,0,0,15,589,4,16
10/17/2019,1200 - 1300,28,84,471,162,79,71,187,0,0,27,997,4,18
10/17/2019,1300 - 1400,20,57,227,290,95,12,0,0,0,15,639,3,22
10/17/2019,1400 - 1500,33,94,308,173,57,77,164,13,0,19,811,3,22
10/17/2019,1500 - 1600,17,57,166,69,23,21,0,0,0,9,288,1,14
10/17/2019,1600 - 1700,12,38,494,155,33,0,0,0,0,20,702,3,21
10/17/2019,1700 - 1800,16,46,403,281,67,2,0,0,0,22,775,3,17
10/17/2019,1800 - 1900,34,103,253,219,94,73,110,43,0,23,815,3,16
10/17/2019,1900 - 2000,25,74,289,56,27,103,51,0,0,19,545,3,17
10/17/2019,2200 - 2300,12,38,157,57,27,0,0,0,0,13,254,2,7
10/17/2019,0500 - 0600,23,73,146,153,46,41,12,0,0,19,417,2,10
10/17/2019,0600 - 0700,24,64,155,78,146,29,8,0,0,17,433,2,16
10/17/2019,0700 - 0800,11,43,578,120,38,0,0,0,0,23,759,4,20
10/17/2019,0800 - 0900,13,38,386,156,24,0,0,0,0,17,583,3,20
10/17/2019,0900 - 1000,15,83,581,169,41,48,19,0,0,25,883,4,16
10/17/2019,1000 - 1100,7,25,97,21,0,0,0,0,0,3,121,1,9
10/17/2019,1200 - 1300,20,81,486,359,144,41,48,0,0,34,1112,4,17
10/17/2019,1300 - 1400,14,58,231,33,45,10,0,0,0,10,329,1,13
10/17/2019,1400 - 1500,26,85,352,211,131,101,68,0,0,27,890,4,18
10/17/2019,1500 - 1600,16,42,177,149,31,0,0,0,0,10,367,2,12
10/17/2019,1600 - 1700,17,54,573,268,142,43,0,0,0,30,1056,5,16
10/17/2019,1700 - 1800,14,36,177,129,12,0,0,0,0,10,328,1,16
10/17/2019,1800 - 1900,15,34,311,243,8,0,0,0,0,18,580,2,13
10/17/2019,1900 - 2000,14,49,331,135,51,4,0,0,0,17,538,3,12
10/17/2019,2000 - 2100,16,46,315,213,41,4,0,0,0,19,592,3,11
10/18/2019,0000 - 0100,12,34,136,66,11,0,0,0,0,8,221,2,6
10/18/2019,0800 - 0900,39,58,0,36,70,53,0,0,0,4,163,1,13
10/18/2019,0900 - 1000,8,17,59,1,0,0,0,0,0,4,64,1,13
10/18/2019,1000 - 1100,18,52,306,138,85,28,0,0,0,15,572,3,14
10/18/2019,1200 - 1300,19,46,323,233,153,5,0,0,0,23,737,3,19
10/18/2019,1300 - 1400,14,32,321,203,11,0,0,0,0,11,546,2,22
10/18/2019,1400 - 1500,20,65,487,385,139,57,19,0,0,31,1118,5,20
10/18/2019,1500 - 1600,18,50,254,102,140,11,0,0,0,11,518,2,18
10/18/2019,1600 - 1700,9,15,137,0,0,0,0,0,0,1,138,1,12
10/18/2019,1700 - 1800,27,79,327,315,182,81,77,0,0,28,1010,3,15
10/18/2019,1800 - 1900,25,84,280,237,197,50,40,0,0,25,829,3,15
10/18/2019,1900 - 2000,27,84,311,338,102,56,125,0,0,35,967,5,15
10/18/2019,2100 - 2200,31,107,248,210,35,44,71,60,0,37,705,3,7
10/18/2019,2300 - 0000,12,31,90,25,2,0,0,0,0,4,121,1,7
10/18/2019,0500 - 0600,32,76,67,175,115,82,25,0,0,15,479,2,13
10/18/2019,0600 - 0700,35,115,300,168,118,34,65,101,0,31,817,4,15
10/18/2019,0700 - 0800,19,107,343,139,8,1,21,30,0,18,560,3,16
10/18/2019,0800 - 0900,23,84,475,334,50,46,108,0,0,30,1043,5,16
10/18/2019,0900 - 1000,24,75,311,176,106,80,42,0,0,22,737,3,14
10/18/2019,1000 - 1100,6,17,138,4,0,0,0,0,0,5,147,1,9
10/18/2019,1100 - 1200,6,23,243,26,0,0,0,0,0,9,278,1,13
10/18/2019,1200 - 1300,22,97,463,218,85,20,61,22,0,25,894,3,12
10/18/2019,1300 - 1400,22,85,158,59,68,2,28,0,0,10,325,1,12
10/18/2019,1400 - 1500,30,118,411,286,21,42,122,71,0,28,981,5,17
10/18/2019,1500 - 1600,13,102,286,80,1,0,7,6,0,13,393,2,13
10/18/2019,1600 - 1700,32,89,514,276,175,244,259,0,0,39,1507,6,23
10/18/2019,1900 - 2000,13,28,163,118,0,0,0,0,0,9,290,1,14
10/18/2019,2000 - 2100,24,77,557,215,298,62,91,0,0,50,1273,6,15
10/19/2019,0000 - 0100,13,33,85,29,7,0,0,0,0,1,122,1,5
10/19/2019,0900 - 1000,21,55,151,108,55,39,0,0,0,16,369,2,15
10/19/2019,1000 - 1100,15,35,168,84,24,0,0,0,0,9,285,2,15
10/19/2019,1100 - 1200,42,105,371,244,117,144,324,94,0,47,1341,5,22
10/19/2019,1200 - 1300,19,47,129,46,55,4,0,0,0,8,242,1,20
10/19/2019,1300 - 1400,15,48,318,168,39,1,0,0,0,14,540,2,23
10/19/2019,1400 - 1500,23,57,433,241,166,142,0,0,0,28,1010,4,23
10/19/2019,1500 - 1600,21,64,461,246,93,128,16,0,0,28,972,3,24
10/19/2019,1600 - 1700,17,50,321,127,95,3,0,0,0,12,558,3,20
10/19/2019,1700 - 1800,18,41,364,402,96,0,0,0,0,23,885,3,17
10/19/2019,1800 - 1900,20,51,384,489,213,16,0,0,0,41,1143,4,18
10/19/2019,1900 - 2000,16,52,280,122,51,9,0,0,0,18,480,2,18
10/19/2019,2000 - 2100,19,41,49,21,35,0,0,0,0,7,112,1,11
10/19/2019,2100 - 2200,8,28,255,34,0,0,0,0,0,13,302,2,8
10/19/2019,0500 - 0600,47,102,0,197,294,138,151,46,0,25,851,3,13
10/19/2019,0600 - 0700,37,117,285,125,36,178,52,89,0,25,790,3,17
10/19/2019,0700 - 0800,31,121,182,84,62,40,15,45,1,14,443,2,13
10/19/2019,0800 - 0900,19,69,374,190,166,28,8,0,0,23,789,4,14
10/19/2019,1000 - 1100,11,52,575,194,23,2,0,0,0,24,818,4,14
10/19/2019,1100 - 1200,10,28,413,153,0,0,0,0,0,16,582,2,11
10/19/2019,1200 - 1300,28,124,291,230,147,82,57,21,2,27,857,3,14
10/19/2019,1300 - 1400,41,158,346,154,108,19,17,54,116,24,838,2,17
10/19/2019,1400 - 1500,45,134,254,75,129,118,13,151,23,25,788,3,15
10/19/2019,1500 - 1600,45,138,159,125,146,97,4,66,60,20,677,3,19
10/19/2019,1600 - 1700,35,100,262,132,331,11,98,56,0,27,917,4,18
10/19/2019,1700 - 1800,16,49,381,255,55,8,0,0,0,21,720,3,19
10/19/2019,1800 - 1900,14,41,322,212,30,0,0,0,0,25,589,2,14
10/19/2019,1900 - 2000,18,43,232,280,73,0,0,0,0,24,609,2,15
10/19/2019,2000 - 2100,18,65,451,412,141,19,10,0,0,34,1067,5,15
10/20/2019,0000 - 0100,7,19,115,6,0,0,0,0,0,7,128,1,5
10/20/2019,0100 - 0200,8,19,89,8,0,0,0,0,0,4,101,1,5
10/20/2019,0900 - 1000,8,19,101,14,0,0,0,0,0,6,121,1,13
10/20/2019,1000 - 1100,37,120,375,160,190,96,84,128,0,29,1062,4,18
10/20/2019,1100 - 1200,28,70,156,90,24,71,42,0,0,11,394,1,21
10/20/2019,1200 - 1300,19,36,118,115,52,0,0,0,0,8,293,1,21
10/20/2019,1300 - 1400,15,38,236,135,12,0,0,0,0,10,393,2,19
10/20/2019,1400 - 1500,27,86,769,516,216,282,198,0,0,60,2041,7,22
10/20/2019,1500 - 1600,29,77,146,53,28,50,46,0,0,7,330,1,22
10/20/2019,1600 - 1700,17,55,549,89,109,70,0,0,0,26,843,4,18
10/20/2019,1800 - 1900,30,107,423,434,262,200,112,33,0,44,1508,5,16
10/20/2019,1900 - 2000,29,105,204,117,147,53,26,21,0,24,592,3,16
10/20/2019,2000 - 2100,24,60,125,116,4,70,0,0,0,10,325,1,19
10/20/2019,2100 - 2200,25,52,89,181,85,36,0,0,0,5,396,1,12
10/20/2019,2200 - 2300,12,44,272,65,44,0,0,0,0,20,401,2,11
10/20/2019,2300 - 0000,5,12,109,0,0,0,0,0,0,7,116,1,6
10/20/2019,0600 - 0700,26,104,496,231,146,111,86,30,0,38,1138,4,11
10/20/2019,0700 - 0800,18,42,113,48,42,0,0,0,0,5,208,1,15
10/20/2019,0800 - 0900,12,41,828,172,99,0,0,0,0,34,1133,5,19
10/20/2019,0900 - 1000,17,61,491,320,64,59,3,0,0,29,966,4,19
10/20/2019,1000 - 1100,13,27,128,93,0,0,0,0,0,8,229,1,15
10/20/2019,1100 - 1200,15,50,511,189,76,38,0,0,0,23,837,3,20
10/20/2019,1300 - 1400,16,59,621,290,113,43,0,0,0,32,1099,3,20
10/20/2019,1400 - 1500,17,57,424,268,70,31,0,0,0,24,817,4,18
10/20/2019,1500 - 1600,16,48,274,203,51,11,0,0,0,14,553,3,18
10/20/2019,1600 - 1700,18,61,770,429,185,75,7,0,0,41,1507,6,22
10/20/2019,1700 - 1800,17,44,137,50,58,0,0,0,0,6,251,1,19
10/20/2019,1900 - 2000,13,37,481,202,30,0,0,0,0,20,733,3,19
10/20/2019,2000 - 2100,15,61,530,294,78,13,3,0,0,24,942,5,18
10/20/2019,2100 - 2200,7,18,188,13,0,0,0,0,0,5,206,1,13
10/21/2019,0000 - 0100,6,14,96,0,0,0,0,0,0,4,100,1,6
10/21/2019,0900 - 1000,27,70,102,100,124,20,12,0,0,11,369,2,14
10/21/2019,1000 - 1100,16,43,232,116,51,0,0,0,0,11,410,2,13
10/21/2019,1100 - 1200,23,57,372,234,134,125,0,0,0,22,887,3,18
10/21/2019,1200 - 1300,17,38,269,163,71,0,0,0,0,14,517,2,21
10/21/2019,1400 - 1500,29,82,555,213,119,114,217,0,0,34,1252,5,19
10/21/2019,1500 - 1600,41,106,240,60,20,21,122,87,0,18,568,2,19
10/21/2019,1600 - 1700,20,66,445,314,97,59,22,0,0,29,966,4,16
10/21/2019,1700 - 1800,18,47,307,231,94,5,0,0,0,25,662,2,16
10/21/2019,1800 - 1900,15,42,402,240,50,0,0,0,0,20,712,3,17
10/21/2019,1900 - 2000,18,48,272,186,73,4,0,0,0,18,553,3,16
10/21/2019,2000 - 2100,16,38,168,113,24,0,0,0,0,10,315,1,16
10/21/2019,2100 - 2200,12,37,258,98,12,0,0,0,0,12,380,2,7
10/21/2019,0500 - 0600,27,46,45,246,152,6,0,0,0,10,459,2,13
10/21/2019,0600 - 0700,14,39,414,199,40,0,0,0,0,18,671,3,13
10/21/2019,0700 - 0800,8,22,149,18,0,0,0,0,0,6,173,1,15
10/21/2019,0800 - 0900,10,26,308,105,0,0,0,0,0,13,426,2,17
10/21/2019,0900 - 1000,17,78,570,225,44,55,38,0,0,34,966,4,17
10/21/2019,1000 - 1100,29,104,336,202,31,28,121,31,0,27,776,4,15
10/21/2019,1100 - 1200,23,75,67,41,38,2,14,0,0,6,168,1,9
10/21/2019,1200 - 1300,36,139,463,220,148,146,149,76,32,37,1271,4,14
10/21/2019,1300 - 1400,40,147,126,27,81,2,2,10,44,8,300,1,14
10/21/2019,1400 - 1500,34,108,251,95,262,16,113,33,0,24,794,4,17
10/21/2019,1500 - 1600,13,56,285,79,1,24,0,0,0,11,400,2,13
10/21/2019,1600 - 1700,14,47,620,311,79,3,0,0,0,29,1042,5,19
10/21/2019,1800 - 1900,16,36,152,172,7,0,0,0,0,10,341,1,10
10/21/2019,1900 - 2000,25,72,286,283,165,99,24,0,0,30,887,3,12
10/21/2019,2000 - 2100,33,84,271,89,233,222,90,0,0,30,935,5,11
10/22/2019,0000 - 0100,10,23,154,38,0,0,0,0,0,8,200,2,7
10/22/2019,0900 - 1000,12,27,188,64,0,0,0,0,0,9,261,2,13
10/22/2019,1000 - 1100,16,36,107,62,13,0,0,0,0,5,187,1,11
10/22/2019,1100 - 1200,20,51,159,125,90,6,0,0,0,12,392,5,13
10/22/2019,1200 - 1300,30,63,59,244,90,101,2,0,0,16,512,4,22
10/22/2019,1300 - 1400,15,49,377,278,13,1,0,0,0,20,689,3,22
10/22/2019,1400 - 1500,30,82,413,239,105,111,199,0,0,29,1096,5,22
10/22/2019,1600 - 1700,13,40,501,181,15,0,0,0,0,20,717,3,19
10/22/2019,1700 - 1800,19,47,358,288,118,11,0,0,0,23,798,3,17
10/22/2019,1800 - 1900,17,58,271,220,31,20,0,0,0,17,559,2,12
10/22/2019,1900 - 2000,22,73,242,167,50,43,21,0,0,15,538,3,12
10/22/2019,2000 - 2100,15,36,147,71,23,0,0,0,0,6,247,1,12
10/22/2019,2100 - 2200,11,25,84,27,0,0,0,0,0,4,115,1,4
10/22/2019,2200 - 2300,9,30,129,29,0,0,0,0,0,8,166,1,5
10/22/2019,0500 - 0600,35,52,0,99,166,54,0,0,0,7,326,1,10
10/22/2019,0600 - 0700,13,27,394,246,0,0,0,0,0,14,654,3,15
10/22/2019,0800 - 0900,8,20,333,28,0,0,0,0,0,10,371,2,15
10/22/2019,0900 - 1000,14,38,387,244,51,0,0,0,0,21,703,3,18
10/22/2019,1000 - 1100,8,29,391,61,0,0,0,0,0,12,464,3,11
10/22/2019,1100 - 1200,30,56,86,219,265,64,0,0,0,20,654,3,28
10/22/2019,1200 - 1300,28,90,401,242,110,77,131,0,0,31,992,4,21
10/22/2019,1300 - 1400,22,67,91,19,36,2,24,0,0,4,176,1,12
10/22/2019,1400 - 1500,20,68,287,150,90,41,13,0,0,21,602,3,15
10/22/2019,1500 - 1600,25,82,354,243,112,55,94,0,0,35,893,4,16
10/22/2019,1600 - 1700,41,94,173,53,100,196,157,7,0,20,706,4,15
10/22/2019,1700 - 1800,29,69,115,22,63,39,34,0,0,6,279,1,15
10/22/2019,1800 - 1900,8,21,89,9,0,0,0,0,0,4,102,1,10
10/22/2019,1900 - 2000,10,30,368,119,0,0,0,0,0,14,501,2,10
10/22/2019,2000 - 2100,27,88,317,133,203,92,64,0,0,31,840,5,11
10/22/2019,2100 - 2200,21,41,31,61,14,0,0,0,0,4,110,1,7
10/23/2019,0000 - 0100,12,24,74,18,0,0,0,0,0,3,95,1,5
10/23/2019,0100 - 0200,8,20,70,11,0,0,0,0,0,4,85,1,5
10/23/2019,0800 - 0900,19,40,61,100,15,0,0,0,0,6,182,1,12
10/23/2019,0900 - 1000,7,20,57,6,0,0,0,0,0,3,66,1,12
10/23/2019,1000 - 1100,12,30,179,78,0,0,0,0,0,9,266,2,10
10/23/2019,1100 - 1200,23,61,265,88,98,79,6,0,0,15,551,2,15
10/23/2019,1200 - 1300,17,42,186,126,57,0,0,0,0,12,381,2,14
10/23/2019,1300 - 1400,11,26,331,73,0,0,0,0,0,12,416,2,21
10/23/2019,1400 - 1500,23,79,397,285,118,123,25,0,0,30,978,5,22
10/23/2019,1500 - 1600,11,30,107,45,0,0,0,0,0,7,159,1,16
10/23/2019,1600 - 1700,12,36,489,175,8,0,0,0,0,23,695,4,14
10/23/2019,1700 - 1800,18,58,286,201,52,35,0,0,0,21,595,2,11
10/23/2019,1800 - 1900,26,68,106,127,16,42,22,0,0,10,323,2,8
10/23/2019,1900 - 2000,14,43,249,89,40,0,0,0,0,16,394,3,10
10/23/2019,2000 - 2100,23,52,215,236,114,51,0,0,0,16,632,2,16
10/23/2019,2100 - 2200,11,45,235,48,23,0,0,0,0,17,323,2,9
10/23/2019,0500 - 0600,34,87,157,345,159,162,116,0,0,32,971,4,13
10/23/2019,0600 - 0700,29,68,150,30,76,66,31,0,0,14,367,2,14
10/23/2019,0700 - 0800,28,68,83,75,55,40,25,0,0,8,286,2,18
10/23/2019,0800 - 0900,14,44,654,269,112,0,0,0,0,34,1069,5,17
10/23/2019,0900 - 1000,12,47,254,89,15,2,0,0,0,7,367,2,16
10/23/2019,1000 - 1100,9,31,307,67,5,0,0,0,0,9,388,3,14
10/23/2019,1100 - 1200,13,38,363,168,26,0,0,0,0,18,575,3,10
10/23/2019,1200 - 1300,40,125,181,277,162,108,75,95,11,30,939,3,14
10/23/2019,1300 - 1400,34,137,99,28,22,0,5,10,23,5,192,1,13
10/23/2019,1400 - 1500,38,128,221,92,33,58,63,65,10,22,564,3,17
10/23/2019,1500 - 1600,23,85,165,104,94,4,29,0,0,17,413,3,14
10/23/2019,1600 - 1700,30,86,343,256,126,147,143,0,0,29,1044,5,17
10/23/2019,1800 - 1900,8,23,295,29,0,0,0,0,0,10,334,2,10
10/23/2019,1900 - 2000,16,53,359,222,86,7,0,0,0,21,695,3,12
10/23/2019,2000 - 2100,15,41,205,110,56,0,0,0,0,11,382,3,13
10/23/2019,2100 - 2200,12,21,127,71,0,0,0,0,0,3,201,1,11
10/24/2019,0000 - 0100,6,19,109,13,0,0,0,0,0,7,129,2,4
10/24/2019,0800 - 0900,19,39,92,97,32,0,0,0,0,6,227,1,15
10/24/2019,0900 - 1000,6,15,51,0,0,0,0,0,0,3,54,1,14
10/24/2019,1000 - 1100,13,32,205,115,7,0,0,0,0,10,337,2,16
10/24/2019,1100 - 1200,42,110,317,97,72,80,152,122,0,26,866,4,20
10/24/2019,1200 - 1300,32,83,260,80,39,64,130,0,0,13,586,3,21
10/24/2019,1300 - 1400,17,47,306,218,74,4,0,0,0,19,621,3,20
10/24/2019,1400 - 1500,34,88,362,105,97,145,197,0,0,27,933,4,24
10/24/2019,1500 - 1600,9,29,210,54,0,0,0,0,0,12,276,1,20
10/24/2019,1600 - 1700,15,42,403,247,46,0,0,0,0,17,713,3,25
10/24/2019,1700 - 1800,21,50,193,199,86,13,0,0,0,17,508,2,14
10/24/2019,1800 - 1900,14,32,178,63,5,0,0,0,0,6,252,1,14
10/24/2019,1900 - 2000,31,91,195,391,158,118,100,2,0,29,993,5,18
10/24/2019,2000 - 2100,28,68,97,102,37,44,27,0,0,9,316,1,18
10/24/2019,2200 - 2300,6,24,155,15,0,0,0,0,0,9,179,1,5
10/24/2019,2300 - 0000,8,23,165,31,0,0,0,0,0,12,208,2,5
10/24/2019,0500 - 0600,11,25,196,114,0,0,0,0,0,17,327,1,10
10/24/2019,0600 - 0700,15,42,451,298,62,0,0,0,0,21,832,4,10
10/24/2019,0800 - 0900,8,27,879,117,0,0,0,0,0,31,1027,5,19
10/24/2019,0900 - 1000,10,32,331,98,2,0,0,0,0,13,444,2,17
10/24/2019,1000 - 1100,14,43,396,196,69,0,0,0,0,23,684,3,15
10/24/2019,1100 - 1200,19,39,67,46,47,0,0,0,0,5,165,1,13
10/24/2019,1200 - 1300,44,164,271,171,163,137,208,94,27,34,1105,4,14
10/24/2019,1300 - 1400,33,124,150,30,9,33,17,36,5,9,289,1,12
10/24/2019,1400 - 1500,38,151,340,177,136,63,38,83,58,30,925,4,17
10/24/2019,1500 - 1600,32,150,376,225,67,1,1,67,61,27,825,4,16
10/24/2019,1600 - 1700,27,94,300,116,169,62,65,4,0,28,744,4,15
10/24/2019,1800 - 1900,17,39,180,151,39,0,0,0,0,11,381,1,13
10/24/2019,1900 - 2000,19,128,432,188,61,17,23,15,5,30,771,3,11
10/24/2019,2000 - 2100,29,115,332,114,153,155,68,12,0,27,861,5,11
10/25/2019,0000 - 0100,10,22,65,19,0,0,0,0,0,3,87,1,6
10/25/2019,0900 - 1000,17,39,121,99,27,0,0,0,0,10,257,2,13
10/25/2019,1000 - 1100,14,28,86,74,0,0,0,0,0,5,165,1,13
10/25/2019,1100 - 1200,26,80,387,181,151,87,75,0,0,26,907,4,18
