date,hour,Average Wait Time,Max Wait Time,time
1/19/2020,0800 - 0900,55,79,2600
1/19/2020,0900 - 1000,30,52,2601
1/19/2020,1000 - 1100,18,29,2602
1/19/2020,1100 - 1200,44,88,2603
1/19/2020,1200 - 1300,69,153,2604
1/19/2020,1300 - 1400,77,149,2605
1/19/2020,1400 - 1500,93,168,2606
1/19/2020,1500 - 1600,65,130,2607
1/19/2020,1700 - 1800,53,143,2609
1/19/2020,1800 - 1900,83,149,2610
1/19/2020,1900 - 2000,63,131,2611
1/19/2020,2000 - 2100,30,66,2612
1/19/2020,2200 - 2300,11,26,2614
1/19/2020,0500 - 0600,34,54,2597
1/19/2020,0600 - 0700,37,103,2598
1/19/2020,0700 - 0800,46,98,2599
1/19/2020,0800 - 0900,61,152,2600
1/19/2020,0900 - 1000,64,157,2601
1/19/2020,1000 - 1100,74,164,2602
1/19/2020,1100 - 1200,107,198,2603
1/19/2020,1200 - 1300,121,191,2604
1/19/2020,1300 - 1400,62,150,2605
1/19/2020,1400 - 1500,46,133,2606
1/19/2020,1500 - 1600,48,125,2607
1/19/2020,1600 - 1700,43,84,2608
1/19/2020,1700 - 1800,24,36,2609
1/19/2020,1800 - 1900,18,43,2610
1/19/2020,1900 - 2000,24,62,2611
1/19/2020,2000 - 2100,37,79,2612
1/20/2020,0000 - 0100,12,22,2616
1/20/2020,0800 - 0900,51,98,2624
1/20/2020,0900 - 1000,67,122,2625
1/20/2020,1000 - 1100,25,66,2626
1/20/2020,1100 - 1200,29,61,2627
1/20/2020,1200 - 1300,20,39,2628
1/20/2020,1300 - 1400,31,74,2629
1/20/2020,1400 - 1500,35,86,2630
1/20/2020,1500 - 1600,33,49,2631
1/20/2020,1700 - 1800,32,63,2633
1/20/2020,1800 - 1900,51,114,2634
1/20/2020,1900 - 2000,52,81,2635
1/20/2020,2000 - 2100,19,48,2636
1/20/2020,2200 - 2300,7,14,2638
1/20/2020,0500 - 0600,37,89,2621
1/20/2020,0600 - 0700,47,114,2622
1/20/2020,0700 - 0800,47,115,2623
1/20/2020,0800 - 0900,59,121,2624
1/20/2020,0900 - 1000,68,115,2625
1/20/2020,1000 - 1100,35,82,2626
1/20/2020,1100 - 1200,16,31,2627
1/20/2020,1200 - 1300,33,77,2628
1/20/2020,1300 - 1400,11,26,2629
1/20/2020,1400 - 1500,30,94,2630
1/20/2020,1500 - 1600,28,67,2631
1/20/2020,1600 - 1700,15,37,2632
1/20/2020,1700 - 1800,35,134,2633
1/20/2020,1800 - 1900,67,151,2634
1/20/2020,1900 - 2000,44,102,2635
1/20/2020,2000 - 2100,36,74,2636
1/20/2020,2100 - 2200,20,27,2637
1/21/2020,0000 - 0100,14,26,2640
1/21/2020,0800 - 0900,70,145,2648
1/21/2020,0900 - 1000,100,200,2649
1/21/2020,1100 - 1200,79,139,2651
1/21/2020,1200 - 1300,54,97,2652
1/21/2020,1300 - 1400,78,135,2653
1/21/2020,1400 - 1500,60,112,2654
1/21/2020,1500 - 1600,39,77,2655
1/21/2020,1600 - 1700,30,53,2656
1/21/2020,1800 - 1900,46,104,2658
1/21/2020,1900 - 2000,37,60,2659
1/21/2020,2000 - 2100,19,54,2660
1/21/2020,2100 - 2200,8,19,2661
1/21/2020,2300 - 0000,7,20,2663
1/21/2020,0500 - 0600,31,72,2645
1/21/2020,0600 - 0700,52,111,2646
1/21/2020,0700 - 0800,61,132,2647
1/21/2020,0800 - 0900,74,193,2648
1/21/2020,0900 - 1000,104,193,2649
1/21/2020,1000 - 1100,106,201,2650
1/21/2020,1100 - 1200,70,163,2651
1/21/2020,1200 - 1300,58,183,2652
1/21/2020,1300 - 1400,74,152,2653
1/21/2020,1400 - 1500,60,138,2654
1/21/2020,1500 - 1600,73,129,2655
1/21/2020,1600 - 1700,22,44,2656
1/21/2020,1700 - 1800,19,56,2657
1/21/2020,1800 - 1900,26,50,2658
1/21/2020,1900 - 2000,21,53,2659
1/21/2020,2000 - 2100,23,51,2660
1/21/2020,2100 - 2200,14,20,2661
1/22/2020,0000 - 0100,16,35,2664
1/22/2020,0800 - 0900,40,66,2672
1/22/2020,0900 - 1000,46,121,2673
1/22/2020,1000 - 1100,42,79,2674
1/22/2020,1100 - 1200,59,96,2675
1/22/2020,1200 - 1300,56,115,2676
1/22/2020,1300 - 1400,99,202,2677
1/22/2020,1400 - 1500,91,172,2678
1/22/2020,1500 - 1600,67,136,2679
1/22/2020,1600 - 1700,38,54,2680
1/22/2020,1700 - 1800,41,92,2681
1/22/2020,1800 - 1900,72,106,2682
1/22/2020,1900 - 2000,51,90,2683
1/22/2020,2000 - 2100,19,44,2684
1/22/2020,2200 - 2300,9,21,2686
1/22/2020,2300 - 0000,9,20,2687
1/22/2020,0500 - 0600,37,91,2669
1/22/2020,0600 - 0700,36,75,2670
1/22/2020,0700 - 0800,45,137,2671
1/22/2020,0800 - 0900,57,120,2672
1/22/2020,0900 - 1000,36,77,2673
1/22/2020,1000 - 1100,29,85,2674
1/22/2020,1100 - 1200,31,66,2675
1/22/2020,1200 - 1300,15,41,2676
1/22/2020,1300 - 1400,16,40,2677
1/22/2020,1400 - 1500,40,101,2678
1/22/2020,1500 - 1600,35,78,2679
1/22/2020,1600 - 1700,16,31,2680
1/22/2020,1700 - 1800,24,73,2681
1/22/2020,1800 - 1900,26,54,2682
1/22/2020,1900 - 2000,26,73,2683
1/22/2020,2100 - 2200,18,28,2685
1/23/2020,0000 - 0100,14,27,2688
1/23/2020,0800 - 0900,52,100,2696
1/23/2020,0900 - 1000,62,139,2697
1/23/2020,1000 - 1100,43,83,2698
1/23/2020,1100 - 1200,33,88,2699
1/23/2020,1200 - 1300,30,70,2700
1/23/2020,1300 - 1400,41,96,2701
1/23/2020,1400 - 1500,26,58,2702
1/23/2020,1500 - 1600,23,41,2703
1/23/2020,1600 - 1700,28,54,2704
1/23/2020,1800 - 1900,53,97,2706
1/23/2020,1900 - 2000,64,97,2707
1/23/2020,2000 - 2100,24,73,2708
1/23/2020,2100 - 2200,12,22,2709
1/23/2020,2200 - 2300,10,20,2710
1/23/2020,0500 - 0600,57,129,2693
1/23/2020,0600 - 0700,78,178,2694
1/23/2020,0700 - 0800,58,143,2695
1/23/2020,0800 - 0900,50,136,2696
1/23/2020,0900 - 1000,36,108,2697
1/23/2020,1000 - 1100,45,114,2698
1/23/2020,1100 - 1200,41,115,2699
1/23/2020,1200 - 1300,34,96,2700
1/23/2020,1300 - 1400,43,118,2701
1/23/2020,1400 - 1500,68,188,2702
1/23/2020,1500 - 1600,62,149,2703
1/23/2020,1600 - 1700,50,124,2704
1/23/2020,1700 - 1800,55,120,2705
1/23/2020,1800 - 1900,62,189,2706
1/23/2020,1900 - 2000,69,179,2707
1/23/2020,2000 - 2100,55,103,2708
1/24/2020,0000 - 0100,28,42,2712
1/24/2020,0900 - 1000,52,118,2721
1/24/2020,1000 - 1100,38,74,2722
1/24/2020,1100 - 1200,27,37,2723
1/24/2020,1200 - 1300,62,145,2724
1/24/2020,1300 - 1400,85,145,2725
1/24/2020,1500 - 1600,53,72,2727
1/24/2020,1700 - 1800,31,60,2729
1/24/2020,1800 - 1900,54,96,2730
1/24/2020,1900 - 2000,48,75,2731
1/24/2020,2000 - 2100,20,50,2732
1/24/2020,2100 - 2200,8,22,2733
1/24/2020,2200 - 2300,10,21,2734
1/24/2020,0500 - 0600,34,83,2717
1/24/2020,0600 - 0700,61,146,2718
1/24/2020,0700 - 0800,52,131,2719
1/24/2020,0800 - 0900,54,131,2720
1/24/2020,0900 - 1000,57,112,2721
1/24/2020,1000 - 1100,22,68,2722
1/24/2020,1100 - 1200,19,61,2723
1/24/2020,1200 - 1300,20,54,2724
1/24/2020,1300 - 1400,23,111,2725
1/24/2020,1400 - 1500,51,104,2726
1/24/2020,1500 - 1600,43,90,2727
1/24/2020,1600 - 1700,23,57,2728
1/24/2020,1700 - 1800,29,55,2729
1/24/2020,1800 - 1900,21,90,2730
1/24/2020,1900 - 2000,63,138,2731
1/24/2020,2000 - 2100,69,143,2732
1/25/2020,0000 - 0100,29,40,2736
1/25/2020,0900 - 1000,49,98,2745
1/25/2020,1000 - 1100,40,66,2746
1/25/2020,1200 - 1300,41,99,2748
1/25/2020,1300 - 1400,45,86,2749
1/25/2020,1400 - 1500,52,102,2750
1/25/2020,1600 - 1700,24,41,2752
1/25/2020,1700 - 1800,7,16,2753
1/25/2020,1800 - 1900,39,97,2754
1/25/2020,1900 - 2000,56,100,2755
1/25/2020,2000 - 2100,22,32,2756
1/25/2020,2100 - 2200,25,63,2757
1/25/2020,2200 - 2300,10,24,2758
1/25/2020,0500 - 0600,31,74,2741
1/25/2020,0600 - 0700,60,163,2742
1/25/2020,0700 - 0800,62,131,2743
1/25/2020,0800 - 0900,59,132,2744
1/25/2020,0900 - 1000,43,98,2745
1/25/2020,1000 - 1100,23,68,2746
1/25/2020,1100 - 1200,23,51,2747
1/25/2020,1200 - 1300,17,57,2748
1/25/2020,1300 - 1400,25,62,2749
1/25/2020,1400 - 1500,38,101,2750
1/25/2020,1500 - 1600,40,84,2751
1/25/2020,1600 - 1700,37,95,2752
1/25/2020,1700 - 1800,28,47,2753
1/25/2020,1800 - 1900,23,49,2754
1/25/2020,1900 - 2000,28,73,2755
1/25/2020,2000 - 2100,14,29,2756
1/25/2020,2100 - 2200,14,26,2757
1/26/2020,0000 - 0100,13,27,2760
1/26/2020,0900 - 1000,51,89,2769
1/26/2020,1100 - 1200,21,39,2771
1/26/2020,1200 - 1300,49,132,2772
1/26/2020,1300 - 1400,72,133,2773
1/26/2020,1400 - 1500,60,100,2774
1/26/2020,1700 - 1800,60,154,2777
1/26/2020,1800 - 1900,94,174,2778
1/26/2020,1900 - 2000,29,32,2779
1/26/2020,2000 - 2100,57,111,2780
1/26/2020,2200 - 2300,20,52,2782
1/26/2020,0500 - 0600,29,82,2765
1/26/2020,0600 - 0700,55,145,2766
1/26/2020,0700 - 0800,61,152,2767
1/26/2020,0800 - 0900,60,140,2768
1/26/2020,0900 - 1000,78,170,2769
1/26/2020,1100 - 1200,58,139,2771
1/26/2020,1200 - 1300,70,184,2772
1/26/2020,1300 - 1400,58,163,2773
1/26/2020,1400 - 1500,76,186,2774
1/26/2020,1500 - 1600,11,42,2775
1/26/2020,1600 - 1700,45,115,2776
1/26/2020,1700 - 1800,16,25,2777
1/26/2020,1800 - 1900,39,117,2778
1/26/2020,1900 - 2000,51,133,2779
1/26/2020,2000 - 2100,53,102,2780
1/27/2020,0000 - 0100,8,21,2784
1/27/2020,0900 - 1000,35,70,2793
1/27/2020,1000 - 1100,40,72,2794
1/27/2020,1100 - 1200,31,72,2795
1/27/2020,1200 - 1300,49,105,2796
1/27/2020,1300 - 1400,86,183,2797
1/27/2020,1500 - 1600,68,130,2799
1/27/2020,1600 - 1700,43,75,2800
1/27/2020,1700 - 1800,33,78,2801
1/27/2020,1800 - 1900,56,110,2802
1/27/2020,2000 - 2100,18,25,2804
1/27/2020,2200 - 2300,12,29,2806
1/27/2020,0500 - 0600,40,119,2789
1/27/2020,0600 - 0700,71,167,2790
1/27/2020,0700 - 0800,73,161,2791
1/27/2020,0800 - 0900,64,145,2792
1/27/2020,0900 - 1000,55,137,2793
1/27/2020,1000 - 1100,32,100,2794
1/27/2020,1100 - 1200,46,106,2795
1/27/2020,1200 - 1300,31,86,2796
1/27/2020,1300 - 1400,13,25,2797
1/27/2020,1400 - 1500,39,123,2798
1/27/2020,1500 - 1600,56,135,2799
1/27/2020,1600 - 1700,41,98,2800
1/27/2020,1700 - 1800,24,60,2801
1/27/2020,1800 - 1900,38,92,2802
1/27/2020,1900 - 2000,37,90,2803
1/27/2020,2000 - 2100,7,17,2804
1/27/2020,2100 - 2200,12,18,2805
1/28/2020,0000 - 0100,35,50,2808
1/28/2020,0900 - 1000,69,144,2817
1/28/2020,1000 - 1100,77,133,2818
1/28/2020,1200 - 1300,47,118,2820
1/28/2020,1300 - 1400,41,68,2821
1/28/2020,1400 - 1500,30,74,2822
1/28/2020,1500 - 1600,39,70,2823
1/28/2020,1700 - 1800,26,50,2825
1/28/2020,1800 - 1900,19,52,2826
1/28/2020,1900 - 2000,39,54,2827
1/28/2020,2000 - 2100,23,41,2828
1/28/2020,2200 - 2300,8,18,2830
1/28/2020,0500 - 0600,13,56,2813
1/28/2020,0600 - 0700,60,127,2814
1/28/2020,0700 - 0800,49,119,2815
1/28/2020,0800 - 0900,45,107,2816
1/28/2020,0900 - 1000,29,84,2817
1/28/2020,1000 - 1100,14,31,2818
1/28/2020,1100 - 1200,47,155,2819
1/28/2020,1200 - 1300,39,96,2820
1/28/2020,1300 - 1400,36,85,2821
1/28/2020,1400 - 1500,38,83,2822
1/28/2020,1500 - 1600,23,63,2823
1/28/2020,1600 - 1700,26,71,2824
1/28/2020,1700 - 1800,23,100,2825
1/28/2020,1800 - 1900,49,120,2826
1/28/2020,2000 - 2100,27,81,2828
1/29/2020,0100 - 0200,13,27,2833
1/29/2020,0900 - 1000,66,159,2841
1/29/2020,1000 - 1100,92,155,2842
1/29/2020,1100 - 1200,57,105,2843
1/29/2020,1200 - 1300,75,180,2844
1/29/2020,1300 - 1400,87,172,2845
1/29/2020,1400 - 1500,72,151,2846
1/29/2020,1500 - 1600,51,84,2847
1/29/2020,1600 - 1700,26,58,2848
1/29/2020,1700 - 1800,29,62,2849
1/29/2020,1800 - 1900,59,123,2850
1/29/2020,1900 - 2000,43,78,2851
1/29/2020,2000 - 2100,20,49,2852
1/29/2020,2200 - 2300,12,24,2854
1/29/2020,2300 - 0000,8,17,2855
1/29/2020,0500 - 0600,41,79,2837
1/29/2020,0600 - 0700,41,99,2838
1/29/2020,0700 - 0800,65,160,2839
1/29/2020,0800 - 0900,52,142,2840
1/29/2020,0900 - 1000,70,140,2841
1/29/2020,1000 - 1100,0,1,2842
1/29/2020,1100 - 1200,53,159,2843
1/29/2020,1200 - 1300,56,157,2844
1/29/2020,1300 - 1400,49,142,2845
1/29/2020,1400 - 1500,63,164,2846
1/29/2020,1600 - 1700,44,107,2848
1/29/2020,1700 - 1800,25,55,2849
1/29/2020,1800 - 1900,27,69,2850
1/29/2020,1900 - 2000,30,64,2851
1/29/2020,2000 - 2100,11,23,2852
1/29/2020,2100 - 2200,11,20,2853
1/30/2020,0000 - 0100,13,26,2856
1/30/2020,0800 - 0900,41,88,2864
1/30/2020,0900 - 1000,96,170,2865
1/30/2020,1000 - 1100,97,179,2866
1/30/2020,1100 - 1200,84,146,2867
1/30/2020,1200 - 1300,89,167,2868
1/30/2020,1300 - 1400,113,188,2869
1/30/2020,1400 - 1500,101,188,2870
1/30/2020,1500 - 1600,67,151,2871
1/30/2020,1600 - 1700,42,88,2872
1/30/2020,1700 - 1800,24,58,2873
1/30/2020,1800 - 1900,10,13,2874
1/30/2020,1900 - 2000,26,69,2875
1/30/2020,2000 - 2100,13,17,2876
1/30/2020,2100 - 2200,47,122,2877
1/30/2020,2200 - 2300,47,92,2878
1/30/2020,2300 - 0000,26,69,2879
1/30/2020,0500 - 0600,43,120,2861
1/30/2020,0600 - 0700,58,125,2862
1/30/2020,0700 - 0800,71,125,2863
1/30/2020,0800 - 0900,49,133,2864
1/30/2020,0900 - 1000,37,90,2865
1/30/2020,1000 - 1100,15,39,2866
1/30/2020,1100 - 1200,31,92,2867
1/30/2020,1200 - 1300,33,70,2868
1/30/2020,1300 - 1400,17,36,2869
1/30/2020,1400 - 1500,47,111,2870
1/30/2020,1500 - 1600,37,83,2871
1/30/2020,1600 - 1700,23,58,2872
1/30/2020,1800 - 1900,42,137,2874
1/30/2020,1900 - 2000,45,120,2875
1/30/2020,2000 - 2100,51,93,2876
1/30/2020,2100 - 2200,23,39,2877
1/31/2020,0000 - 0100,28,44,2880
1/31/2020,0900 - 1000,49,118,2889
1/31/2020,1200 - 1300,52,146,2892
1/31/2020,1300 - 1400,66,149,2893
1/31/2020,1400 - 1500,55,85,2894
1/31/2020,1500 - 1600,50,77,2895
1/31/2020,1600 - 1700,23,41,2896
1/31/2020,1700 - 1800,28,66,2897
1/31/2020,1800 - 1900,52,98,2898
1/31/2020,1900 - 2000,36,69,2899
1/31/2020,2000 - 2100,22,49,2900
1/31/2020,2200 - 2300,10,19,2902
1/31/2020,2300 - 0000,10,47,2903
1/31/2020,0500 - 0600,44,98,2885
1/31/2020,0600 - 0700,35,93,2886
1/31/2020,0700 - 0800,52,113,2887
1/31/2020,0800 - 0900,48,149,2888
1/31/2020,0900 - 1000,42,103,2889
1/31/2020,1000 - 1100,18,34,2890
1/31/2020,1100 - 1200,11,23,2891
1/31/2020,1200 - 1300,25,80,2892
1/31/2020,1300 - 1400,28,75,2893
1/31/2020,1400 - 1500,54,128,2894
1/31/2020,1500 - 1600,59,121,2895
1/31/2020,1600 - 1700,45,99,2896
1/31/2020,1700 - 1800,36,81,2897
1/31/2020,1800 - 1900,35,96,2898
1/31/2020,1900 - 2000,29,65,2899
1/31/2020,2000 - 2100,44,97,2900
1/31/2020,2100 - 2200,29,67,2901
2/1/2020,0900 - 1000,33,77,2913
2/1/2020,1000 - 1100,58,155,2914
2/1/2020,1200 - 1300,49,117,2916
2/1/2020,1300 - 1400,60,145,2917
2/1/2020,1400 - 1500,58,142,2918
2/1/2020,1500 - 1600,36,100,2919
2/1/2020,1600 - 1700,13,26,2920
2/1/2020,1700 - 1800,18,36,2921
2/1/2020,1800 - 1900,49,107,2922
2/1/2020,1900 - 2000,98,149,2923
2/1/2020,2000 - 2100,60,90,2924
2/1/2020,2100 - 2200,50,89,2925
2/1/2020,2200 - 2300,19,55,2926
2/1/2020,2300 - 0000,12,30,2927
2/1/2020,0500 - 0600,26,87,2909
2/1/2020,0600 - 0700,75,229,2910
2/1/2020,0700 - 0800,78,187,2911
2/1/2020,0800 - 0900,86,168,2912
2/1/2020,0900 - 1000,71,173,2913
2/1/2020,1000 - 1100,55,125,2914
2/1/2020,1100 - 1200,46,121,2915
2/1/2020,1200 - 1300,62,167,2916
2/1/2020,1300 - 1400,49,134,2917
2/1/2020,1400 - 1500,74,159,2918
2/1/2020,1500 - 1600,67,148,2919
2/1/2020,1600 - 1700,59,147,2920
2/1/2020,1700 - 1800,68,165,2921
2/1/2020,1800 - 1900,89,157,2922
2/1/2020,1900 - 2000,91,164,2923
2/1/2020,2000 - 2100,52,102,2924
2/1/2020,2100 - 2200,27,72,2925
2/2/2020,0000 - 0100,8,16,2928
2/2/2020,0800 - 0900,68,143,2936
2/2/2020,0900 - 1000,49,87,2937
2/2/2020,1000 - 1100,26,64,2938
2/2/2020,1100 - 1200,25,48,2939
2/2/2020,1200 - 1300,48,118,2940
2/2/2020,1300 - 1400,89,168,2941
2/2/2020,1400 - 1500,83,149,2942
2/2/2020,1500 - 1600,77,126,2943
2/2/2020,1600 - 1700,82,114,2944
2/2/2020,1700 - 1800,76,149,2945
2/2/2020,1800 - 1900,86,133,2946
2/2/2020,2000 - 2100,35,81,2948
2/2/2020,2100 - 2200,16,47,2949
2/2/2020,2200 - 2300,10,23,2950
2/2/2020,2300 - 0000,29,92,2951
2/2/2020,0000 - 0100,29,86,2928
2/2/2020,0500 - 0600,40,127,2933
2/2/2020,0600 - 0700,49,149,2934
2/2/2020,0700 - 0800,76,196,2935
2/2/2020,0800 - 0900,53,88,2936
2/2/2020,1000 - 1100,74,184,2938
2/2/2020,1100 - 1200,31,70,2939
2/2/2020,1200 - 1300,28,80,2940
2/2/2020,1300 - 1400,51,137,2941
2/2/2020,1400 - 1500,76,126,2942
2/2/2020,1500 - 1600,98,179,2943
2/2/2020,1600 - 1700,26,63,2944
2/2/2020,1700 - 1800,76,169,2945
2/2/2020,1800 - 1900,86,177,2946
2/2/2020,1900 - 2000,101,173,2947
2/2/2020,2000 - 2100,119,183,2948
2/2/2020,2100 - 2200,30,60,2949
2/2/2020,2200 - 2300,34,77,2950
2/2/2020,2300 - 0000,14,30,2951
2/3/2020,0000 - 0100,60,100,2952
2/3/2020,0800 - 0900,50,109,2960
2/3/2020,1000 - 1100,23,46,2962
2/3/2020,1100 - 1200,30,90,2963
2/3/2020,1200 - 1300,26,79,2964
2/3/2020,1300 - 1400,41,95,2965
2/3/2020,1400 - 1500,33,76,2966
2/3/2020,1600 - 1700,37,56,2968
2/3/2020,1700 - 1800,55,129,2969
2/3/2020,1800 - 1900,100,183,2970
2/3/2020,2000 - 2100,59,117,2972
2/3/2020,2100 - 2200,15,27,2973
2/3/2020,2200 - 2300,14,29,2974
2/3/2020,0000 - 0100,46,99,2952
2/3/2020,0500 - 0600,63,160,2957
2/3/2020,0600 - 0700,75,210,2958
2/3/2020,0700 - 0800,57,75,2959
2/3/2020,0800 - 0900,41,136,2960
2/3/2020,0900 - 1000,35,79,2961
2/3/2020,1000 - 1100,25,61,2962
2/3/2020,1100 - 1200,19,48,2963
2/3/2020,1200 - 1300,11,37,2964
2/3/2020,1300 - 1400,60,164,2965
2/3/2020,1400 - 1500,81,182,2966
2/3/2020,1500 - 1600,70,103,2967
2/3/2020,1600 - 1700,57,134,2968
2/3/2020,1700 - 1800,52,158,2969
2/3/2020,1800 - 1900,56,119,2970
2/3/2020,1900 - 2000,46,110,2971
2/3/2020,2000 - 2100,29,83,2972
2/3/2020,2100 - 2200,21,40,2973
2/4/2020,0000 - 0100,8,20,2976
2/4/2020,0900 - 1000,27,61,2985
2/4/2020,1100 - 1200,28,70,2987
2/4/2020,1200 - 1300,49,94,2988
2/4/2020,1300 - 1400,62,130,2989
2/4/2020,1400 - 1500,38,54,2990
2/4/2020,1500 - 1600,17,30,2991
2/4/2020,1800 - 1900,15,32,2994
2/4/2020,1900 - 2000,31,66,2995
2/4/2020,2000 - 2100,26,67,2996
2/4/2020,2100 - 2200,19,43,2997
2/4/2020,2200 - 2300,10,21,2998
2/4/2020,2300 - 0000,17,34,2999
2/4/2020,0500 - 0600,35,112,2981
2/4/2020,0600 - 0700,55,131,2982
2/4/2020,0700 - 0800,54,121,2983
2/4/2020,0800 - 0900,41,108,2984
2/4/2020,0900 - 1000,29,63,2985
2/4/2020,1000 - 1100,14,38,2986
2/4/2020,1100 - 1200,25,55,2987
2/4/2020,1200 - 1300,21,53,2988
2/4/2020,1300 - 1400,28,89,2989
2/4/2020,1400 - 1500,36,81,2990
2/4/2020,1600 - 1700,10,34,2992
2/4/2020,1700 - 1800,33,82,2993
2/4/2020,1800 - 1900,46,90,2994
2/4/2020,1900 - 2000,46,94,2995
2/4/2020,2000 - 2100,30,65,2996
2/5/2020,0800 - 0900,101,147,3008
2/5/2020,0900 - 1000,32,74,3009
2/5/2020,1100 - 1200,32,74,3011
2/5/2020,1200 - 1300,81,160,3012
2/5/2020,1300 - 1400,74,150,3013
2/5/2020,1400 - 1500,56,104,3014
2/5/2020,1500 - 1600,44,66,3015
2/5/2020,1600 - 1700,35,65,3016
2/5/2020,1700 - 1800,90,204,3017
2/5/2020,1800 - 1900,81,200,3018
2/5/2020,1900 - 2000,90,143,3019
2/5/2020,2000 - 2100,42,83,3020
2/5/2020,2200 - 2300,6,12,3022
2/5/2020,2300 - 0000,11,23,3023
2/5/2020,0500 - 0600,26,67,3005
2/5/2020,0600 - 0700,49,147,3006
2/5/2020,0700 - 0800,53,136,3007
2/5/2020,0800 - 0900,42,122,3008
2/5/2020,0900 - 1000,33,90,3009
2/5/2020,1000 - 1100,36,101,3010
2/5/2020,1100 - 1200,48,76,3011
2/5/2020,1200 - 1300,16,38,3012
2/5/2020,1300 - 1400,21,63,3013
2/5/2020,1400 - 1500,25,75,3014
2/5/2020,1500 - 1600,20,48,3015
2/5/2020,1600 - 1700,27,63,3016
2/5/2020,1700 - 1800,18,24,3017
2/5/2020,1800 - 1900,23,51,3018
2/5/2020,1900 - 2000,20,53,3019
2/5/2020,2000 - 2100,17,30,3020
2/5/2020,2100 - 2200,11,23,3021
2/6/2020,0000 - 0100,13,26,3024
2/6/2020,0900 - 1000,29,59,3033
2/6/2020,1100 - 1200,12,27,3035
2/6/2020,1200 - 1300,72,183,3036
2/6/2020,1300 - 1400,84,181,3037
2/6/2020,1400 - 1500,95,170,3038
2/6/2020,1500 - 1600,57,109,3039
2/6/2020,1700 - 1800,33,65,3041
2/6/2020,1800 - 1900,46,119,3042
2/6/2020,1900 - 2000,78,153,3043
2/6/2020,2000 - 2100,33,75,3044
2/6/2020,2200 - 2300,12,26,3046
2/6/2020,2300 - 0000,6,14,3047
2/6/2020,0500 - 0600,69,167,3029
2/6/2020,0600 - 0700,69,156,3030
2/6/2020,0700 - 0800,70,134,3031
2/6/2020,0800 - 0900,57,125,3032
2/6/2020,0900 - 1000,53,97,3033
2/6/2020,1100 - 1200,22,66,3035
2/6/2020,1200 - 1300,48,71,3036
2/6/2020,1300 - 1400,40,142,3037
2/6/2020,1400 - 1500,64,169,3038
2/6/2020,1500 - 1600,97,194,3039
2/6/2020,1600 - 1700,75,151,3040
2/6/2020,1700 - 1800,53,93,3041
2/6/2020,1800 - 1900,59,108,3042
2/6/2020,1900 - 2000,46,99,3043
2/6/2020,2000 - 2100,36,74,3044
2/6/2020,2100 - 2200,13,24,3045
2/7/2020,0000 - 0100,14,30,3048
2/7/2020,0800 - 0900,36,46,3056
2/7/2020,0900 - 1000,25,44,3057
2/7/2020,1100 - 1200,22,40,3059
2/7/2020,1200 - 1300,54,140,3060
2/7/2020,1300 - 1400,85,168,3061
2/7/2020,1400 - 1500,58,112,3062
2/7/2020,1500 - 1600,41,95,3063
2/7/2020,1600 - 1700,23,40,3064
2/7/2020,1700 - 1800,43,114,3065
2/7/2020,1800 - 1900,51,101,3066
2/7/2020,1900 - 2000,74,94,3067
2/7/2020,2000 - 2100,18,30,3068
2/7/2020,2100 - 2200,14,23,3069
2/7/2020,2300 - 0000,7,15,3071
2/7/2020,0600 - 0700,38,113,3054
2/7/2020,0700 - 0800,29,111,3055
2/7/2020,0800 - 0900,20,55,3056
2/7/2020,0900 - 1000,23,61,3057
2/7/2020,1000 - 1100,16,38,3058
2/7/2020,1100 - 1200,12,30,3059
2/7/2020,1200 - 1300,41,68,3060
2/7/2020,1300 - 1400,26,84,3061
2/7/2020,1400 - 1500,55,132,3062
2/7/2020,1500 - 1600,29,82,3063
2/7/2020,1600 - 1700,43,80,3064
2/7/2020,1700 - 1800,11,21,3065
2/7/2020,1800 - 1900,26,50,3066
2/7/2020,1900 - 2000,49,131,3067
2/7/2020,2000 - 2100,66,122,3068
2/7/2020,2100 - 2200,31,79,3069
2/9/2020,0000 - 0100,10,21,3096
2/9/2020,0900 - 1000,19,46,3105
2/9/2020,1100 - 1200,12,24,3107
2/9/2020,1200 - 1300,41,109,3108
2/9/2020,1300 - 1400,70,115,3109
2/9/2020,1400 - 1500,40,83,3110
2/9/2020,1500 - 1600,24,50,3111
2/9/2020,1600 - 1700,35,62,3112
2/9/2020,1700 - 1800,32,85,3113
2/9/2020,1800 - 1900,69,132,3114
2/9/2020,2000 - 2100,23,58,3116
2/9/2020,2100 - 2200,0,0,3117
2/9/2020,2200 - 2300,8,23,3118
2/9/2020,0500 - 0600,23,103,3101
2/9/2020,0600 - 0700,72,160,3102
2/9/2020,0700 - 0800,63,124,3103
2/9/2020,0800 - 0900,40,106,3104
2/9/2020,0900 - 1000,14,43,3105
2/9/2020,1100 - 1200,8,20,3107
2/9/2020,1200 - 1300,13,33,3108
2/9/2020,1300 - 1400,7,21,3109
2/9/2020,1400 - 1500,37,113,3110
2/9/2020,1500 - 1600,56,121,3111
2/9/2020,1600 - 1700,28,65,3112
2/9/2020,1700 - 1800,19,25,3113
2/9/2020,1800 - 1900,16,46,3114
2/9/2020,1900 - 2000,20,54,3115
2/9/2020,2000 - 2100,33,73,3116
2/9/2020,2100 - 2200,15,22,3117
2/10/2020,0000 - 0100,10,20,3120
