date,hour,Average Wait Time,Max Wait Time,time
11/29/2019,0500 - 0600,9,34,1373
11/29/2019,0600 - 0700,36,109,1374
11/29/2019,0700 - 0800,53,125,1375
11/29/2019,0800 - 0900,47,126,1376
11/29/2019,0900 - 1000,42,105,1377
11/29/2019,1000 - 1100,25,51,1378
11/29/2019,1100 - 1200,25,67,1379
11/29/2019,1200 - 1300,19,59,1380
11/29/2019,1300 - 1400,13,31,1381
11/29/2019,1400 - 1500,30,116,1382
11/29/2019,1500 - 1600,41,99,1383
11/29/2019,1600 - 1700,20,41,1384
11/29/2019,1700 - 1800,24,51,1385
11/29/2019,1800 - 1900,11,28,1386
11/29/2019,1900 - 2000,20,44,1387
11/29/2019,2000 - 2100,21,49,1388
11/29/2019,2100 - 2200,10,17,1389
11/30/2019,0000 - 0100,13,20,1392
11/30/2019,0900 - 1000,26,57,1401
11/30/2019,1000 - 1100,23,55,1402
11/30/2019,1100 - 1200,29,58,1403
11/30/2019,1200 - 1300,21,43,1404
11/30/2019,1300 - 1400,46,99,1405
11/30/2019,1400 - 1500,50,72,1406
11/30/2019,1500 - 1600,30,42,1407
11/30/2019,1700 - 1800,17,33,1409
11/30/2019,1800 - 1900,24,52,1410
11/30/2019,1900 - 2000,14,43,1411
11/30/2019,2000 - 2100,5,11,1412
11/30/2019,2100 - 2200,15,34,1413
11/30/2019,2200 - 2300,16,40,1414
11/30/2019,2300 - 0000,15,36,1415
11/30/2019,0500 - 0600,29,61,1397
11/30/2019,0600 - 0700,27,64,1398
11/30/2019,0800 - 0900,22,71,1400
11/30/2019,0900 - 1000,31,77,1401
11/30/2019,1000 - 1100,19,43,1402
11/30/2019,1100 - 1200,14,27,1403
11/30/2019,1200 - 1300,11,26,1404
11/30/2019,1300 - 1400,14,43,1405
11/30/2019,1400 - 1500,23,60,1406
11/30/2019,1500 - 1600,19,62,1407
11/30/2019,1600 - 1700,21,57,1408
11/30/2019,1700 - 1800,15,28,1409
11/30/2019,1800 - 1900,13,36,1410
11/30/2019,1900 - 2000,11,25,1411
11/30/2019,2000 - 2100,12,29,1412
11/30/2019,2100 - 2200,10,16,1413
11/30/2019,2200 - 2300,0,0,1414
11/30/2019,2300 - 0000,0,0,1415
12/1/2019,0900 - 1000,18,36,1425
12/1/2019,1000 - 1100,16,35,1426
12/1/2019,1100 - 1200,20,53,1427
12/1/2019,1200 - 1300,26,58,1428
12/1/2019,1300 - 1400,33,61,1429
12/1/2019,1400 - 1500,13,36,1430
12/1/2019,1500 - 1600,15,30,1431
12/1/2019,1700 - 1800,23,47,1433
12/1/2019,1800 - 1900,15,41,1434
12/1/2019,1900 - 2000,13,27,1435
12/1/2019,2000 - 2100,9,15,1436
12/1/2019,2100 - 2200,10,25,1437
12/1/2019,2200 - 2300,11,24,1438
12/1/2019,2300 - 0000,9,23,1439
12/1/2019,0600 - 0700,19,60,1422
12/1/2019,0700 - 0800,91,218,1423
12/1/2019,0800 - 0900,36,137,1424
12/1/2019,0900 - 1000,52,157,1425
12/1/2019,1000 - 1100,57,150,1426
12/1/2019,1100 - 1200,44,129,1427
12/1/2019,1200 - 1300,31,89,1428
12/1/2019,1300 - 1400,33,81,1429
12/1/2019,1400 - 1500,33,85,1430
12/1/2019,1500 - 1600,13,34,1431
12/1/2019,1600 - 1700,10,24,1432
12/1/2019,1700 - 1800,16,44,1433
12/1/2019,1800 - 1900,18,43,1434
12/1/2019,1900 - 2000,10,21,1435
12/1/2019,2000 - 2100,21,53,1436
12/1/2019,2200 - 2300,0,0,1438
12/1/2019,2300 - 0000,0,0,1439
12/2/2019,0900 - 1000,34,73,1449
12/2/2019,1000 - 1100,18,26,1450
12/2/2019,1100 - 1200,8,17,1451
12/2/2019,1200 - 1300,26,63,1452
12/2/2019,1400 - 1500,20,46,1454
12/2/2019,1500 - 1600,19,32,1455
12/2/2019,1700 - 1800,20,41,1457
12/2/2019,1800 - 1900,22,43,1458
12/2/2019,1900 - 2000,14,34,1459
12/2/2019,2100 - 2200,11,29,1461
12/2/2019,2200 - 2300,9,19,1462
12/2/2019,2300 - 0000,9,20,1463
12/2/2019,0500 - 0600,8,28,1445
12/2/2019,0600 - 0700,22,82,1446
12/2/2019,0700 - 0800,36,97,1447
12/2/2019,0800 - 0900,36,104,1448
12/2/2019,0900 - 1000,23,91,1449
12/2/2019,1000 - 1100,27,54,1450
12/2/2019,1100 - 1200,23,71,1451
12/2/2019,1200 - 1300,43,63,1452
12/2/2019,1300 - 1400,13,33,1453
12/2/2019,1400 - 1500,24,70,1454
12/2/2019,1500 - 1600,28,92,1455
12/2/2019,1600 - 1700,26,83,1456
12/2/2019,1700 - 1800,40,89,1457
12/2/2019,1800 - 1900,31,124,1458
12/2/2019,1900 - 2000,29,110,1459
12/2/2019,2100 - 2200,10,24,1461
12/2/2019,2200 - 2300,10,20,1462
12/3/2019,0000 - 0100,6,13,1464
12/3/2019,0800 - 0900,57,114,1472
12/3/2019,0900 - 1000,59,132,1473
12/3/2019,1000 - 1100,64,106,1474
12/3/2019,1100 - 1200,28,55,1475
12/3/2019,1200 - 1300,45,96,1476
12/3/2019,1300 - 1400,26,60,1477
12/3/2019,1400 - 1500,20,54,1478
12/3/2019,1500 - 1600,26,48,1479
12/3/2019,1600 - 1700,19,38,1480
12/3/2019,1700 - 1800,24,30,1481
12/3/2019,1800 - 1900,12,29,1482
12/3/2019,1900 - 2000,30,83,1483
12/3/2019,2100 - 2200,19,55,1485
12/3/2019,2300 - 0000,13,27,1487
12/3/2019,0500 - 0600,12,24,1469
12/3/2019,0600 - 0700,24,65,1470
12/3/2019,0700 - 0800,20,46,1471
12/3/2019,0800 - 0900,40,112,1472
12/3/2019,1000 - 1100,21,67,1474
12/3/2019,1100 - 1200,42,98,1475
12/3/2019,1200 - 1300,13,29,1476
12/3/2019,1300 - 1400,25,63,1477
12/3/2019,1400 - 1500,31,75,1478
12/3/2019,1500 - 1600,21,48,1479
12/3/2019,1600 - 1700,20,53,1480
12/3/2019,1800 - 1900,17,38,1482
12/3/2019,1900 - 2000,22,55,1483
12/3/2019,2000 - 2100,26,60,1484
12/4/2019,0800 - 0900,41,71,1496
12/4/2019,0900 - 1000,38,67,1497
12/4/2019,1000 - 1100,30,44,1498
12/4/2019,1100 - 1200,18,38,1499
12/4/2019,1200 - 1300,42,83,1500
12/4/2019,1300 - 1400,56,106,1501
12/4/2019,1400 - 1500,36,72,1502
12/4/2019,1700 - 1800,18,54,1505
12/4/2019,1800 - 1900,35,90,1506
12/4/2019,1900 - 2000,50,88,1507
12/4/2019,2000 - 2100,18,46,1508
12/4/2019,2100 - 2200,19,29,1509
12/4/2019,2200 - 2300,12,29,1510
12/4/2019,2300 - 0000,11,22,1511
12/4/2019,0500 - 0600,35,83,1493
12/4/2019,0600 - 0700,30,73,1494
12/4/2019,0700 - 0800,29,81,1495
12/4/2019,0800 - 0900,35,89,1496
12/4/2019,0900 - 1000,32,93,1497
12/4/2019,1000 - 1100,29,68,1498
12/4/2019,1100 - 1200,35,99,1499
12/4/2019,1200 - 1300,30,89,1500
12/4/2019,1400 - 1500,26,67,1502
12/4/2019,1500 - 1600,12,31,1503
12/4/2019,1600 - 1700,22,62,1504
12/4/2019,1700 - 1800,17,36,1505
12/4/2019,1800 - 1900,13,46,1506
12/4/2019,1900 - 2000,30,80,1507
12/4/2019,2000 - 2100,35,82,1508
12/4/2019,2100 - 2200,19,37,1509
12/5/2019,0000 - 0100,12,26,1512
12/5/2019,0800 - 0900,23,50,1520
12/5/2019,0900 - 1000,32,52,1521
12/5/2019,1000 - 1100,42,84,1522
12/5/2019,1100 - 1200,43,80,1523
12/5/2019,1200 - 1300,47,78,1524
12/5/2019,1300 - 1400,40,77,1525
12/5/2019,1400 - 1500,13,22,1526
12/5/2019,1500 - 1600,28,52,1527
12/5/2019,1600 - 1700,21,41,1528
12/5/2019,1700 - 1800,18,43,1529
12/5/2019,1800 - 1900,21,56,1530
12/5/2019,1900 - 2000,30,73,1531
12/5/2019,2100 - 2200,10,23,1533
12/5/2019,2200 - 2300,9,23,1534
12/5/2019,0500 - 0600,45,120,1517
12/5/2019,0600 - 0700,56,152,1518
12/5/2019,0700 - 0800,52,136,1519
12/5/2019,0800 - 0900,40,125,1520
12/5/2019,0900 - 1000,29,107,1521
12/5/2019,1000 - 1100,17,40,1522
12/5/2019,1100 - 1200,14,34,1523
12/5/2019,1200 - 1300,12,24,1524
12/5/2019,1300 - 1400,18,55,1525
12/5/2019,1400 - 1500,39,98,1526
12/5/2019,1500 - 1600,32,75,1527
12/5/2019,1600 - 1700,34,93,1528
12/5/2019,1700 - 1800,26,63,1529
12/5/2019,1800 - 1900,29,80,1530
12/5/2019,1900 - 2000,39,93,1531
12/5/2019,2000 - 2100,25,71,1532
12/6/2019,0000 - 0100,21,50,1536
12/6/2019,0800 - 0900,36,73,1544
12/6/2019,0900 - 1000,50,81,1545
12/6/2019,1000 - 1100,9,15,1546
12/6/2019,1100 - 1200,17,38,1547
12/6/2019,1200 - 1300,25,55,1548
12/6/2019,1300 - 1400,34,62,1549
12/6/2019,1400 - 1500,28,59,1550
12/6/2019,1500 - 1600,42,65,1551
12/6/2019,1600 - 1700,12,27,1552
12/6/2019,1700 - 1800,49,112,1553
12/6/2019,1800 - 1900,49,132,1554
12/6/2019,1900 - 2000,48,107,1555
12/6/2019,2000 - 2100,27,83,1556
12/6/2019,2100 - 2200,18,30,1557
12/6/2019,2300 - 0000,13,26,1559
12/6/2019,0500 - 0600,37,84,1541
12/6/2019,0600 - 0700,28,74,1542
12/6/2019,0700 - 0800,29,78,1543
12/6/2019,0800 - 0900,29,90,1544
12/6/2019,0900 - 1000,22,53,1545
12/6/2019,1000 - 1100,9,20,1546
12/6/2019,1100 - 1200,22,41,1547
12/6/2019,1200 - 1300,9,23,1548
12/6/2019,1300 - 1400,50,173,1549
12/6/2019,1400 - 1500,54,146,1550
12/6/2019,1500 - 1600,52,132,1551
12/6/2019,1600 - 1700,33,76,1552
12/6/2019,1700 - 1800,14,40,1553
12/6/2019,1800 - 1900,24,57,1554
12/6/2019,1900 - 2000,19,48,1555
12/6/2019,2000 - 2100,37,94,1556
12/6/2019,2100 - 2200,25,60,1557
12/7/2019,0000 - 0100,9,22,1560
12/7/2019,0800 - 0900,75,169,1568
12/7/2019,0900 - 1000,75,201,1569
12/7/2019,1000 - 1100,55,154,1570
12/7/2019,1100 - 1200,61,108,1571
12/7/2019,1200 - 1300,52,103,1572
12/7/2019,1300 - 1400,80,154,1573
12/7/2019,1400 - 1500,45,104,1574
12/7/2019,1500 - 1600,34,71,1575
12/7/2019,1700 - 1800,28,58,1577
12/7/2019,1800 - 1900,29,57,1578
12/7/2019,1900 - 2000,17,38,1579
12/7/2019,2000 - 2100,24,49,1580
12/7/2019,2100 - 2200,14,26,1581
12/7/2019,2300 - 0000,10,23,1583
12/7/2019,0500 - 0600,41,82,1565
12/7/2019,0600 - 0700,55,190,1566
12/7/2019,0700 - 0800,61,195,1567
12/7/2019,0800 - 0900,71,205,1568
12/7/2019,0900 - 1000,70,186,1569
12/7/2019,1000 - 1100,37,121,1570
12/7/2019,1100 - 1200,38,116,1571
12/7/2019,1300 - 1400,23,106,1573
12/7/2019,1400 - 1500,48,136,1574
12/7/2019,1500 - 1600,72,164,1575
12/7/2019,1600 - 1700,43,148,1576
12/7/2019,1700 - 1800,45,141,1577
12/7/2019,1800 - 1900,37,147,1578
12/7/2019,1900 - 2000,57,141,1579
12/7/2019,2000 - 2100,67,122,1580
12/7/2019,2100 - 2200,15,27,1581
12/8/2019,0000 - 0100,31,41,1584
12/8/2019,0800 - 0900,39,87,1592
12/8/2019,0900 - 1000,42,70,1593
12/8/2019,1000 - 1100,11,19,1594
12/8/2019,1100 - 1200,21,107,1595
12/8/2019,1200 - 1300,57,143,1596
12/8/2019,1300 - 1400,53,128,1597
12/8/2019,1400 - 1500,33,64,1598
12/8/2019,1600 - 1700,28,53,1600
12/8/2019,1700 - 1800,34,97,1601
12/8/2019,1800 - 1900,48,107,1602
12/8/2019,1900 - 2000,36,87,1603
12/8/2019,2000 - 2100,13,40,1604
12/8/2019,2100 - 2200,7,18,1605
12/8/2019,2300 - 0000,6,12,1607
12/8/2019,0500 - 0600,24,85,1589
12/8/2019,0600 - 0700,43,151,1590
12/8/2019,0700 - 0800,48,155,1591
12/8/2019,0800 - 0900,44,137,1592
12/8/2019,0900 - 1000,69,143,1593
12/8/2019,1000 - 1100,21,50,1594
12/8/2019,1100 - 1200,28,77,1595
12/8/2019,1200 - 1300,32,97,1596
12/8/2019,1300 - 1400,50,130,1597
12/8/2019,1400 - 1500,68,158,1598
12/8/2019,1500 - 1600,53,111,1599
12/8/2019,1600 - 1700,44,85,1600
12/8/2019,1700 - 1800,16,57,1601
12/8/2019,1800 - 1900,27,61,1602
12/8/2019,1900 - 2000,24,78,1603
12/8/2019,2000 - 2100,33,96,1604
12/8/2019,2100 - 2200,19,29,1605
12/9/2019,0000 - 0100,10,19,1608
12/9/2019,0900 - 1000,41,90,1617
12/9/2019,1000 - 1100,14,23,1618
12/9/2019,1100 - 1200,11,29,1619
12/9/2019,1200 - 1300,45,101,1620
12/9/2019,1300 - 1400,36,87,1621
12/9/2019,1400 - 1500,19,57,1622
12/9/2019,1500 - 1600,31,52,1623
12/9/2019,1700 - 1800,34,78,1625
12/9/2019,1800 - 1900,47,107,1626
12/9/2019,1900 - 2000,28,90,1627
12/9/2019,2000 - 2100,17,33,1628
12/9/2019,2100 - 2200,13,23,1629
12/9/2019,2300 - 0000,8,22,1631
12/9/2019,0500 - 0600,26,133,1613
12/9/2019,0600 - 0700,65,171,1614
12/9/2019,0700 - 0800,56,137,1615
12/9/2019,0800 - 0900,60,126,1616
12/9/2019,1000 - 1100,22,56,1618
12/9/2019,1100 - 1200,22,64,1619
12/9/2019,1200 - 1300,30,127,1620
12/9/2019,1300 - 1400,50,133,1621
12/9/2019,1400 - 1500,37,126,1622
12/9/2019,1500 - 1600,52,122,1623
12/9/2019,1600 - 1700,41,98,1624
12/9/2019,1700 - 1800,20,59,1625
12/9/2019,1800 - 1900,24,49,1626
12/9/2019,1900 - 2000,11,40,1627
12/9/2019,2000 - 2100,13,26,1628
12/10/2019,0000 - 0100,14,31,1632
12/10/2019,0800 - 0900,70,123,1640
12/10/2019,0900 - 1000,53,120,1641
12/10/2019,1000 - 1100,78,126,1642
12/10/2019,1100 - 1200,27,54,1643
12/10/2019,1200 - 1300,25,63,1644
12/10/2019,1300 - 1400,59,125,1645
12/10/2019,1400 - 1500,44,91,1646
12/10/2019,1500 - 1600,17,45,1647
12/10/2019,1600 - 1700,17,34,1648
12/10/2019,1700 - 1800,27,58,1649
12/10/2019,1800 - 1900,23,70,1650
12/10/2019,1900 - 2000,31,58,1651
12/10/2019,2000 - 2100,19,45,1652
12/10/2019,2100 - 2200,12,25,1653
12/10/2019,2300 - 0000,13,26,1655
12/10/2019,0500 - 0600,26,98,1637
12/10/2019,0600 - 0700,43,128,1638
12/10/2019,0700 - 0800,43,118,1639
12/10/2019,0800 - 0900,39,121,1640
12/10/2019,0900 - 1000,24,71,1641
12/10/2019,1000 - 1100,17,45,1642
12/10/2019,1100 - 1200,29,76,1643
12/10/2019,1200 - 1300,14,38,1644
12/10/2019,1300 - 1400,12,34,1645
12/10/2019,1400 - 1500,23,61,1646
12/10/2019,1500 - 1600,10,27,1647
12/10/2019,1600 - 1700,14,37,1648
12/10/2019,1700 - 1800,29,76,1649
12/10/2019,1900 - 2000,18,35,1651
12/10/2019,2000 - 2100,23,89,1652
12/10/2019,2100 - 2200,26,70,1653
12/11/2019,0800 - 0900,51,69,1664
12/11/2019,0900 - 1000,20,50,1665
12/11/2019,1000 - 1100,32,59,1666
12/11/2019,1100 - 1200,15,23,1667
12/11/2019,1200 - 1300,34,72,1668
12/11/2019,1300 - 1400,32,56,1669
12/11/2019,1400 - 1500,25,50,1670
12/11/2019,1700 - 1800,41,104,1673
12/11/2019,1800 - 1900,44,102,1674
12/11/2019,1900 - 2000,37,85,1675
12/11/2019,2000 - 2100,14,26,1676
12/11/2019,2100 - 2200,16,40,1677
12/11/2019,2300 - 0000,18,44,1679
12/11/2019,0500 - 0600,7,33,1661
12/11/2019,0600 - 0700,40,104,1662
12/11/2019,0700 - 0800,27,76,1663
12/11/2019,0800 - 0900,22,65,1664
12/11/2019,0900 - 1000,24,61,1665
12/11/2019,1000 - 1100,24,74,1666
12/11/2019,1100 - 1200,39,106,1667
12/11/2019,1200 - 1300,22,55,1668
12/11/2019,1300 - 1400,20,57,1669
12/11/2019,1400 - 1500,32,82,1670
12/11/2019,1500 - 1600,15,31,1671
12/11/2019,1600 - 1700,30,80,1672
12/11/2019,1700 - 1800,15,43,1673
12/11/2019,1800 - 1900,6,15,1674
12/11/2019,1900 - 2000,20,56,1675
12/11/2019,2000 - 2100,21,37,1676
12/11/2019,2100 - 2200,14,21,1677
12/12/2019,0000 - 0100,19,45,1680
12/12/2019,0800 - 0900,69,126,1688
12/12/2019,0900 - 1000,57,109,1689
12/12/2019,1000 - 1100,20,27,1690
12/12/2019,1100 - 1200,56,111,1691
12/12/2019,1200 - 1300,56,99,1692
12/12/2019,1300 - 1400,65,131,1693
12/12/2019,1400 - 1500,52,110,1694
12/12/2019,1500 - 1600,41,63,1695
12/12/2019,1700 - 1800,24,68,1697
12/12/2019,1800 - 1900,66,173,1698
12/12/2019,1900 - 2000,41,136,1699
12/12/2019,2000 - 2100,29,75,1700
12/12/2019,2100 - 2200,24,43,1701
12/12/2019,2300 - 0000,11,24,1703
12/12/2019,0500 - 0600,45,150,1685
12/12/2019,0600 - 0700,44,150,1686
12/12/2019,0700 - 0800,59,167,1687
12/12/2019,0800 - 0900,64,162,1688
12/12/2019,0900 - 1000,65,147,1689
12/12/2019,1000 - 1100,17,85,1690
12/12/2019,1100 - 1200,31,83,1691
12/12/2019,1200 - 1300,19,51,1692
12/12/2019,1300 - 1400,18,52,1693
12/12/2019,1400 - 1500,48,135,1694
12/12/2019,1500 - 1600,38,126,1695
12/12/2019,1600 - 1700,48,138,1696
12/12/2019,1700 - 1800,32,106,1697
12/12/2019,1800 - 1900,20,21,1698
12/12/2019,1900 - 2000,26,64,1699
12/12/2019,2000 - 2100,22,49,1700
12/13/2019,0000 - 0100,12,26,1704
12/13/2019,0800 - 0900,34,67,1712
12/13/2019,0900 - 1000,23,39,1713
12/13/2019,1000 - 1100,11,26,1714
12/13/2019,1100 - 1200,19,26,1715
12/13/2019,1200 - 1300,35,74,1716
12/13/2019,1300 - 1400,52,90,1717
12/13/2019,1400 - 1500,18,27,1718
12/13/2019,1500 - 1600,14,27,1719
12/13/2019,1600 - 1700,19,34,1720
12/13/2019,1700 - 1800,43,154,1721
12/13/2019,1800 - 1900,50,132,1722
12/13/2019,1900 - 2000,45,103,1723
12/13/2019,2000 - 2100,27,61,1724
12/13/2019,2100 - 2200,12,23,1725
12/13/2019,2300 - 0000,13,32,1727
12/13/2019,0500 - 0600,31,104,1709
12/13/2019,0600 - 0700,42,109,1710
12/13/2019,0700 - 0800,55,129,1711
12/13/2019,0800 - 0900,33,108,1712
12/13/2019,0900 - 1000,23,46,1713
12/13/2019,1000 - 1100,10,18,1714
12/13/2019,1100 - 1200,15,48,1715
12/13/2019,1200 - 1300,17,47,1716
12/13/2019,1300 - 1400,17,80,1717
12/13/2019,1400 - 1500,33,111,1718
12/13/2019,1500 - 1600,37,115,1719
12/13/2019,1600 - 1700,46,100,1720
12/13/2019,1700 - 1800,18,47,1721
12/13/2019,1800 - 1900,21,52,1722
12/13/2019,1900 - 2000,23,55,1723
12/13/2019,2000 - 2100,21,61,1724
12/13/2019,2100 - 2200,15,37,1725
12/14/2019,0900 - 1000,38,86,1737
12/14/2019,1000 - 1100,62,123,1738
12/14/2019,1100 - 1200,79,122,1739
12/14/2019,1200 - 1300,55,89,1740
12/14/2019,1300 - 1400,68,107,1741
12/14/2019,1400 - 1500,29,46,1742
12/14/2019,1700 - 1800,20,33,1745
12/14/2019,1800 - 1900,39,99,1746
12/14/2019,1900 - 2000,50,92,1747
12/14/2019,2000 - 2100,20,39,1748
12/14/2019,2200 - 2300,11,25,1750
12/14/2019,2300 - 0000,14,38,1751
12/14/2019,0500 - 0600,23,66,1733
12/14/2019,0600 - 0700,36,91,1734
12/14/2019,0700 - 0800,32,110,1735
12/14/2019,0800 - 0900,44,136,1736
12/14/2019,0900 - 1000,43,123,1737
12/14/2019,1000 - 1100,21,47,1738
12/14/2019,1100 - 1200,20,40,1739
12/14/2019,1200 - 1300,19,61,1740
12/14/2019,1300 - 1400,24,85,1741
12/14/2019,1400 - 1500,34,87,1742
12/14/2019,1500 - 1600,31,61,1743
12/14/2019,1600 - 1700,36,90,1744
12/14/2019,1700 - 1800,17,62,1745
12/14/2019,1800 - 1900,15,44,1746
12/14/2019,1900 - 2000,23,58,1747
12/14/2019,2000 - 2100,9,19,1748
12/14/2019,2100 - 2200,10,18,1749
12/15/2019,0000 - 0100,14,27,1752
12/15/2019,0900 - 1000,37,80,1761
12/15/2019,1000 - 1100,23,41,1762
12/15/2019,1100 - 1200,20,37,1763
12/15/2019,1200 - 1300,43,107,1764
12/15/2019,1300 - 1400,30,82,1765
12/15/2019,1400 - 1500,25,40,1766
12/15/2019,1600 - 1700,25,48,1768
12/15/2019,1700 - 1800,20,47,1769
12/15/2019,1800 - 1900,47,106,1770
12/15/2019,1900 - 2000,22,74,1771
12/15/2019,2000 - 2100,25,63,1772
12/15/2019,2200 - 2300,8,19,1774
12/15/2019,2300 - 0000,8,23,1775
12/15/2019,0500 - 0600,46,106,1757
12/15/2019,0600 - 0700,41,156,1758
12/15/2019,0700 - 0800,43,116,1759
12/15/2019,0800 - 0900,40,120,1760
12/15/2019,0900 - 1000,48,124,1761
12/15/2019,1000 - 1100,13,38,1762
12/15/2019,1100 - 1200,47,138,1763
12/15/2019,1200 - 1300,42,129,1764
12/15/2019,1300 - 1400,47,105,1765
12/15/2019,1400 - 1500,47,107,1766
12/15/2019,1500 - 1600,13,27,1767
12/15/2019,1600 - 1700,24,55,1768
12/15/2019,1700 - 1800,12,33,1769
12/15/2019,1800 - 1900,17,34,1770
12/15/2019,1900 - 2000,30,93,1771
12/15/2019,2000 - 2100,40,99,1772
12/15/2019,2100 - 2200,22,35,1773
12/16/2019,0000 - 0100,9,21,1776
12/16/2019,0800 - 0900,45,75,1784
12/16/2019,0900 - 1000,30,63,1785
12/16/2019,1000 - 1100,16,26,1786
12/16/2019,1200 - 1300,28,63,1788
12/16/2019,1300 - 1400,52,97,1789
12/16/2019,1400 - 1500,39,73,1790
12/16/2019,1500 - 1600,21,39,1791
12/16/2019,1600 - 1700,21,42,1792
12/16/2019,1700 - 1800,28,63,1793
12/16/2019,1800 - 1900,24,48,1794
12/16/2019,1900 - 2000,18,42,1795
12/16/2019,2100 - 2200,18,42,1797
12/16/2019,2300 - 0000,10,28,1799
12/16/2019,0500 - 0600,39,124,1781
12/16/2019,0600 - 0700,51,122,1782
12/16/2019,0700 - 0800,52,161,1783
12/16/2019,0800 - 0900,58,166,1784
12/16/2019,0900 - 1000,55,137,1785
12/16/2019,1000 - 1100,56,147,1786
12/16/2019,1100 - 1200,41,119,1787
12/16/2019,1200 - 1300,30,84,1788
12/16/2019,1300 - 1400,19,48,1789
12/16/2019,1400 - 1500,35,134,1790
12/16/2019,1500 - 1600,40,136,1791
12/16/2019,1600 - 1700,44,132,1792
12/16/2019,1700 - 1800,27,112,1793
12/16/2019,1800 - 1900,33,97,1794
12/16/2019,1900 - 2000,42,113,1795
12/16/2019,2000 - 2100,44,91,1796
12/16/2019,2100 - 2200,27,43,1797
12/17/2019,0100 - 0200,7,16,1801
12/17/2019,0800 - 0900,57,113,1808
12/17/2019,0900 - 1000,66,133,1809
12/17/2019,1000 - 1100,72,130,1810
12/17/2019,1100 - 1200,77,157,1811
12/17/2019,1200 - 1300,69,146,1812
12/17/2019,1300 - 1400,86,163,1813
12/17/2019,1400 - 1500,62,113,1814
12/17/2019,1500 - 1600,42,60,1815
12/17/2019,1600 - 1700,25,41,1816
12/17/2019,1700 - 1800,14,23,1817
12/17/2019,1800 - 1900,14,30,1818
12/17/2019,1900 - 2000,34,77,1819
12/17/2019,2100 - 2200,20,49,1821
12/17/2019,2200 - 2300,16,38,1822
12/17/2019,2300 - 0000,14,29,1823
12/17/2019,0500 - 0600,31,63,1805
12/17/2019,0600 - 0700,23,76,1806
12/17/2019,0700 - 0800,42,106,1807
12/17/2019,0800 - 0900,46,130,1808
12/17/2019,0900 - 1000,34,93,1809
12/17/2019,1000 - 1100,36,110,1810
12/17/2019,1100 - 1200,33,110,1811
12/17/2019,1300 - 1400,19,66,1813
12/17/2019,1400 - 1500,54,157,1814
12/17/2019,1500 - 1600,75,159,1815
12/17/2019,1600 - 1700,42,105,1816
12/17/2019,1800 - 1900,14,33,1818
12/17/2019,1900 - 2000,44,109,1819
12/17/2019,2000 - 2100,41,102,1820
12/17/2019,2100 - 2200,23,43,1821
12/18/2019,0000 - 0100,11,20,1824
12/18/2019,0900 - 1000,37,76,1833
12/18/2019,1000 - 1100,12,20,1834
12/18/2019,1100 - 1200,41,71,1835
12/18/2019,1200 - 1300,51,125,1836
12/18/2019,1300 - 1400,80,130,1837
12/18/2019,1400 - 1500,84,129,1838
12/18/2019,1500 - 1600,28,51,1839
12/18/2019,1600 - 1700,22,44,1840
12/18/2019,1700 - 1800,36,109,1841
12/18/2019,1800 - 1900,39,109,1842
12/18/2019,1900 - 2000,40,94,1843
12/18/2019,2000 - 2100,22,59,1844
12/18/2019,2200 - 2300,10,23,1846
12/18/2019,0500 - 0600,45,103,1829
12/18/2019,0600 - 0700,60,185,1830
12/18/2019,0700 - 0800,70,168,1831
12/18/2019,0800 - 0900,63,227,1832
12/18/2019,0900 - 1000,60,177,1833
12/18/2019,1000 - 1100,93,228,1834
12/18/2019,1100 - 1200,50,208,1835
12/18/2019,1200 - 1300,55,191,1836
12/18/2019,1300 - 1400,65,186,1837
12/18/2019,1400 - 1500,54,154,1838
12/18/2019,1500 - 1600,50,116,1839
12/18/2019,1600 - 1700,37,96,1840
12/18/2019,1700 - 1800,14,36,1841
12/18/2019,1800 - 1900,20,58,1842
12/18/2019,1900 - 2000,21,61,1843
12/18/2019,2000 - 2100,26,55,1844
12/18/2019,2100 - 2200,21,56,1845
12/19/2019,0000 - 0100,11,29,1848
12/19/2019,0900 - 1000,54,114,1857
12/19/2019,1000 - 1100,89,145,1858
12/19/2019,1100 - 1200,62,115,1859
12/19/2019,1200 - 1300,99,169,1860
12/19/2019,1300 - 1400,79,159,1861
12/19/2019,1400 - 1500,51,120,1862
12/19/2019,1500 - 1600,27,43,1863
12/19/2019,1600 - 1700,27,52,1864
12/19/2019,1700 - 1800,49,129,1865
12/19/2019,1800 - 1900,55,135,1866
12/19/2019,1900 - 2000,37,103,1867
12/19/2019,2000 - 2100,32,88,1868
12/19/2019,2100 - 2200,27,44,1869
12/19/2019,2300 - 0000,16,58,1871
12/19/2019,0500 - 0600,64,203,1853
12/19/2019,0600 - 0700,69,205,1854
12/19/2019,0700 - 0800,59,161,1855
12/19/2019,0800 - 0900,64,152,1856
12/19/2019,0900 - 1000,53,133,1857
12/19/2019,1000 - 1100,16,49,1858
12/19/2019,1100 - 1200,28,90,1859
12/19/2019,1200 - 1300,22,63,1860
12/19/2019,1300 - 1400,32,128,1861
12/19/2019,1400 - 1500,73,182,1862
12/19/2019,1500 - 1600,77,170,1863
12/19/2019,1600 - 1700,52,134,1864
12/19/2019,1700 - 1800,32,99,1865
12/19/2019,1800 - 1900,44,103,1866
12/19/2019,1900 - 2000,39,103,1867
12/19/2019,2000 - 2100,32,76,1868
