date,hour,Average Wait Time,Max WaitTime
1/18/2020,1500 - 1600,38,82
1/18/2020,1600 - 1700,30,64
1/18/2020,1700 - 1800,16,25
1/18/2020,1800 - 1900,42,90
1/18/2020,1900 - 2000,46,70
1/18/2020,2000 - 2100,16,36
1/18/2020,2200 - 2300,13,34
1/18/2020,2300 - 0000,14,35
1/18/2020,0600 - 0700,23,63
1/18/2020,0700 - 0800,15,31
1/18/2020,0800 - 0900,48,125
1/18/2020,0900 - 1000,35,81
1/18/2020,1000 - 1100,42,76
1/18/2020,1100 - 1200,38,105
1/18/2020,1200 - 1300,40,102
1/18/2020,1300 - 1400,31,71
1/18/2020,1400 - 1500,41,111
1/18/2020,1500 - 1600,51,132
1/18/2020,1600 - 1700,40,100
1/18/2020,1800 - 1900,35,109
1/18/2020,1900 - 2000,31,89
1/18/2020,2000 - 2100,31,59
1/18/2020,2100 - 2200,12,25
1/18/2020,2200 - 2300,0,0
1/18/2020,2300 - 0000,0,0
1/19/2020,0000 - 0100,15,32
1/19/2020,0800 - 0900,55,79
1/19/2020,0900 - 1000,30,52
1/19/2020,1000 - 1100,18,29
1/19/2020,1100 - 1200,44,88
1/19/2020,1200 - 1300,69,153
1/19/2020,1300 - 1400,77,149
1/19/2020,1400 - 1500,93,168
1/19/2020,1500 - 1600,65,130
1/19/2020,1700 - 1800,53,143
1/19/2020,1800 - 1900,83,149
1/19/2020,1900 - 2000,63,131
1/19/2020,2000 - 2100,30,66
1/19/2020,2200 - 2300,11,26
1/19/2020,0500 - 0600,34,54
1/19/2020,0600 - 0700,37,103
1/19/2020,0700 - 0800,46,98
1/19/2020,0800 - 0900,61,152
1/19/2020,0900 - 1000,64,157
1/19/2020,1000 - 1100,74,164
1/19/2020,1100 - 1200,107,198
1/19/2020,1200 - 1300,121,191
1/19/2020,1300 - 1400,62,150
1/19/2020,1400 - 1500,46,133
1/19/2020,1500 - 1600,48,125
1/19/2020,1600 - 1700,43,84
1/19/2020,1700 - 1800,24,36
1/19/2020,1800 - 1900,18,43
1/19/2020,1900 - 2000,24,62
1/19/2020,2000 - 2100,37,79
1/20/2020,0000 - 0100,12,22
1/20/2020,0800 - 0900,51,98
1/20/2020,0900 - 1000,67,122
1/20/2020,1000 - 1100,25,66
1/20/2020,1100 - 1200,29,61
1/20/2020,1200 - 1300,20,39
1/20/2020,1300 - 1400,31,74
1/20/2020,1400 - 1500,35,86
1/20/2020,1500 - 1600,33,49
1/20/2020,1700 - 1800,32,63
1/20/2020,1800 - 1900,51,114
1/20/2020,1900 - 2000,52,81
1/20/2020,2000 - 2100,19,48
1/20/2020,2200 - 2300,7,14
1/20/2020,0500 - 0600,37,89
1/20/2020,0600 - 0700,47,114
1/20/2020,0700 - 0800,47,115
1/20/2020,0800 - 0900,59,121
1/20/2020,0900 - 1000,68,115
1/20/2020,1000 - 1100,35,82
1/20/2020,1100 - 1200,16,31
1/20/2020,1200 - 1300,33,77
1/20/2020,1300 - 1400,11,26
1/20/2020,1400 - 1500,30,94
1/20/2020,1500 - 1600,28,67
1/20/2020,1600 - 1700,15,37
1/20/2020,1700 - 1800,35,134
1/20/2020,1800 - 1900,67,151
1/20/2020,1900 - 2000,44,102
1/20/2020,2000 - 2100,36,74
1/20/2020,2100 - 2200,20,27
1/21/2020,0000 - 0100,14,26
1/21/2020,0800 - 0900,70,145
1/21/2020,0900 - 1000,100,200
1/21/2020,1100 - 1200,79,139
1/21/2020,1200 - 1300,54,97
1/21/2020,1300 - 1400,78,135
1/21/2020,1400 - 1500,60,112
1/21/2020,1500 - 1600,39,77
1/21/2020,1600 - 1700,30,53
1/21/2020,1800 - 1900,46,104
1/21/2020,1900 - 2000,37,60
1/21/2020,2000 - 2100,19,54
1/21/2020,2100 - 2200,8,19
1/21/2020,2300 - 0000,7,20
1/21/2020,0500 - 0600,31,72
1/21/2020,0600 - 0700,52,111
1/21/2020,0700 - 0800,61,132
1/21/2020,0800 - 0900,74,193
1/21/2020,0900 - 1000,104,193
1/21/2020,1000 - 1100,106,201
1/21/2020,1100 - 1200,70,163
1/21/2020,1200 - 1300,58,183
1/21/2020,1300 - 1400,74,152
1/21/2020,1400 - 1500,60,138
1/21/2020,1500 - 1600,73,129
1/21/2020,1600 - 1700,22,44
1/21/2020,1700 - 1800,19,56
1/21/2020,1800 - 1900,26,50
1/21/2020,1900 - 2000,21,53
1/21/2020,2000 - 2100,23,51
1/21/2020,2100 - 2200,14,20
1/22/2020,0000 - 0100,16,35
1/22/2020,0800 - 0900,40,66
1/22/2020,0900 - 1000,46,121
1/22/2020,1000 - 1100,42,79
1/22/2020,1100 - 1200,59,96
1/22/2020,1200 - 1300,56,115
1/22/2020,1300 - 1400,99,202
1/22/2020,1400 - 1500,91,172
1/22/2020,1500 - 1600,67,136
1/22/2020,1600 - 1700,38,54
1/22/2020,1700 - 1800,41,92
1/22/2020,1800 - 1900,72,106
1/22/2020,1900 - 2000,51,90
1/22/2020,2000 - 2100,19,44
1/22/2020,2200 - 2300,9,21
1/22/2020,2300 - 0000,9,20
1/22/2020,0500 - 0600,37,91
1/22/2020,0600 - 0700,36,75
1/22/2020,0700 - 0800,45,137
1/22/2020,0800 - 0900,57,120
1/22/2020,0900 - 1000,36,77
1/22/2020,1000 - 1100,29,85
1/22/2020,1100 - 1200,31,66
1/22/2020,1200 - 1300,15,41
1/22/2020,1300 - 1400,16,40
1/22/2020,1400 - 1500,40,101
1/22/2020,1500 - 1600,35,78
1/22/2020,1600 - 1700,16,31
1/22/2020,1700 - 1800,24,73
1/22/2020,1800 - 1900,26,54
1/22/2020,1900 - 2000,26,73
1/22/2020,2100 - 2200,18,28
1/23/2020,0000 - 0100,14,27
1/23/2020,0800 - 0900,52,100
1/23/2020,0900 - 1000,62,139
1/23/2020,1000 - 1100,43,83
1/23/2020,1100 - 1200,33,88
1/23/2020,1200 - 1300,30,70
1/23/2020,1300 - 1400,41,96
1/23/2020,1400 - 1500,26,58
1/23/2020,1500 - 1600,23,41
1/23/2020,1600 - 1700,28,54
1/23/2020,1800 - 1900,53,97
1/23/2020,1900 - 2000,64,97
1/23/2020,2000 - 2100,24,73
1/23/2020,2100 - 2200,12,22
1/23/2020,2200 - 2300,10,20
1/23/2020,0500 - 0600,57,129
1/23/2020,0600 - 0700,78,178
1/23/2020,0700 - 0800,58,143
1/23/2020,0800 - 0900,50,136
1/23/2020,0900 - 1000,36,108
1/23/2020,1000 - 1100,45,114
1/23/2020,1100 - 1200,41,115
1/23/2020,1200 - 1300,34,96
1/23/2020,1300 - 1400,43,118
1/23/2020,1400 - 1500,68,188
1/23/2020,1500 - 1600,62,149
1/23/2020,1600 - 1700,50,124
1/23/2020,1700 - 1800,55,120
1/23/2020,1800 - 1900,62,189
1/23/2020,1900 - 2000,69,179
1/23/2020,2000 - 2100,55,103
1/24/2020,0000 - 0100,28,42
1/24/2020,0900 - 1000,52,118
1/24/2020,1000 - 1100,38,74
1/24/2020,1100 - 1200,27,37
1/24/2020,1200 - 1300,62,145
1/24/2020,1300 - 1400,85,145
1/24/2020,1500 - 1600,53,72
1/24/2020,1700 - 1800,31,60
1/24/2020,1800 - 1900,54,96
1/24/2020,1900 - 2000,48,75
1/24/2020,2000 - 2100,20,50
1/24/2020,2100 - 2200,8,22
1/24/2020,2200 - 2300,10,21
1/24/2020,0500 - 0600,34,83
1/24/2020,0600 - 0700,61,146
1/24/2020,0700 - 0800,52,131
1/24/2020,0800 - 0900,54,131
1/24/2020,0900 - 1000,57,112
1/24/2020,1000 - 1100,22,68
1/24/2020,1100 - 1200,19,61
1/24/2020,1200 - 1300,20,54
1/24/2020,1300 - 1400,23,111
1/24/2020,1400 - 1500,51,104
1/24/2020,1500 - 1600,43,90
1/24/2020,1600 - 1700,23,57
1/24/2020,1700 - 1800,29,55
1/24/2020,1800 - 1900,21,90
1/24/2020,1900 - 2000,63,138
1/24/2020,2000 - 2100,69,143
1/25/2020,0000 - 0100,29,40
1/25/2020,0900 - 1000,49,98
1/25/2020,1000 - 1100,40,66
1/25/2020,1200 - 1300,41,99
1/25/2020,1300 - 1400,45,86
1/25/2020,1400 - 1500,52,102
1/25/2020,1600 - 1700,24,41
1/25/2020,1700 - 1800,7,16
1/25/2020,1800 - 1900,39,97
1/25/2020,1900 - 2000,56,100
1/25/2020,2000 - 2100,22,32
1/25/2020,2100 - 2200,25,63
1/25/2020,2200 - 2300,10,24
1/25/2020,0500 - 0600,31,74
1/25/2020,0600 - 0700,60,163
1/25/2020,0700 - 0800,62,131
1/25/2020,0800 - 0900,59,132
1/25/2020,0900 - 1000,43,98
1/25/2020,1000 - 1100,23,68
1/25/2020,1100 - 1200,23,51
1/25/2020,1200 - 1300,17,57
1/25/2020,1300 - 1400,25,62
1/25/2020,1400 - 1500,38,101
1/25/2020,1500 - 1600,40,84
1/25/2020,1600 - 1700,37,95
1/25/2020,1700 - 1800,28,47
1/25/2020,1800 - 1900,23,49
1/25/2020,1900 - 2000,28,73
1/25/2020,2000 - 2100,14,29
1/25/2020,2100 - 2200,14,26
1/26/2020,0000 - 0100,13,27
1/26/2020,0900 - 1000,51,89
1/26/2020,1100 - 1200,21,39
1/26/2020,1200 - 1300,49,132
1/26/2020,1300 - 1400,72,133
1/26/2020,1400 - 1500,60,100
1/26/2020,1700 - 1800,60,154
1/26/2020,1800 - 1900,94,174
1/26/2020,1900 - 2000,29,32
1/26/2020,2000 - 2100,57,111
1/26/2020,2200 - 2300,20,52
1/26/2020,0500 - 0600,29,82
1/26/2020,0600 - 0700,55,145
1/26/2020,0700 - 0800,61,152
1/26/2020,0800 - 0900,60,140
1/26/2020,0900 - 1000,78,170
1/26/2020,1100 - 1200,58,139
1/26/2020,1200 - 1300,70,184
1/26/2020,1300 - 1400,58,163
1/26/2020,1400 - 1500,76,186
1/26/2020,1500 - 1600,11,42
1/26/2020,1600 - 1700,45,115
1/26/2020,1700 - 1800,16,25
1/26/2020,1800 - 1900,39,117
1/26/2020,1900 - 2000,51,133
1/26/2020,2000 - 2100,53,102
1/27/2020,0000 - 0100,8,21
1/27/2020,0900 - 1000,35,70
1/27/2020,1000 - 1100,40,72
1/27/2020,1100 - 1200,31,72
1/27/2020,1200 - 1300,49,105
1/27/2020,1300 - 1400,86,183
1/27/2020,1500 - 1600,68,130
1/27/2020,1600 - 1700,43,75
1/27/2020,1700 - 1800,33,78
1/27/2020,1800 - 1900,56,110
1/27/2020,2000 - 2100,18,25
1/27/2020,2200 - 2300,12,29
1/27/2020,0500 - 0600,40,119
1/27/2020,0600 - 0700,71,167
1/27/2020,0700 - 0800,73,161
1/27/2020,0800 - 0900,64,145
1/27/2020,0900 - 1000,55,137
1/27/2020,1000 - 1100,32,100
1/27/2020,1100 - 1200,46,106
1/27/2020,1200 - 1300,31,86
1/27/2020,1300 - 1400,13,25
1/27/2020,1400 - 1500,39,123
1/27/2020,1500 - 1600,56,135
1/27/2020,1600 - 1700,41,98
1/27/2020,1700 - 1800,24,60
1/27/2020,1800 - 1900,38,92
1/27/2020,1900 - 2000,37,90
1/27/2020,2000 - 2100,7,17
1/27/2020,2100 - 2200,12,18
1/28/2020,0000 - 0100,35,50
1/28/2020,0900 - 1000,69,144
1/28/2020,1000 - 1100,77,133
1/28/2020,1200 - 1300,47,118
1/28/2020,1300 - 1400,41,68
1/28/2020,1400 - 1500,30,74
1/28/2020,1500 - 1600,39,70
1/28/2020,1700 - 1800,26,50
1/28/2020,1800 - 1900,19,52
1/28/2020,1900 - 2000,39,54
1/28/2020,2000 - 2100,23,41
1/28/2020,2200 - 2300,8,18
1/28/2020,0500 - 0600,13,56
1/28/2020,0600 - 0700,60,127
1/28/2020,0700 - 0800,49,119
1/28/2020,0800 - 0900,45,107
1/28/2020,0900 - 1000,29,84
1/28/2020,1000 - 1100,14,31
1/28/2020,1100 - 1200,47,155
1/28/2020,1200 - 1300,39,96
1/28/2020,1300 - 1400,36,85
1/28/2020,1400 - 1500,38,83
1/28/2020,1500 - 1600,23,63
1/28/2020,1600 - 1700,26,71
1/28/2020,1700 - 1800,23,100
1/28/2020,1800 - 1900,49,120
1/28/2020,2000 - 2100,27,81
1/29/2020,0100 - 0200,13,27
1/29/2020,0900 - 1000,66,159
1/29/2020,1000 - 1100,92,155
1/29/2020,1100 - 1200,57,105
1/29/2020,1200 - 1300,75,180
1/29/2020,1300 - 1400,87,172
1/29/2020,1400 - 1500,72,151
1/29/2020,1500 - 1600,51,84
1/29/2020,1600 - 1700,26,58
1/29/2020,1700 - 1800,29,62
1/29/2020,1800 - 1900,59,123
1/29/2020,1900 - 2000,43,78
1/29/2020,2000 - 2100,20,49
1/29/2020,2200 - 2300,12,24
1/29/2020,2300 - 0000,8,17
1/29/2020,0500 - 0600,41,79
1/29/2020,0600 - 0700,41,99
1/29/2020,0700 - 0800,65,160
1/29/2020,0800 - 0900,52,142
1/29/2020,0900 - 1000,70,140
1/29/2020,1000 - 1100,0,1
1/29/2020,1100 - 1200,53,159
1/29/2020,1200 - 1300,56,157
1/29/2020,1300 - 1400,49,142
1/29/2020,1400 - 1500,63,164
1/29/2020,1600 - 1700,44,107
1/29/2020,1700 - 1800,25,55
1/29/2020,1800 - 1900,27,69
1/29/2020,1900 - 2000,30,64
1/29/2020,2000 - 2100,11,23
1/29/2020,2100 - 2200,11,20
1/30/2020,0000 - 0100,13,26
1/30/2020,0800 - 0900,41,88
1/30/2020,0900 - 1000,96,170
1/30/2020,1000 - 1100,97,179
1/30/2020,1100 - 1200,84,146
1/30/2020,1200 - 1300,89,167
1/30/2020,1300 - 1400,113,188
1/30/2020,1400 - 1500,101,188
1/30/2020,1500 - 1600,67,151
1/30/2020,1600 - 1700,42,88
1/30/2020,1700 - 1800,24,58
1/30/2020,1800 - 1900,10,13
1/30/2020,1900 - 2000,26,69
1/30/2020,2000 - 2100,13,17
1/30/2020,2100 - 2200,47,122
1/30/2020,2200 - 2300,47,92
1/30/2020,2300 - 0000,26,69
1/30/2020,0500 - 0600,43,120
1/30/2020,0600 - 0700,58,125
1/30/2020,0700 - 0800,71,125
1/30/2020,0800 - 0900,49,133
1/30/2020,0900 - 1000,37,90
1/30/2020,1000 - 1100,15,39
1/30/2020,1100 - 1200,31,92
1/30/2020,1200 - 1300,33,70
1/30/2020,1300 - 1400,17,36
1/30/2020,1400 - 1500,47,111
1/30/2020,1500 - 1600,37,83
1/30/2020,1600 - 1700,23,58
1/30/2020,1800 - 1900,42,137
1/30/2020,1900 - 2000,45,120
1/30/2020,2000 - 2100,51,93
1/30/2020,2100 - 2200,23,39
1/31/2020,0000 - 0100,28,44
1/31/2020,0900 - 1000,49,118
1/31/2020,1200 - 1300,52,146
1/31/2020,1300 - 1400,66,149
1/31/2020,1400 - 1500,55,85
1/31/2020,1500 - 1600,50,77
1/31/2020,1600 - 1700,23,41
1/31/2020,1700 - 1800,28,66
1/31/2020,1800 - 1900,52,98
1/31/2020,1900 - 2000,36,69
1/31/2020,2000 - 2100,22,49
1/31/2020,2200 - 2300,10,19
1/31/2020,2300 - 0000,10,47
1/31/2020,0500 - 0600,44,98
1/31/2020,0600 - 0700,35,93
1/31/2020,0700 - 0800,52,113
1/31/2020,0800 - 0900,48,149
1/31/2020,0900 - 1000,42,103
1/31/2020,1000 - 1100,18,34
1/31/2020,1100 - 1200,11,23
1/31/2020,1200 - 1300,25,80
1/31/2020,1300 - 1400,28,75
1/31/2020,1400 - 1500,54,128
1/31/2020,1500 - 1600,59,121
1/31/2020,1600 - 1700,45,99
1/31/2020,1700 - 1800,36,81
1/31/2020,1800 - 1900,35,96
1/31/2020,1900 - 2000,29,65
1/31/2020,2000 - 2100,44,97
1/31/2020,2100 - 2200,29,67
2/1/2020,0900 - 1000,33,77
2/1/2020,1000 - 1100,58,155
2/1/2020,1200 - 1300,49,117
2/1/2020,1300 - 1400,60,145
2/1/2020,1400 - 1500,58,142
2/1/2020,1500 - 1600,36,100
2/1/2020,1600 - 1700,13,26
2/1/2020,1700 - 1800,18,36
2/1/2020,1800 - 1900,49,107
2/1/2020,1900 - 2000,98,149
2/1/2020,2000 - 2100,60,90
2/1/2020,2100 - 2200,50,89
2/1/2020,2200 - 2300,19,55
2/1/2020,2300 - 0000,12,30
2/1/2020,0500 - 0600,26,87
2/1/2020,0600 - 0700,75,229
2/1/2020,0700 - 0800,78,187
2/1/2020,0800 - 0900,86,168
2/1/2020,0900 - 1000,71,173
2/1/2020,1000 - 1100,55,125
2/1/2020,1100 - 1200,46,121
2/1/2020,1200 - 1300,62,167
2/1/2020,1300 - 1400,49,134
2/1/2020,1400 - 1500,74,159
2/1/2020,1500 - 1600,67,148
2/1/2020,1600 - 1700,59,147
2/1/2020,1700 - 1800,68,165
2/1/2020,1800 - 1900,89,157
2/1/2020,1900 - 2000,91,164
2/1/2020,2000 - 2100,52,102
2/1/2020,2100 - 2200,27,72
2/2/2020,0000 - 0100,8,16
2/2/2020,0800 - 0900,68,143
2/2/2020,0900 - 1000,49,87
2/2/2020,1000 - 1100,26,64
2/2/2020,1100 - 1200,25,48
2/2/2020,1200 - 1300,48,118
2/2/2020,1300 - 1400,89,168
2/2/2020,1400 - 1500,83,149
2/2/2020,1500 - 1600,77,126
2/2/2020,1600 - 1700,82,114
2/2/2020,1700 - 1800,76,149
2/2/2020,1800 - 1900,86,133
2/2/2020,2000 - 2100,35,81
2/2/2020,2100 - 2200,16,47
2/2/2020,2200 - 2300,10,23
2/2/2020,2300 - 0000,29,92
2/2/2020,0000 - 0100,29,86
2/2/2020,0500 - 0600,40,127
2/2/2020,0600 - 0700,49,149
2/2/2020,0700 - 0800,76,196
2/2/2020,0800 - 0900,53,88
2/2/2020,1000 - 1100,74,184
2/2/2020,1100 - 1200,31,70
2/2/2020,1200 - 1300,28,80
2/2/2020,1300 - 1400,51,137
2/2/2020,1400 - 1500,76,126
2/2/2020,1500 - 1600,98,179
2/2/2020,1600 - 1700,26,63
2/2/2020,1700 - 1800,76,169
2/2/2020,1800 - 1900,86,177
2/2/2020,1900 - 2000,101,173
2/2/2020,2000 - 2100,119,183
2/2/2020,2100 - 2200,30,60
2/2/2020,2200 - 2300,34,77
2/2/2020,2300 - 0000,14,30
2/3/2020,0000 - 0100,60,100
2/3/2020,0800 - 0900,50,109
2/3/2020,1000 - 1100,23,46
2/3/2020,1100 - 1200,30,90
2/3/2020,1200 - 1300,26,79
2/3/2020,1300 - 1400,41,95
2/3/2020,1400 - 1500,33,76
2/3/2020,1600 - 1700,37,56
2/3/2020,1700 - 1800,55,129
2/3/2020,1800 - 1900,100,183
2/3/2020,2000 - 2100,59,117
2/3/2020,2100 - 2200,15,27
2/3/2020,2200 - 2300,14,29
2/3/2020,0000 - 0100,46,99
2/3/2020,0500 - 0600,63,160
2/3/2020,0600 - 0700,75,210
2/3/2020,0700 - 0800,57,75
2/3/2020,0800 - 0900,41,136
2/3/2020,0900 - 1000,35,79
2/3/2020,1000 - 1100,25,61
2/3/2020,1100 - 1200,19,48
2/3/2020,1200 - 1300,11,37
2/3/2020,1300 - 1400,60,164
2/3/2020,1400 - 1500,81,182
2/3/2020,1500 - 1600,70,103
2/3/2020,1600 - 1700,57,134
2/3/2020,1700 - 1800,52,158
2/3/2020,1800 - 1900,56,119
2/3/2020,1900 - 2000,46,110
2/3/2020,2000 - 2100,29,83
2/3/2020,2100 - 2200,21,40
2/4/2020,0000 - 0100,8,20
2/4/2020,0900 - 1000,27,61
2/4/2020,1100 - 1200,28,70
2/4/2020,1200 - 1300,49,94
2/4/2020,1300 - 1400,62,130
2/4/2020,1400 - 1500,38,54
2/4/2020,1500 - 1600,17,30
2/4/2020,1800 - 1900,15,32
2/4/2020,1900 - 2000,31,66
2/4/2020,2000 - 2100,26,67
2/4/2020,2100 - 2200,19,43
2/4/2020,2200 - 2300,10,21
2/4/2020,2300 - 0000,17,34
2/4/2020,0500 - 0600,35,112
2/4/2020,0600 - 0700,55,131
2/4/2020,0700 - 0800,54,121
2/4/2020,0800 - 0900,41,108
2/4/2020,0900 - 1000,29,63
2/4/2020,1000 - 1100,14,38
2/4/2020,1100 - 1200,25,55
2/4/2020,1200 - 1300,21,53
2/4/2020,1300 - 1400,28,89
2/4/2020,1400 - 1500,36,81
2/4/2020,1600 - 1700,10,34
2/4/2020,1700 - 1800,33,82
2/4/2020,1800 - 1900,46,90
2/4/2020,1900 - 2000,46,94
2/4/2020,2000 - 2100,30,65
2/5/2020,0800 - 0900,101,147
2/5/2020,0900 - 1000,32,74
2/5/2020,1100 - 1200,32,74
2/5/2020,1200 - 1300,81,160
2/5/2020,1300 - 1400,74,150
2/5/2020,1400 - 1500,56,104
2/5/2020,1500 - 1600,44,66
2/5/2020,1600 - 1700,35,65
2/5/2020,1700 - 1800,90,204
2/5/2020,1800 - 1900,81,200
2/5/2020,1900 - 2000,90,143
2/5/2020,2000 - 2100,42,83
2/5/2020,2200 - 2300,6,12
2/5/2020,2300 - 0000,11,23
2/5/2020,0500 - 0600,26,67
2/5/2020,0600 - 0700,49,147
2/5/2020,0700 - 0800,53,136
2/5/2020,0800 - 0900,42,122
2/5/2020,0900 - 1000,33,90
2/5/2020,1000 - 1100,36,101
2/5/2020,1100 - 1200,48,76
2/5/2020,1200 - 1300,16,38
2/5/2020,1300 - 1400,21,63
2/5/2020,1400 - 1500,25,75
2/5/2020,1500 - 1600,20,48
2/5/2020,1600 - 1700,27,63
2/5/2020,1700 - 1800,18,24
2/5/2020,1800 - 1900,23,51
2/5/2020,1900 - 2000,20,53
2/5/2020,2000 - 2100,17,30
2/5/2020,2100 - 2200,11,23
2/6/2020,0000 - 0100,13,26
2/6/2020,0900 - 1000,29,59
2/6/2020,1100 - 1200,12,27
2/6/2020,1200 - 1300,72,183
2/6/2020,1300 - 1400,84,181
2/6/2020,1400 - 1500,95,170
2/6/2020,1500 - 1600,57,109
2/6/2020,1700 - 1800,33,65
2/6/2020,1800 - 1900,46,119
2/6/2020,1900 - 2000,78,153
2/6/2020,2000 - 2100,33,75
2/6/2020,2200 - 2300,12,26
2/6/2020,2300 - 0000,6,14
2/6/2020,0500 - 0600,69,167
2/6/2020,0600 - 0700,69,156
2/6/2020,0700 - 0800,70,134
2/6/2020,0800 - 0900,57,125
2/6/2020,0900 - 1000,53,97
2/6/2020,1100 - 1200,22,66
2/6/2020,1200 - 1300,48,71
2/6/2020,1300 - 1400,40,142
2/6/2020,1400 - 1500,64,169
2/6/2020,1500 - 1600,97,194
2/6/2020,1600 - 1700,75,151
2/6/2020,1700 - 1800,53,93
2/6/2020,1800 - 1900,59,108
2/6/2020,1900 - 2000,46,99
2/6/2020,2000 - 2100,36,74
2/6/2020,2100 - 2200,13,24
2/7/2020,0000 - 0100,14,30
2/7/2020,0800 - 0900,36,46
2/7/2020,0900 - 1000,25,44
2/7/2020,1100 - 1200,22,40
2/7/2020,1200 - 1300,54,140
2/7/2020,1300 - 1400,85,168
2/7/2020,1400 - 1500,58,112
2/7/2020,1500 - 1600,41,95
2/7/2020,1600 - 1700,23,40
2/7/2020,1700 - 1800,43,114
2/7/2020,1800 - 1900,51,101
2/7/2020,1900 - 2000,74,94
2/7/2020,2000 - 2100,18,30
2/7/2020,2100 - 2200,14,23
2/7/2020,2300 - 0000,7,15
2/7/2020,0600 - 0700,38,113
2/7/2020,0700 - 0800,29,111
2/7/2020,0800 - 0900,20,55
2/7/2020,0900 - 1000,23,61
2/7/2020,1000 - 1100,16,38
2/7/2020,1100 - 1200,12,30
2/7/2020,1200 - 1300,41,68
2/7/2020,1300 - 1400,26,84
2/7/2020,1400 - 1500,55,132
2/7/2020,1500 - 1600,29,82
2/7/2020,1600 - 1700,43,80
2/7/2020,1700 - 1800,11,21
2/7/2020,1800 - 1900,26,50
2/7/2020,1900 - 2000,49,131
2/7/2020,2000 - 2100,66,122
2/7/2020,2100 - 2200,31,79
2/9/2020,0000 - 0100,10,21
2/9/2020,0900 - 1000,19,46
2/9/2020,1100 - 1200,12,24
2/9/2020,1200 - 1300,41,109
2/9/2020,1300 - 1400,70,115
2/9/2020,1400 - 1500,40,83
2/9/2020,1500 - 1600,24,50
2/9/2020,1600 - 1700,35,62
2/9/2020,1700 - 1800,32,85
2/9/2020,1800 - 1900,69,132
2/9/2020,2000 - 2100,23,58
2/9/2020,2100 - 2200,0,0
2/9/2020,2200 - 2300,8,23
2/9/2020,0500 - 0600,23,103
2/9/2020,0600 - 0700,72,160
2/9/2020,0700 - 0800,63,124
2/9/2020,0800 - 0900,40,106
2/9/2020,0900 - 1000,14,43
2/9/2020,1100 - 1200,8,20
2/9/2020,1200 - 1300,13,33
2/9/2020,1300 - 1400,7,21
2/9/2020,1400 - 1500,37,113
2/9/2020,1500 - 1600,56,121
2/9/2020,1600 - 1700,28,65
2/9/2020,1700 - 1800,19,25
2/9/2020,1800 - 1900,16,46
2/9/2020,1900 - 2000,20,54
2/9/2020,2000 - 2100,33,73
2/9/2020,2100 - 2200,15,22
2/10/2020,0000 - 0100,10,20
2/10/2020,0800 - 0900,44,54
2/10/2020,0900 - 1000,20,49
2/10/2020,1100 - 1200,22,57
2/10/2020,1200 - 1300,49,130
2/10/2020,1300 - 1400,51,119
2/10/2020,1400 - 1500,49,67
2/10/2020,1700 - 1800,68,156
2/10/2020,1800 - 1900,95,141
2/10/2020,1900 - 2000,76,133
2/10/2020,2000 - 2100,38,84
2/10/2020,2100 - 2200,12,27
2/10/2020,2200 - 2300,9,18
2/10/2020,2300 - 0000,29,40
2/10/2020,0500 - 0600,39,93
2/10/2020,0600 - 0700,68,122
2/10/2020,0800 - 0900,33,72
2/10/2020,0900 - 1000,25,52
2/10/2020,1000 - 1100,15,27
2/10/2020,1100 - 1200,28,63
2/10/2020,1200 - 1300,34,55
2/10/2020,1300 - 1400,42,108
2/10/2020,1400 - 1500,54,109
2/10/2020,1500 - 1600,78,154
2/10/2020,1600 - 1700,64,140
2/10/2020,1700 - 1800,17,55
2/10/2020,1800 - 1900,30,50
2/10/2020,1900 - 2000,28,58
2/10/2020,2000 - 2100,14,34
2/10/2020,2100 - 2200,15,29
2/11/2020,0900 - 1000,28,51
2/11/2020,1100 - 1200,11,22
2/11/2020,1200 - 1300,46,118
2/11/2020,1300 - 1400,57,116
2/11/2020,1500 - 1600,20,36
2/11/2020,1700 - 1800,27,69
2/11/2020,1800 - 1900,25,53
2/11/2020,1900 - 2000,23,29
2/11/2020,2000 - 2100,15,32
2/11/2020,2100 - 2200,9,18
2/11/2020,2200 - 2300,7,14
2/11/2020,2300 - 0000,12,24
2/11/2020,0500 - 0600,58,107
2/11/2020,0600 - 0700,41,70
2/11/2020,0700 - 0800,26,62
2/11/2020,0800 - 0900,11,31
2/11/2020,0900 - 1000,18,39
2/11/2020,1000 - 1100,12,23
2/11/2020,1100 - 1200,13,30
2/11/2020,1200 - 1300,19,35
2/11/2020,1300 - 1400,32,84
2/11/2020,1400 - 1500,61,94
2/11/2020,1500 - 1600,67,115
2/11/2020,1600 - 1700,53,97
2/11/2020,1700 - 1800,29,55
2/11/2020,1800 - 1900,14,24
2/11/2020,1900 - 2000,17,33
2/11/2020,2000 - 2100,25,58
2/12/2020,0800 - 0900,12,20
2/12/2020,0900 - 1000,20,50
2/12/2020,1100 - 1200,13,27
2/12/2020,1200 - 1300,44,105
2/12/2020,1300 - 1400,50,94
2/12/2020,1500 - 1600,24,38
2/12/2020,1600 - 1700,32,58
2/12/2020,1700 - 1800,69,156
2/12/2020,1800 - 1900,75,146
2/12/2020,2000 - 2100,23,44
2/12/2020,2100 - 2200,21,35
2/12/2020,2200 - 2300,7,19
2/12/2020,0500 - 0600,46,99
2/12/2020,0600 - 0700,59,94
2/12/2020,0700 - 0800,37,118
2/12/2020,0800 - 0900,28,69
2/12/2020,0900 - 1000,30,57
