date,hour,Average Wait Time,Max WaitTime
11/26/2019,1700 - 1800,14,32
11/26/2019,1800 - 1900,18,47
11/26/2019,1900 - 2000,17,35
11/26/2019,2000 - 2100,22,57
11/27/2019,0000 - 0100,12,19
11/27/2019,0800 - 0900,25,49
11/27/2019,0900 - 1000,39,88
11/27/2019,1000 - 1100,40,60
11/27/2019,1100 - 1200,19,42
11/27/2019,1200 - 1300,48,102
11/27/2019,1300 - 1400,32,58
11/27/2019,1400 - 1500,39,59
11/27/2019,1500 - 1600,21,37
11/27/2019,1700 - 1800,12,25
11/27/2019,1800 - 1900,20,53
11/27/2019,1900 - 2000,16,32
11/27/2019,2000 - 2100,10,25
11/27/2019,2100 - 2200,18,45
11/27/2019,2200 - 2300,9,22
11/27/2019,2300 - 0000,12,22
11/27/2019,0500 - 0600,23,54
11/27/2019,0600 - 0700,32,117
11/27/2019,0700 - 0800,13,28
11/27/2019,0800 - 0900,17,42
11/27/2019,0900 - 1000,9,24
11/27/2019,1000 - 1100,24,72
11/27/2019,1100 - 1200,40,94
11/27/2019,1200 - 1300,21,71
11/27/2019,1300 - 1400,17,35
11/27/2019,1400 - 1500,22,70
11/27/2019,1500 - 1600,38,72
11/27/2019,1600 - 1700,32,93
11/27/2019,1700 - 1800,13,31
11/27/2019,1800 - 1900,15,31
11/27/2019,1900 - 2000,26,60
11/27/2019,2000 - 2100,29,77
11/27/2019,2100 - 2200,12,27
11/28/2019,0900 - 1000,51,135
11/28/2019,1000 - 1100,62,130
11/28/2019,1100 - 1200,50,81
11/28/2019,1200 - 1300,70,147
11/28/2019,1300 - 1400,88,142
11/28/2019,1400 - 1500,66,108
11/28/2019,1500 - 1600,24,41
11/28/2019,1600 - 1700,17,34
11/28/2019,1700 - 1800,27,57
11/28/2019,1800 - 1900,24,81
11/28/2019,1900 - 2000,33,79
11/28/2019,2100 - 2200,18,51
11/28/2019,2300 - 0000,14,32
11/28/2019,0500 - 0600,29,43
11/28/2019,0600 - 0700,37,96
11/28/2019,0700 - 0800,26,54
11/28/2019,0800 - 0900,22,65
11/28/2019,0900 - 1000,27,50
11/28/2019,1100 - 1200,21,47
11/28/2019,1200 - 1300,19,46
11/28/2019,1300 - 1400,14,33
11/28/2019,1400 - 1500,28,105
11/28/2019,1500 - 1600,54,118
11/28/2019,1600 - 1700,68,156
11/28/2019,1700 - 1800,28,113
11/28/2019,1800 - 1900,46,117
11/28/2019,1900 - 2000,41,67
11/28/2019,2000 - 2100,17,38
11/29/2019,0800 - 0900,47,98
11/29/2019,0900 - 1000,60,102
11/29/2019,1000 - 1100,26,41
11/29/2019,1100 - 1200,16,37
11/29/2019,1200 - 1300,37,76
11/29/2019,1300 - 1400,36,74
11/29/2019,1400 - 1500,18,33
11/29/2019,1500 - 1600,23,36
11/29/2019,1600 - 1700,23,38
11/29/2019,1700 - 1800,35,98
11/29/2019,1800 - 1900,43,104
11/29/2019,1900 - 2000,48,89
11/29/2019,2000 - 2100,20,40
11/29/2019,2200 - 2300,7,13
11/29/2019,2300 - 0000,8,19
11/29/2019,0500 - 0600,9,34
11/29/2019,0600 - 0700,36,109
11/29/2019,0700 - 0800,53,125
11/29/2019,0800 - 0900,47,126
11/29/2019,0900 - 1000,42,105
11/29/2019,1000 - 1100,25,51
11/29/2019,1100 - 1200,25,67
11/29/2019,1200 - 1300,19,59
11/29/2019,1300 - 1400,13,31
11/29/2019,1400 - 1500,30,116
11/29/2019,1500 - 1600,41,99
11/29/2019,1600 - 1700,20,41
11/29/2019,1700 - 1800,24,51
11/29/2019,1800 - 1900,11,28
11/29/2019,1900 - 2000,20,44
11/29/2019,2000 - 2100,21,49
11/29/2019,2100 - 2200,10,17
11/30/2019,0000 - 0100,13,20
11/30/2019,0900 - 1000,26,57
11/30/2019,1000 - 1100,23,55
11/30/2019,1100 - 1200,29,58
11/30/2019,1200 - 1300,21,43
11/30/2019,1300 - 1400,46,99
11/30/2019,1400 - 1500,50,72
11/30/2019,1500 - 1600,30,42
11/30/2019,1700 - 1800,17,33
11/30/2019,1800 - 1900,24,52
11/30/2019,1900 - 2000,14,43
11/30/2019,2000 - 2100,5,11
11/30/2019,2100 - 2200,15,34
11/30/2019,2200 - 2300,16,40
11/30/2019,2300 - 0000,15,36
11/30/2019,0500 - 0600,29,61
11/30/2019,0600 - 0700,27,64
11/30/2019,0800 - 0900,22,71
11/30/2019,0900 - 1000,31,77
11/30/2019,1000 - 1100,19,43
11/30/2019,1100 - 1200,14,27
11/30/2019,1200 - 1300,11,26
11/30/2019,1300 - 1400,14,43
11/30/2019,1400 - 1500,23,60
11/30/2019,1500 - 1600,19,62
11/30/2019,1600 - 1700,21,57
11/30/2019,1700 - 1800,15,28
11/30/2019,1800 - 1900,13,36
11/30/2019,1900 - 2000,11,25
11/30/2019,2000 - 2100,12,29
11/30/2019,2100 - 2200,10,16
11/30/2019,2200 - 2300,0,0
11/30/2019,2300 - 0000,0,0
12/1/2019,0900 - 1000,18,36
12/1/2019,1000 - 1100,16,35
12/1/2019,1100 - 1200,20,53
12/1/2019,1200 - 1300,26,58
12/1/2019,1300 - 1400,33,61
12/1/2019,1400 - 1500,13,36
12/1/2019,1500 - 1600,15,30
12/1/2019,1700 - 1800,23,47
12/1/2019,1800 - 1900,15,41
12/1/2019,1900 - 2000,13,27
12/1/2019,2000 - 2100,9,15
12/1/2019,2100 - 2200,10,25
12/1/2019,2200 - 2300,11,24
12/1/2019,2300 - 0000,9,23
12/1/2019,0600 - 0700,19,60
12/1/2019,0700 - 0800,91,218
12/1/2019,0800 - 0900,36,137
12/1/2019,0900 - 1000,52,157
12/1/2019,1000 - 1100,57,150
12/1/2019,1100 - 1200,44,129
12/1/2019,1200 - 1300,31,89
12/1/2019,1300 - 1400,33,81
12/1/2019,1400 - 1500,33,85
12/1/2019,1500 - 1600,13,34
12/1/2019,1600 - 1700,10,24
12/1/2019,1700 - 1800,16,44
12/1/2019,1800 - 1900,18,43
12/1/2019,1900 - 2000,10,21
12/1/2019,2000 - 2100,21,53
12/1/2019,2200 - 2300,0,0
12/1/2019,2300 - 0000,0,0
12/2/2019,0900 - 1000,34,73
12/2/2019,1000 - 1100,18,26
12/2/2019,1100 - 1200,8,17
12/2/2019,1200 - 1300,26,63
12/2/2019,1400 - 1500,20,46
12/2/2019,1500 - 1600,19,32
12/2/2019,1700 - 1800,20,41
12/2/2019,1800 - 1900,22,43
12/2/2019,1900 - 2000,14,34
12/2/2019,2100 - 2200,11,29
12/2/2019,2200 - 2300,9,19
12/2/2019,2300 - 0000,9,20
12/2/2019,0500 - 0600,8,28
12/2/2019,0600 - 0700,22,82
12/2/2019,0700 - 0800,36,97
12/2/2019,0800 - 0900,36,104
12/2/2019,0900 - 1000,23,91
12/2/2019,1000 - 1100,27,54
12/2/2019,1100 - 1200,23,71
12/2/2019,1200 - 1300,43,63
12/2/2019,1300 - 1400,13,33
12/2/2019,1400 - 1500,24,70
12/2/2019,1500 - 1600,28,92
12/2/2019,1600 - 1700,26,83
12/2/2019,1700 - 1800,40,89
12/2/2019,1800 - 1900,31,124
12/2/2019,1900 - 2000,29,110
12/2/2019,2100 - 2200,10,24
12/2/2019,2200 - 2300,10,20
12/3/2019,0000 - 0100,6,13
12/3/2019,0800 - 0900,57,114
12/3/2019,0900 - 1000,59,132
12/3/2019,1000 - 1100,64,106
12/3/2019,1100 - 1200,28,55
12/3/2019,1200 - 1300,45,96
12/3/2019,1300 - 1400,26,60
12/3/2019,1400 - 1500,20,54
12/3/2019,1500 - 1600,26,48
12/3/2019,1600 - 1700,19,38
12/3/2019,1700 - 1800,24,30
12/3/2019,1800 - 1900,12,29
12/3/2019,1900 - 2000,30,83
12/3/2019,2100 - 2200,19,55
12/3/2019,2300 - 0000,13,27
12/3/2019,0500 - 0600,12,24
12/3/2019,0600 - 0700,24,65
12/3/2019,0700 - 0800,20,46
12/3/2019,0800 - 0900,40,112
12/3/2019,1000 - 1100,21,67
12/3/2019,1100 - 1200,42,98
12/3/2019,1200 - 1300,13,29
12/3/2019,1300 - 1400,25,63
12/3/2019,1400 - 1500,31,75
12/3/2019,1500 - 1600,21,48
12/3/2019,1600 - 1700,20,53
12/3/2019,1800 - 1900,17,38
12/3/2019,1900 - 2000,22,55
12/3/2019,2000 - 2100,26,60
12/4/2019,0800 - 0900,41,71
12/4/2019,0900 - 1000,38,67
12/4/2019,1000 - 1100,30,44
12/4/2019,1100 - 1200,18,38
12/4/2019,1200 - 1300,42,83
12/4/2019,1300 - 1400,56,106
12/4/2019,1400 - 1500,36,72
12/4/2019,1700 - 1800,18,54
12/4/2019,1800 - 1900,35,90
12/4/2019,1900 - 2000,50,88
12/4/2019,2000 - 2100,18,46
12/4/2019,2100 - 2200,19,29
12/4/2019,2200 - 2300,12,29
12/4/2019,2300 - 0000,11,22
12/4/2019,0500 - 0600,35,83
12/4/2019,0600 - 0700,30,73
12/4/2019,0700 - 0800,29,81
12/4/2019,0800 - 0900,35,89
12/4/2019,0900 - 1000,32,93
12/4/2019,1000 - 1100,29,68
12/4/2019,1100 - 1200,35,99
12/4/2019,1200 - 1300,30,89
12/4/2019,1400 - 1500,26,67
12/4/2019,1500 - 1600,12,31
12/4/2019,1600 - 1700,22,62
12/4/2019,1700 - 1800,17,36
12/4/2019,1800 - 1900,13,46
12/4/2019,1900 - 2000,30,80
12/4/2019,2000 - 2100,35,82
12/4/2019,2100 - 2200,19,37
12/5/2019,0000 - 0100,12,26
12/5/2019,0800 - 0900,23,50
12/5/2019,0900 - 1000,32,52
12/5/2019,1000 - 1100,42,84
12/5/2019,1100 - 1200,43,80
12/5/2019,1200 - 1300,47,78
12/5/2019,1300 - 1400,40,77
12/5/2019,1400 - 1500,13,22
12/5/2019,1500 - 1600,28,52
12/5/2019,1600 - 1700,21,41
12/5/2019,1700 - 1800,18,43
12/5/2019,1800 - 1900,21,56
12/5/2019,1900 - 2000,30,73
12/5/2019,2100 - 2200,10,23
12/5/2019,2200 - 2300,9,23
12/5/2019,0500 - 0600,45,120
12/5/2019,0600 - 0700,56,152
12/5/2019,0700 - 0800,52,136
12/5/2019,0800 - 0900,40,125
12/5/2019,0900 - 1000,29,107
12/5/2019,1000 - 1100,17,40
12/5/2019,1100 - 1200,14,34
12/5/2019,1200 - 1300,12,24
12/5/2019,1300 - 1400,18,55
12/5/2019,1400 - 1500,39,98
12/5/2019,1500 - 1600,32,75
12/5/2019,1600 - 1700,34,93
12/5/2019,1700 - 1800,26,63
12/5/2019,1800 - 1900,29,80
12/5/2019,1900 - 2000,39,93
12/5/2019,2000 - 2100,25,71
12/6/2019,0000 - 0100,21,50
12/6/2019,0800 - 0900,36,73
12/6/2019,0900 - 1000,50,81
12/6/2019,1000 - 1100,9,15
12/6/2019,1100 - 1200,17,38
12/6/2019,1200 - 1300,25,55
12/6/2019,1300 - 1400,34,62
12/6/2019,1400 - 1500,28,59
12/6/2019,1500 - 1600,42,65
12/6/2019,1600 - 1700,12,27
12/6/2019,1700 - 1800,49,112
12/6/2019,1800 - 1900,49,132
12/6/2019,1900 - 2000,48,107
12/6/2019,2000 - 2100,27,83
12/6/2019,2100 - 2200,18,30
12/6/2019,2300 - 0000,13,26
12/6/2019,0500 - 0600,37,84
12/6/2019,0600 - 0700,28,74
12/6/2019,0700 - 0800,29,78
12/6/2019,0800 - 0900,29,90
12/6/2019,0900 - 1000,22,53
12/6/2019,1000 - 1100,9,20
12/6/2019,1100 - 1200,22,41
12/6/2019,1200 - 1300,9,23
12/6/2019,1300 - 1400,50,173
12/6/2019,1400 - 1500,54,146
12/6/2019,1500 - 1600,52,132
12/6/2019,1600 - 1700,33,76
12/6/2019,1700 - 1800,14,40
12/6/2019,1800 - 1900,24,57
12/6/2019,1900 - 2000,19,48
12/6/2019,2000 - 2100,37,94
12/6/2019,2100 - 2200,25,60
12/7/2019,0000 - 0100,9,22
12/7/2019,0800 - 0900,75,169
12/7/2019,0900 - 1000,75,201
12/7/2019,1000 - 1100,55,154
12/7/2019,1100 - 1200,61,108
12/7/2019,1200 - 1300,52,103
12/7/2019,1300 - 1400,80,154
12/7/2019,1400 - 1500,45,104
12/7/2019,1500 - 1600,34,71
12/7/2019,1700 - 1800,28,58
12/7/2019,1800 - 1900,29,57
12/7/2019,1900 - 2000,17,38
12/7/2019,2000 - 2100,24,49
12/7/2019,2100 - 2200,14,26
12/7/2019,2300 - 0000,10,23
12/7/2019,0500 - 0600,41,82
12/7/2019,0600 - 0700,55,190
12/7/2019,0700 - 0800,61,195
12/7/2019,0800 - 0900,71,205
12/7/2019,0900 - 1000,70,186
12/7/2019,1000 - 1100,37,121
12/7/2019,1100 - 1200,38,116
12/7/2019,1300 - 1400,23,106
12/7/2019,1400 - 1500,48,136
12/7/2019,1500 - 1600,72,164
12/7/2019,1600 - 1700,43,148
12/7/2019,1700 - 1800,45,141
12/7/2019,1800 - 1900,37,147
12/7/2019,1900 - 2000,57,141
12/7/2019,2000 - 2100,67,122
12/7/2019,2100 - 2200,15,27
12/8/2019,0000 - 0100,31,41
12/8/2019,0800 - 0900,39,87
12/8/2019,0900 - 1000,42,70
12/8/2019,1000 - 1100,11,19
12/8/2019,1100 - 1200,21,107
12/8/2019,1200 - 1300,57,143
12/8/2019,1300 - 1400,53,128
12/8/2019,1400 - 1500,33,64
12/8/2019,1600 - 1700,28,53
12/8/2019,1700 - 1800,34,97
12/8/2019,1800 - 1900,48,107
12/8/2019,1900 - 2000,36,87
12/8/2019,2000 - 2100,13,40
12/8/2019,2100 - 2200,7,18
12/8/2019,2300 - 0000,6,12
12/8/2019,0500 - 0600,24,85
12/8/2019,0600 - 0700,43,151
12/8/2019,0700 - 0800,48,155
12/8/2019,0800 - 0900,44,137
12/8/2019,0900 - 1000,69,143
12/8/2019,1000 - 1100,21,50
12/8/2019,1100 - 1200,28,77
12/8/2019,1200 - 1300,32,97
12/8/2019,1300 - 1400,50,130
12/8/2019,1400 - 1500,68,158
12/8/2019,1500 - 1600,53,111
12/8/2019,1600 - 1700,44,85
12/8/2019,1700 - 1800,16,57
12/8/2019,1800 - 1900,27,61
12/8/2019,1900 - 2000,24,78
12/8/2019,2000 - 2100,33,96
12/8/2019,2100 - 2200,19,29
12/9/2019,0000 - 0100,10,19
12/9/2019,0900 - 1000,41,90
12/9/2019,1000 - 1100,14,23
12/9/2019,1100 - 1200,11,29
12/9/2019,1200 - 1300,45,101
12/9/2019,1300 - 1400,36,87
12/9/2019,1400 - 1500,19,57
12/9/2019,1500 - 1600,31,52
12/9/2019,1700 - 1800,34,78
12/9/2019,1800 - 1900,47,107
12/9/2019,1900 - 2000,28,90
12/9/2019,2000 - 2100,17,33
12/9/2019,2100 - 2200,13,23
12/9/2019,2300 - 0000,8,22
12/9/2019,0500 - 0600,26,133
12/9/2019,0600 - 0700,65,171
12/9/2019,0700 - 0800,56,137
12/9/2019,0800 - 0900,60,126
12/9/2019,1000 - 1100,22,56
12/9/2019,1100 - 1200,22,64
12/9/2019,1200 - 1300,30,127
12/9/2019,1300 - 1400,50,133
12/9/2019,1400 - 1500,37,126
12/9/2019,1500 - 1600,52,122
12/9/2019,1600 - 1700,41,98
12/9/2019,1700 - 1800,20,59
12/9/2019,1800 - 1900,24,49
12/9/2019,1900 - 2000,11,40
12/9/2019,2000 - 2100,13,26
12/10/2019,0000 - 0100,14,31
12/10/2019,0800 - 0900,70,123
12/10/2019,0900 - 1000,53,120
12/10/2019,1000 - 1100,78,126
12/10/2019,1100 - 1200,27,54
12/10/2019,1200 - 1300,25,63
12/10/2019,1300 - 1400,59,125
12/10/2019,1400 - 1500,44,91
12/10/2019,1500 - 1600,17,45
12/10/2019,1600 - 1700,17,34
12/10/2019,1700 - 1800,27,58
12/10/2019,1800 - 1900,23,70
12/10/2019,1900 - 2000,31,58
12/10/2019,2000 - 2100,19,45
12/10/2019,2100 - 2200,12,25
12/10/2019,2300 - 0000,13,26
12/10/2019,0500 - 0600,26,98
12/10/2019,0600 - 0700,43,128
12/10/2019,0700 - 0800,43,118
12/10/2019,0800 - 0900,39,121
12/10/2019,0900 - 1000,24,71
12/10/2019,1000 - 1100,17,45
12/10/2019,1100 - 1200,29,76
12/10/2019,1200 - 1300,14,38
12/10/2019,1300 - 1400,12,34
12/10/2019,1400 - 1500,23,61
12/10/2019,1500 - 1600,10,27
12/10/2019,1600 - 1700,14,37
12/10/2019,1700 - 1800,29,76
12/10/2019,1900 - 2000,18,35
12/10/2019,2000 - 2100,23,89
12/10/2019,2100 - 2200,26,70
12/11/2019,0800 - 0900,51,69
12/11/2019,0900 - 1000,20,50
12/11/2019,1000 - 1100,32,59
12/11/2019,1100 - 1200,15,23
12/11/2019,1200 - 1300,34,72
12/11/2019,1300 - 1400,32,56
12/11/2019,1400 - 1500,25,50
12/11/2019,1700 - 1800,41,104
12/11/2019,1800 - 1900,44,102
12/11/2019,1900 - 2000,37,85
12/11/2019,2000 - 2100,14,26
12/11/2019,2100 - 2200,16,40
12/11/2019,2300 - 0000,18,44
12/11/2019,0500 - 0600,7,33
12/11/2019,0600 - 0700,40,104
12/11/2019,0700 - 0800,27,76
12/11/2019,0800 - 0900,22,65
12/11/2019,0900 - 1000,24,61
12/11/2019,1000 - 1100,24,74
12/11/2019,1100 - 1200,39,106
12/11/2019,1200 - 1300,22,55
12/11/2019,1300 - 1400,20,57
12/11/2019,1400 - 1500,32,82
12/11/2019,1500 - 1600,15,31
12/11/2019,1600 - 1700,30,80
12/11/2019,1700 - 1800,15,43
12/11/2019,1800 - 1900,6,15
12/11/2019,1900 - 2000,20,56
12/11/2019,2000 - 2100,21,37
12/11/2019,2100 - 2200,14,21
12/12/2019,0000 - 0100,19,45
12/12/2019,0800 - 0900,69,126
12/12/2019,0900 - 1000,57,109
12/12/2019,1000 - 1100,20,27
12/12/2019,1100 - 1200,56,111
12/12/2019,1200 - 1300,56,99
12/12/2019,1300 - 1400,65,131
12/12/2019,1400 - 1500,52,110
12/12/2019,1500 - 1600,41,63
12/12/2019,1700 - 1800,24,68
12/12/2019,1800 - 1900,66,173
12/12/2019,1900 - 2000,41,136
12/12/2019,2000 - 2100,29,75
12/12/2019,2100 - 2200,24,43
12/12/2019,2300 - 0000,11,24
12/12/2019,0500 - 0600,45,150
12/12/2019,0600 - 0700,44,150
12/12/2019,0700 - 0800,59,167
12/12/2019,0800 - 0900,64,162
12/12/2019,0900 - 1000,65,147
12/12/2019,1000 - 1100,17,85
12/12/2019,1100 - 1200,31,83
12/12/2019,1200 - 1300,19,51
12/12/2019,1300 - 1400,18,52
12/12/2019,1400 - 1500,48,135
12/12/2019,1500 - 1600,38,126
12/12/2019,1600 - 1700,48,138
12/12/2019,1700 - 1800,32,106
12/12/2019,1800 - 1900,20,21
12/12/2019,1900 - 2000,26,64
12/12/2019,2000 - 2100,22,49
12/13/2019,0000 - 0100,12,26
12/13/2019,0800 - 0900,34,67
12/13/2019,0900 - 1000,23,39
12/13/2019,1000 - 1100,11,26
12/13/2019,1100 - 1200,19,26
12/13/2019,1200 - 1300,35,74
12/13/2019,1300 - 1400,52,90
12/13/2019,1400 - 1500,18,27
12/13/2019,1500 - 1600,14,27
12/13/2019,1600 - 1700,19,34
12/13/2019,1700 - 1800,43,154
12/13/2019,1800 - 1900,50,132
12/13/2019,1900 - 2000,45,103
12/13/2019,2000 - 2100,27,61
12/13/2019,2100 - 2200,12,23
12/13/2019,2300 - 0000,13,32
12/13/2019,0500 - 0600,31,104
12/13/2019,0600 - 0700,42,109
12/13/2019,0700 - 0800,55,129
12/13/2019,0800 - 0900,33,108
12/13/2019,0900 - 1000,23,46
12/13/2019,1000 - 1100,10,18
12/13/2019,1100 - 1200,15,48
12/13/2019,1200 - 1300,17,47
12/13/2019,1300 - 1400,17,80
12/13/2019,1400 - 1500,33,111
12/13/2019,1500 - 1600,37,115
12/13/2019,1600 - 1700,46,100
12/13/2019,1700 - 1800,18,47
12/13/2019,1800 - 1900,21,52
12/13/2019,1900 - 2000,23,55
12/13/2019,2000 - 2100,21,61
12/13/2019,2100 - 2200,15,37
12/14/2019,0900 - 1000,38,86
12/14/2019,1000 - 1100,62,123
12/14/2019,1100 - 1200,79,122
12/14/2019,1200 - 1300,55,89
12/14/2019,1300 - 1400,68,107
12/14/2019,1400 - 1500,29,46
12/14/2019,1700 - 1800,20,33
12/14/2019,1800 - 1900,39,99
12/14/2019,1900 - 2000,50,92
12/14/2019,2000 - 2100,20,39
12/14/2019,2200 - 2300,11,25
12/14/2019,2300 - 0000,14,38
12/14/2019,0500 - 0600,23,66
12/14/2019,0600 - 0700,36,91
12/14/2019,0700 - 0800,32,110
12/14/2019,0800 - 0900,44,136
12/14/2019,0900 - 1000,43,123
12/14/2019,1000 - 1100,21,47
12/14/2019,1100 - 1200,20,40
12/14/2019,1200 - 1300,19,61
12/14/2019,1300 - 1400,24,85
12/14/2019,1400 - 1500,34,87
12/14/2019,1500 - 1600,31,61
12/14/2019,1600 - 1700,36,90
12/14/2019,1700 - 1800,17,62
12/14/2019,1800 - 1900,15,44
12/14/2019,1900 - 2000,23,58
12/14/2019,2000 - 2100,9,19
12/14/2019,2100 - 2200,10,18
12/15/2019,0000 - 0100,14,27
12/15/2019,0900 - 1000,37,80
12/15/2019,1000 - 1100,23,41
12/15/2019,1100 - 1200,20,37
12/15/2019,1200 - 1300,43,107
12/15/2019,1300 - 1400,30,82
12/15/2019,1400 - 1500,25,40
12/15/2019,1600 - 1700,25,48
12/15/2019,1700 - 1800,20,47
12/15/2019,1800 - 1900,47,106
12/15/2019,1900 - 2000,22,74
12/15/2019,2000 - 2100,25,63
12/15/2019,2200 - 2300,8,19
12/15/2019,2300 - 0000,8,23
12/15/2019,0500 - 0600,46,106
12/15/2019,0600 - 0700,41,156
12/15/2019,0700 - 0800,43,116
12/15/2019,0800 - 0900,40,120
12/15/2019,0900 - 1000,48,124
12/15/2019,1000 - 1100,13,38
12/15/2019,1100 - 1200,47,138
12/15/2019,1200 - 1300,42,129
12/15/2019,1300 - 1400,47,105
12/15/2019,1400 - 1500,47,107
12/15/2019,1500 - 1600,13,27
12/15/2019,1600 - 1700,24,55
12/15/2019,1700 - 1800,12,33
12/15/2019,1800 - 1900,17,34
12/15/2019,1900 - 2000,30,93
12/15/2019,2000 - 2100,40,99
12/15/2019,2100 - 2200,22,35
12/16/2019,0000 - 0100,9,21
12/16/2019,0800 - 0900,45,75
12/16/2019,0900 - 1000,30,63
12/16/2019,1000 - 1100,16,26
12/16/2019,1200 - 1300,28,63
12/16/2019,1300 - 1400,52,97
12/16/2019,1400 - 1500,39,73
12/16/2019,1500 - 1600,21,39
12/16/2019,1600 - 1700,21,42
12/16/2019,1700 - 1800,28,63
12/16/2019,1800 - 1900,24,48
12/16/2019,1900 - 2000,18,42
12/16/2019,2100 - 2200,18,42
12/16/2019,2300 - 0000,10,28
12/16/2019,0500 - 0600,39,124
12/16/2019,0600 - 0700,51,122
12/16/2019,0700 - 0800,52,161
12/16/2019,0800 - 0900,58,166
12/16/2019,0900 - 1000,55,137
12/16/2019,1000 - 1100,56,147
12/16/2019,1100 - 1200,41,119
12/16/2019,1200 - 1300,30,84
12/16/2019,1300 - 1400,19,48
12/16/2019,1400 - 1500,35,134
12/16/2019,1500 - 1600,40,136
12/16/2019,1600 - 1700,44,132
12/16/2019,1700 - 1800,27,112
12/16/2019,1800 - 1900,33,97
12/16/2019,1900 - 2000,42,113
12/16/2019,2000 - 2100,44,91
12/16/2019,2100 - 2200,27,43
12/17/2019,0100 - 0200,7,16
12/17/2019,0800 - 0900,57,113
12/17/2019,0900 - 1000,66,133
12/17/2019,1000 - 1100,72,130
12/17/2019,1100 - 1200,77,157
12/17/2019,1200 - 1300,69,146
12/17/2019,1300 - 1400,86,163
12/17/2019,1400 - 1500,62,113
12/17/2019,1500 - 1600,42,60
12/17/2019,1600 - 1700,25,41
12/17/2019,1700 - 1800,14,23
12/17/2019,1800 - 1900,14,30
12/17/2019,1900 - 2000,34,77
12/17/2019,2100 - 2200,20,49
12/17/2019,2200 - 2300,16,38
12/17/2019,2300 - 0000,14,29
12/17/2019,0500 - 0600,31,63
12/17/2019,0600 - 0700,23,76
12/17/2019,0700 - 0800,42,106
12/17/2019,0800 - 0900,46,130
12/17/2019,0900 - 1000,34,93
12/17/2019,1000 - 1100,36,110
12/17/2019,1100 - 1200,33,110
12/17/2019,1300 - 1400,19,66
12/17/2019,1400 - 1500,54,157
12/17/2019,1500 - 1600,75,159
12/17/2019,1600 - 1700,42,105
12/17/2019,1800 - 1900,14,33
12/17/2019,1900 - 2000,44,109
12/17/2019,2000 - 2100,41,102
12/17/2019,2100 - 2200,23,43
12/18/2019,0000 - 0100,11,20
12/18/2019,0900 - 1000,37,76
12/18/2019,1000 - 1100,12,20
12/18/2019,1100 - 1200,41,71
12/18/2019,1200 - 1300,51,125
12/18/2019,1300 - 1400,80,130
12/18/2019,1400 - 1500,84,129
12/18/2019,1500 - 1600,28,51
12/18/2019,1600 - 1700,22,44
12/18/2019,1700 - 1800,36,109
12/18/2019,1800 - 1900,39,109
12/18/2019,1900 - 2000,40,94
12/18/2019,2000 - 2100,22,59
12/18/2019,2200 - 2300,10,23
12/18/2019,0500 - 0600,45,103
12/18/2019,0600 - 0700,60,185
12/18/2019,0700 - 0800,70,168
12/18/2019,0800 - 0900,63,227
12/18/2019,0900 - 1000,60,177
12/18/2019,1000 - 1100,93,228
12/18/2019,1100 - 1200,50,208
12/18/2019,1200 - 1300,55,191
12/18/2019,1300 - 1400,65,186
12/18/2019,1400 - 1500,54,154
12/18/2019,1500 - 1600,50,116
12/18/2019,1600 - 1700,37,96
12/18/2019,1700 - 1800,14,36
12/18/2019,1800 - 1900,20,58
12/18/2019,1900 - 2000,21,61
12/18/2019,2000 - 2100,26,55
12/18/2019,2100 - 2200,21,56
12/19/2019,0000 - 0100,11,29
12/19/2019,0900 - 1000,54,114
12/19/2019,1000 - 1100,89,145
12/19/2019,1100 - 1200,62,115
12/19/2019,1200 - 1300,99,169
12/19/2019,1300 - 1400,79,159
12/19/2019,1400 - 1500,51,120
12/19/2019,1500 - 1600,27,43
12/19/2019,1600 - 1700,27,52
12/19/2019,1700 - 1800,49,129
12/19/2019,1800 - 1900,55,135
12/19/2019,1900 - 2000,37,103
12/19/2019,2000 - 2100,32,88
12/19/2019,2100 - 2200,27,44
12/19/2019,2300 - 0000,16,58
12/19/2019,0500 - 0600,64,203
12/19/2019,0600 - 0700,69,205
12/19/2019,0700 - 0800,59,161
12/19/2019,0800 - 0900,64,152
12/19/2019,0900 - 1000,53,133
12/19/2019,1000 - 1100,16,49
12/19/2019,1100 - 1200,28,90
12/19/2019,1200 - 1300,22,63
12/19/2019,1300 - 1400,32,128
12/19/2019,1400 - 1500,73,182
12/19/2019,1500 - 1600,77,170
12/19/2019,1600 - 1700,52,134
12/19/2019,1700 - 1800,32,99
12/19/2019,1800 - 1900,44,103
12/19/2019,1900 - 2000,39,103
12/19/2019,2000 - 2100,32,76
12/20/2019,0000 - 0100,27,40
12/20/2019,0900 - 1000,19,37
12/20/2019,1000 - 1100,22,38
12/20/2019,1100 - 1200,32,82
12/20/2019,1200 - 1300,59,98
12/20/2019,1300 - 1400,63,120
12/20/2019,1400 - 1500,91,139
12/20/2019,1500 - 1600,42,83
12/20/2019,1600 - 1700,19,38
12/20/2019,1800 - 1900,40,115
12/20/2019,1900 - 2000,42,105
12/20/2019,2000 - 2100,14,48
12/20/2019,2100 - 2200,24,69
12/20/2019,2200 - 2300,21,48
12/20/2019,2300 - 0000,26,71
12/20/2019,0500 - 0600,38,77
12/20/2019,0600 - 0700,27,76
12/20/2019,0700 - 0800,28,130
12/20/2019,0800 - 0900,46,149
12/20/2019,0900 - 1000,50,130
