date,hour,Average Wait Time,Max Wait Time,time
10/24/2019,1400 - 1500,23,60,518
10/24/2019,1500 - 1600,16,48,519
10/24/2019,1600 - 1700,21,77,520
10/24/2019,1800 - 1900,14,25,522
10/24/2019,1900 - 2000,13,58,523
10/24/2019,2000 - 2100,25,82,524
10/25/2019,0000 - 0100,8,17,528
10/25/2019,0900 - 1000,13,34,537
10/25/2019,1000 - 1100,12,25,538
10/25/2019,1100 - 1200,10,68,539
10/25/2019,1200 - 1300,11,40,540
10/25/2019,1300 - 1400,8,21,541
10/25/2019,1400 - 1500,12,70,542
10/25/2019,1500 - 1600,13,56,543
10/25/2019,1600 - 1700,10,43,544
10/25/2019,1700 - 1800,14,40,545
10/25/2019,1800 - 1900,16,52,546
10/25/2019,1900 - 2000,12,36,547
10/25/2019,2000 - 2100,29,88,548
10/25/2019,2100 - 2200,7,19,549
10/25/2019,2200 - 2300,6,24,550
10/25/2019,2300 - 0000,6,27,551
10/25/2019,0600 - 0700,18,68,534
10/25/2019,0700 - 0800,20,75,535
10/25/2019,0800 - 0900,13,39,536
10/25/2019,0900 - 1000,12,35,537
10/25/2019,1000 - 1100,5,18,538
10/25/2019,1100 - 1200,10,63,539
10/25/2019,1200 - 1300,19,92,540
10/25/2019,1300 - 1400,10,25,541
10/25/2019,1400 - 1500,12,31,542
10/25/2019,1500 - 1600,15,33,543
10/25/2019,1600 - 1700,18,72,544
10/25/2019,1700 - 1800,19,32,545
10/25/2019,1800 - 1900,21,41,546
10/25/2019,1900 - 2000,9,27,547
10/25/2019,2000 - 2100,14,43,548
10/25/2019,2100 - 2200,19,52,549
10/26/2019,0000 - 0100,5,15,552
10/26/2019,0900 - 1000,12,52,561
10/26/2019,1000 - 1100,15,58,562
10/26/2019,1100 - 1200,13,89,563
10/26/2019,1200 - 1300,11,28,564
10/26/2019,1300 - 1400,15,93,565
10/26/2019,1400 - 1500,22,104,566
10/26/2019,1500 - 1600,14,61,567
10/26/2019,1600 - 1700,13,44,568
10/26/2019,1700 - 1800,18,55,569
10/26/2019,1800 - 1900,25,57,570
10/26/2019,1900 - 2000,14,51,571
10/26/2019,2000 - 2100,21,82,572
10/26/2019,2100 - 2200,3,10,573
10/26/2019,2200 - 2300,5,26,574
10/26/2019,2300 - 0000,7,18,575
10/26/2019,0500 - 0600,14,36,557
10/26/2019,0600 - 0700,27,75,558
10/26/2019,0700 - 0800,24,64,559
10/26/2019,0800 - 0900,11,36,560
10/26/2019,0900 - 1000,7,28,561
10/26/2019,1000 - 1100,11,37,562
10/26/2019,1100 - 1200,11,51,563
10/26/2019,1200 - 1300,21,65,564
10/26/2019,1300 - 1400,17,46,565
10/26/2019,1400 - 1500,13,72,566
10/26/2019,1500 - 1600,15,59,567
10/26/2019,1600 - 1700,24,58,568
10/26/2019,1700 - 1800,15,20,569
10/26/2019,1800 - 1900,12,30,570
10/26/2019,1900 - 2000,13,32,571
10/26/2019,2000 - 2100,15,34,572
10/26/2019,2100 - 2200,6,16,573
10/27/2019,0000 - 0100,8,19,576
10/27/2019,1000 - 1100,15,83,586
10/27/2019,1100 - 1200,21,92,587
10/27/2019,1200 - 1300,12,44,588
10/27/2019,1300 - 1400,14,95,589
10/27/2019,1400 - 1500,12,87,590
10/27/2019,1500 - 1600,8,37,591
10/27/2019,1600 - 1700,11,36,592
10/27/2019,1700 - 1800,14,38,593
10/27/2019,1800 - 1900,16,59,594
10/27/2019,1900 - 2000,9,24,595
10/27/2019,2000 - 2100,15,71,596
10/27/2019,2200 - 2300,8,35,598
10/27/2019,2300 - 0000,21,45,599
10/27/2019,0500 - 0600,11,33,581
10/27/2019,0600 - 0700,9,45,582
10/27/2019,0700 - 0800,15,31,583
10/27/2019,0800 - 0900,8,19,584
10/27/2019,0900 - 1000,12,44,585
10/27/2019,1000 - 1100,15,33,586
10/27/2019,1100 - 1200,10,23,587
10/27/2019,1200 - 1300,13,30,588
10/27/2019,1300 - 1400,11,47,589
10/27/2019,1400 - 1500,11,32,590
10/27/2019,1500 - 1600,9,33,591
10/27/2019,1600 - 1700,14,49,592
10/27/2019,1700 - 1800,9,17,593
10/27/2019,1800 - 1900,7,20,594
10/27/2019,1900 - 2000,8,23,595
10/27/2019,2000 - 2100,12,32,596
10/27/2019,2100 - 2200,9,22,597
10/31/2019,0000 - 0100,11,19,672
10/31/2019,0100 - 0200,7,18,673
10/31/2019,0900 - 1000,25,68,681
10/31/2019,1000 - 1100,15,67,682
10/31/2019,1100 - 1200,24,85,683
10/31/2019,1200 - 1300,10,39,684
10/31/2019,1300 - 1400,16,112,685
10/31/2019,1400 - 1500,13,76,686
10/31/2019,1500 - 1600,8,17,687
10/31/2019,1600 - 1700,13,52,688
10/31/2019,1700 - 1800,13,29,689
10/31/2019,1800 - 1900,9,28,690
10/31/2019,1900 - 2000,18,77,691
10/31/2019,2000 - 2100,17,51,692
10/31/2019,2200 - 2300,4,14,694
10/31/2019,0500 - 0600,42,64,677
10/31/2019,0600 - 0700,17,50,678
10/31/2019,0700 - 0800,25,78,679
10/31/2019,0800 - 0900,11,27,680
10/31/2019,0900 - 1000,24,89,681
10/31/2019,1000 - 1100,34,96,682
10/31/2019,1100 - 1200,16,51,683
10/31/2019,1200 - 1300,27,84,684
10/31/2019,1300 - 1400,12,41,685
10/31/2019,1500 - 1600,31,80,687
10/31/2019,1600 - 1700,26,63,688
10/31/2019,1700 - 1800,23,61,689
10/31/2019,1800 - 1900,10,35,690
10/31/2019,1900 - 2000,17,44,691
10/31/2019,2000 - 2100,22,61,692
10/31/2019,2100 - 2200,21,57,693
11/1/2019,0000 - 0100,12,27,696
11/1/2019,0800 - 0900,13,29,704
11/1/2019,1000 - 1100,13,66,706
11/1/2019,1100 - 1200,14,73,707
11/1/2019,1200 - 1300,11,44,708
11/1/2019,1300 - 1400,15,93,709
11/1/2019,1400 - 1500,7,32,710
11/1/2019,1500 - 1600,7,17,711
11/1/2019,1600 - 1700,7,43,712
11/1/2019,1700 - 1800,10,31,713
11/1/2019,1800 - 1900,12,37,714
11/1/2019,1900 - 2000,15,73,715
11/1/2019,2000 - 2100,14,53,716
11/1/2019,2100 - 2200,17,40,717
11/1/2019,2200 - 2300,5,10,718
11/1/2019,2300 - 0000,5,18,719
11/1/2019,0600 - 0700,7,20,702
11/1/2019,0700 - 0800,9,37,703
11/1/2019,0800 - 0900,11,48,704
11/1/2019,0900 - 1000,10,29,705
11/1/2019,1000 - 1100,11,46,706
11/1/2019,1100 - 1200,17,43,707
11/1/2019,1200 - 1300,17,66,708
11/1/2019,1300 - 1400,20,51,709
11/1/2019,1400 - 1500,20,36,710
11/1/2019,1500 - 1600,11,67,711
11/1/2019,1600 - 1700,11,33,712
11/1/2019,1700 - 1800,15,44,713
11/1/2019,1800 - 1900,5,18,714
11/1/2019,1900 - 2000,3,15,715
11/1/2019,2000 - 2100,12,38,716
11/1/2019,2100 - 2200,10,18,717
11/1/2019,2200 - 2300,6,42,718
11/2/2019,0000 - 0100,9,19,720
11/2/2019,1000 - 1100,21,77,730
11/2/2019,1100 - 1200,14,123,731
11/2/2019,1200 - 1300,13,61,732
11/2/2019,1300 - 1400,19,83,733
11/2/2019,1400 - 1500,18,102,734
11/2/2019,1500 - 1600,10,58,735
11/2/2019,1600 - 1700,12,34,736
11/2/2019,1700 - 1800,7,26,737
11/2/2019,1800 - 1900,12,25,738
11/2/2019,1900 - 2000,21,46,739
11/2/2019,2000 - 2100,12,29,740
11/2/2019,2100 - 2200,17,59,741
11/2/2019,2200 - 2300,5,20,742
11/2/2019,2300 - 0000,5,13,743
11/2/2019,0600 - 0700,11,31,726
11/2/2019,0700 - 0800,15,43,727
11/2/2019,0800 - 0900,9,45,728
11/2/2019,0900 - 1000,9,42,729
11/2/2019,1000 - 1100,11,32,730
11/2/2019,1100 - 1200,16,44,731
11/2/2019,1200 - 1300,15,35,732
11/2/2019,1300 - 1400,17,61,733
11/2/2019,1400 - 1500,20,41,734
11/2/2019,1500 - 1600,27,60,735
11/2/2019,1600 - 1700,21,45,736
11/2/2019,1700 - 1800,19,33,737
11/2/2019,1800 - 1900,11,37,738
11/2/2019,1900 - 2000,9,40,739
11/2/2019,2000 - 2100,31,66,740
11/2/2019,2100 - 2200,22,39,741
11/3/2019,0900 - 1000,19,111,753
11/3/2019,1000 - 1100,14,74,754
11/3/2019,1100 - 1200,11,39,755
11/3/2019,1200 - 1300,16,94,756
11/3/2019,1300 - 1400,8,41,757
11/3/2019,1400 - 1500,13,54,758
11/3/2019,1600 - 1700,16,33,760
11/3/2019,1700 - 1800,6,18,761
11/3/2019,1800 - 1900,25,74,762
11/3/2019,1900 - 2000,14,38,763
11/3/2019,2000 - 2100,16,34,764
11/3/2019,2100 - 2200,10,29,765
11/3/2019,2300 - 0000,8,17,767
11/3/2019,0500 - 0600,7,29,749
11/3/2019,0600 - 0700,8,16,750
11/3/2019,0700 - 0800,13,92,751
11/3/2019,0800 - 0900,18,90,752
11/3/2019,0900 - 1000,19,115,753
11/3/2019,1000 - 1100,25,30,754
11/3/2019,1100 - 1200,18,123,755
11/3/2019,1200 - 1300,15,44,756
11/3/2019,1300 - 1400,16,32,757
11/3/2019,1400 - 1500,16,113,758
11/3/2019,1500 - 1600,29,69,759
11/3/2019,1600 - 1700,28,79,760
11/3/2019,1700 - 1800,13,22,761
11/3/2019,1800 - 1900,5,16,762
11/3/2019,1900 - 2000,13,38,763
11/3/2019,2000 - 2100,13,41,764
11/3/2019,2100 - 2200,7,36,765
11/4/2019,0000 - 0100,5,13,768
11/4/2019,0800 - 0900,14,17,776
11/4/2019,0900 - 1000,23,100,777
11/4/2019,1000 - 1100,15,102,778
11/4/2019,1100 - 1200,10,20,779
11/4/2019,1200 - 1300,20,88,780
11/4/2019,1300 - 1400,8,38,781
11/4/2019,1400 - 1500,12,33,782
11/4/2019,1600 - 1700,13,25,784
11/4/2019,1700 - 1800,11,29,785
11/4/2019,1800 - 1900,19,77,786
11/4/2019,1900 - 2000,18,56,787
11/4/2019,2000 - 2100,10,23,788
11/4/2019,2100 - 2200,10,37,789
11/4/2019,2300 - 0000,6,19,791
11/4/2019,0500 - 0600,21,60,773
11/4/2019,0600 - 0700,8,22,774
11/4/2019,0700 - 0800,15,60,775
11/4/2019,0800 - 0900,19,59,776
11/4/2019,0900 - 1000,21,62,777
11/4/2019,1000 - 1100,27,49,778
11/4/2019,1100 - 1200,16,59,779
11/4/2019,1200 - 1300,25,51,780
11/4/2019,1400 - 1500,15,66,782
11/4/2019,1500 - 1600,21,45,783
11/4/2019,1600 - 1700,19,78,784
11/4/2019,1700 - 1800,17,26,785
11/4/2019,1800 - 1900,11,36,786
11/4/2019,1900 - 2000,27,62,787
11/4/2019,2100 - 2200,10,34,789
11/5/2019,0700 - 0800,16,29,799
11/5/2019,0900 - 1000,12,48,801
11/5/2019,1000 - 1100,13,54,802
11/5/2019,1100 - 1200,12,55,803
11/5/2019,1200 - 1300,16,97,804
11/5/2019,1300 - 1400,14,63,805
11/5/2019,1400 - 1500,9,39,806
11/5/2019,1500 - 1600,11,30,807
11/5/2019,1700 - 1800,6,14,809
11/5/2019,1800 - 1900,14,50,810
11/5/2019,1900 - 2000,12,37,811
11/5/2019,2000 - 2100,8,23,812
11/5/2019,2200 - 2300,6,16,814
11/5/2019,2300 - 0000,7,29,815
11/5/2019,0500 - 0600,6,20,797
11/5/2019,0600 - 0700,4,17,798
11/5/2019,0700 - 0800,14,77,799
11/5/2019,0800 - 0900,26,76,800
11/5/2019,0900 - 1000,29,113,801
11/5/2019,1000 - 1100,23,35,802
11/5/2019,1100 - 1200,30,127,803
11/5/2019,1200 - 1300,31,99,804
11/5/2019,1400 - 1500,38,76,806
11/5/2019,1500 - 1600,21,63,807
11/5/2019,1600 - 1700,21,60,808
11/5/2019,1700 - 1800,13,33,809
11/5/2019,1800 - 1900,11,26,810
11/5/2019,1900 - 2000,19,61,811
11/5/2019,2000 - 2100,25,67,812
11/6/2019,0800 - 0900,7,28,824
11/6/2019,0900 - 1000,14,45,825
11/6/2019,1000 - 1100,12,45,826
11/6/2019,1100 - 1200,18,54,827
11/6/2019,1200 - 1300,15,70,828
11/6/2019,1300 - 1400,14,54,829
11/6/2019,1400 - 1500,10,43,830
11/6/2019,1500 - 1600,8,22,831
11/6/2019,1700 - 1800,18,54,833
11/6/2019,1800 - 1900,7,37,834
11/6/2019,1900 - 2000,16,57,835
11/6/2019,2000 - 2100,12,35,836
11/6/2019,2100 - 2200,8,25,837
11/6/2019,2200 - 2300,7,17,838
11/6/2019,0500 - 0600,8,17,821
11/6/2019,0600 - 0700,18,51,822
11/6/2019,0700 - 0800,6,20,823
11/6/2019,0800 - 0900,24,78,824
11/6/2019,0900 - 1000,15,50,825
11/6/2019,1000 - 1100,5,16,826
11/6/2019,1100 - 1200,16,58,827
11/6/2019,1200 - 1300,11,43,828
11/6/2019,1300 - 1400,12,26,829
11/6/2019,1400 - 1500,19,61,830
11/6/2019,1500 - 1600,34,50,831
11/6/2019,1600 - 1700,34,78,832
11/6/2019,1700 - 1800,2,8,833
11/6/2019,1800 - 1900,11,38,834
11/6/2019,1900 - 2000,16,52,835
11/6/2019,2000 - 2100,12,34,836
11/7/2019,0000 - 0100,5,12,840
11/7/2019,0900 - 1000,11,66,849
11/7/2019,1000 - 1100,16,60,850
11/7/2019,1100 - 1200,8,25,851
11/7/2019,1200 - 1300,11,38,852
11/7/2019,1300 - 1400,9,37,853
11/7/2019,1400 - 1500,11,35,854
11/7/2019,1500 - 1600,9,23,855
11/7/2019,1700 - 1800,9,17,857
11/7/2019,1800 - 1900,24,96,858
11/7/2019,1900 - 2000,21,85,859
11/7/2019,2000 - 2100,9,31,860
11/7/2019,2100 - 2200,6,18,861
11/7/2019,2300 - 0000,5,17,863
11/7/2019,0500 - 0600,14,40,845
11/7/2019,0600 - 0700,23,54,846
11/7/2019,0700 - 0800,9,24,847
11/7/2019,0800 - 0900,21,88,848
11/7/2019,0900 - 1000,16,61,849
11/7/2019,1000 - 1100,12,28,850
11/7/2019,1100 - 1200,13,53,851
11/7/2019,1200 - 1300,3,11,852
11/7/2019,1300 - 1400,6,17,853
11/7/2019,1400 - 1500,8,22,854
11/7/2019,1500 - 1600,9,23,855
11/7/2019,1600 - 1700,16,47,856
11/7/2019,1700 - 1800,5,15,857
11/7/2019,1800 - 1900,8,31,858
11/7/2019,1900 - 2000,25,51,859
11/7/2019,2000 - 2100,8,22,860
11/8/2019,0900 - 1000,9,41,873
11/8/2019,1000 - 1100,8,17,874
11/8/2019,1100 - 1200,9,56,875
11/8/2019,1200 - 1300,13,41,876
11/8/2019,1300 - 1400,11,88,877
11/8/2019,1400 - 1500,7,31,878
11/8/2019,1500 - 1600,9,31,879
11/8/2019,1700 - 1800,12,60,881
11/8/2019,1800 - 1900,21,107,882
11/8/2019,1900 - 2000,14,89,883
11/8/2019,2000 - 2100,16,40,884
11/8/2019,2100 - 2200,5,21,885
11/8/2019,2300 - 0000,4,11,887
11/8/2019,0500 - 0600,14,69,869
11/8/2019,0600 - 0700,13,43,870
11/8/2019,0700 - 0800,13,48,871
11/8/2019,0800 - 0900,16,38,872
11/8/2019,0900 - 1000,11,24,873
11/8/2019,1000 - 1100,6,23,874
11/8/2019,1100 - 1200,19,78,875
11/8/2019,1200 - 1300,11,46,876
11/8/2019,1300 - 1400,10,23,877
11/8/2019,1400 - 1500,8,43,878
11/8/2019,1500 - 1600,10,29,879
11/8/2019,1600 - 1700,12,36,880
11/8/2019,1800 - 1900,7,33,882
11/8/2019,1900 - 2000,15,41,883
11/8/2019,2000 - 2100,9,61,884
11/8/2019,2100 - 2200,23,31,885
11/9/2019,0000 - 0100,5,18,888
11/9/2019,0700 - 0800,1,2,895
11/9/2019,0900 - 1000,12,75,897
11/9/2019,1000 - 1100,19,76,898
11/9/2019,1100 - 1200,13,91,899
11/9/2019,1200 - 1300,14,90,900
11/9/2019,1300 - 1400,7,50,901
11/9/2019,1400 - 1500,8,27,902
11/9/2019,1500 - 1600,8,23,903
11/9/2019,1600 - 1700,7,26,904
11/9/2019,1700 - 1800,20,87,905
11/9/2019,1800 - 1900,17,53,906
11/9/2019,1900 - 2000,15,34,907
11/9/2019,2100 - 2200,12,24,909
11/9/2019,2200 - 2300,8,21,910
11/9/2019,2300 - 0000,6,17,911
11/9/2019,0500 - 0600,7,17,893
11/9/2019,0600 - 0700,22,67,894
11/9/2019,0700 - 0800,13,51,895
11/9/2019,0800 - 0900,18,72,896
11/9/2019,0900 - 1000,12,47,897
11/9/2019,1000 - 1100,13,31,898
11/9/2019,1100 - 1200,14,47,899
11/9/2019,1200 - 1300,10,26,900
11/9/2019,1300 - 1400,22,106,901
11/9/2019,1400 - 1500,30,71,902
11/9/2019,1500 - 1600,35,100,903
11/9/2019,1600 - 1700,45,135,904
11/9/2019,1700 - 1800,9,37,905
11/9/2019,1800 - 1900,15,44,906
11/9/2019,1900 - 2000,13,85,907
11/9/2019,2000 - 2100,13,25,908
11/9/2019,2100 - 2200,7,14,909
11/10/2019,0800 - 0900,18,54,920
11/10/2019,0900 - 1000,11,53,921
11/10/2019,1000 - 1100,14,38,922
11/10/2019,1200 - 1300,11,53,924
11/10/2019,1300 - 1400,13,60,925
11/10/2019,1400 - 1500,14,61,926
11/10/2019,1600 - 1700,11,34,928
11/10/2019,1700 - 1800,32,78,929
11/10/2019,1800 - 1900,28,69,930
11/10/2019,1900 - 2000,9,20,931
11/10/2019,2000 - 2100,13,37,932
11/10/2019,2100 - 2200,10,20,933
11/10/2019,2200 - 2300,7,16,934
11/10/2019,2300 - 0000,7,20,935
11/10/2019,0600 - 0700,29,127,918
11/10/2019,0700 - 0800,17,125,919
11/10/2019,0800 - 0900,17,43,920
11/10/2019,0900 - 1000,18,38,921
11/10/2019,1000 - 1100,17,30,922
11/10/2019,1100 - 1200,12,36,923
11/10/2019,1200 - 1300,12,52,924
11/10/2019,1300 - 1400,17,34,925
11/10/2019,1400 - 1500,19,51,926
11/10/2019,1500 - 1600,21,88,927
11/10/2019,1600 - 1700,10,24,928
11/10/2019,1700 - 1800,11,20,929
11/10/2019,1800 - 1900,13,62,930
11/10/2019,1900 - 2000,20,56,931
11/10/2019,2000 - 2100,13,68,932
11/11/2019,0800 - 0900,10,23,944
11/11/2019,0900 - 1000,13,80,945
11/11/2019,1000 - 1100,9,22,946
11/11/2019,1100 - 1200,8,42,947
11/11/2019,1200 - 1300,17,53,948
11/11/2019,1300 - 1400,15,78,949
11/11/2019,1400 - 1500,6,15,950
11/11/2019,1600 - 1700,5,20,952
11/11/2019,1700 - 1800,12,50,953
11/11/2019,1800 - 1900,32,80,954
11/11/2019,1900 - 2000,13,52,955
11/11/2019,2000 - 2100,10,36,956
11/11/2019,2100 - 2200,11,36,957
11/11/2019,2300 - 0000,18,38,959
11/11/2019,0500 - 0600,25,73,941
11/11/2019,0600 - 0700,20,88,942
11/11/2019,0700 - 0800,9,63,943
11/11/2019,0800 - 0900,8,65,944
11/11/2019,0900 - 1000,4,14,945
11/11/2019,1000 - 1100,11,24,946
11/11/2019,1100 - 1200,15,45,947
11/11/2019,1200 - 1300,21,53,948
11/11/2019,1300 - 1400,24,49,949
11/11/2019,1400 - 1500,21,92,950
11/11/2019,1500 - 1600,20,51,951
11/11/2019,1600 - 1700,10,17,952
11/11/2019,1800 - 1900,10,36,954
11/11/2019,1900 - 2000,14,49,955
11/11/2019,2000 - 2100,8,20,956
11/11/2019,2100 - 2200,5,14,957
11/12/2019,0800 - 0900,7,50,968
11/12/2019,0900 - 1000,16,104,969
11/12/2019,1000 - 1100,16,50,970
11/12/2019,1100 - 1200,10,57,971
11/12/2019,1200 - 1300,16,38,972
11/12/2019,1300 - 1400,20,90,973
11/12/2019,1400 - 1500,9,16,974
11/12/2019,1500 - 1600,7,24,975
11/12/2019,1700 - 1800,12,21,977
11/12/2019,1800 - 1900,16,77,978
11/12/2019,1900 - 2000,20,47,979
11/12/2019,2100 - 2200,10,28,981
11/12/2019,2300 - 0000,14,40,983
11/12/2019,0500 - 0600,9,19,965
11/12/2019,0600 - 0700,13,32,966
11/12/2019,0700 - 0800,14,90,967
11/12/2019,0800 - 0900,19,92,968
11/12/2019,0900 - 1000,13,34,969
11/12/2019,1000 - 1100,20,69,970
11/12/2019,1100 - 1200,16,42,971
11/12/2019,1200 - 1300,13,38,972
11/12/2019,1400 - 1500,17,78,974
11/12/2019,1500 - 1600,19,51,975
11/12/2019,1600 - 1700,18,51,976
11/12/2019,1700 - 1800,6,12,977
11/12/2019,1800 - 1900,15,43,978
11/12/2019,1900 - 2000,21,41,979
11/12/2019,2000 - 2100,13,69,980
11/12/2019,2100 - 2200,9,19,981
11/13/2019,0900 - 1000,8,29,993
11/13/2019,1000 - 1100,15,67,994
11/13/2019,1100 - 1200,10,41,995
11/13/2019,1200 - 1300,13,85,996
11/13/2019,1300 - 1400,17,100,997
11/13/2019,1400 - 1500,10,39,998
11/13/2019,1500 - 1600,22,39,999
11/13/2019,1700 - 1800,2,7,1001
11/13/2019,1800 - 1900,18,70,1002
11/13/2019,1900 - 2000,12,49,1003
11/13/2019,2000 - 2100,13,35,1004
11/13/2019,2200 - 2300,4,12,1006
11/13/2019,2300 - 0000,5,18,1007
11/13/2019,0500 - 0600,26,45,989
11/13/2019,0600 - 0700,15,63,990
11/13/2019,0700 - 0800,34,94,991
11/13/2019,0800 - 0900,33,104,992
11/13/2019,0900 - 1000,20,91,993
11/13/2019,1000 - 1100,12,29,994
11/13/2019,1100 - 1200,22,68,995
11/13/2019,1200 - 1300,15,55,996
11/13/2019,1300 - 1400,14,33,997
11/13/2019,1400 - 1500,18,48,998
11/13/2019,1500 - 1600,8,16,999
11/13/2019,1600 - 1700,16,53,1000
11/13/2019,1700 - 1800,7,16,1001
11/13/2019,1800 - 1900,16,44,1002
11/13/2019,1900 - 2000,11,34,1003
11/13/2019,2000 - 2100,7,24,1004
11/14/2019,0800 - 0900,15,56,1016
11/14/2019,0900 - 1000,15,70,1017
11/14/2019,1000 - 1100,16,44,1018
11/14/2019,1100 - 1200,11,40,1019
11/14/2019,1200 - 1300,14,76,1020
11/14/2019,1300 - 1400,11,39,1021
11/14/2019,1400 - 1500,12,34,1022
11/14/2019,1600 - 1700,10,22,1024
11/14/2019,1700 - 1800,21,75,1025
11/14/2019,1800 - 1900,20,54,1026
11/14/2019,1900 - 2000,16,56,1027
11/14/2019,2100 - 2200,9,23,1029
11/14/2019,2300 - 0000,7,16,1031
11/14/2019,0500 - 0600,31,64,1013
11/14/2019,0600 - 0700,32,89,1014
11/14/2019,0700 - 0800,10,85,1015
11/14/2019,0800 - 0900,15,44,1016
11/14/2019,0900 - 1000,20,39,1017
11/14/2019,1000 - 1100,5,19,1018
11/14/2019,1100 - 1200,5,18,1019
11/14/2019,1200 - 1300,10,64,1020
11/14/2019,1300 - 1400,16,37,1021
11/14/2019,1400 - 1500,14,52,1022
11/14/2019,1500 - 1600,16,40,1023
11/14/2019,1600 - 1700,12,39,1024
11/14/2019,1700 - 1800,7,19,1025
11/14/2019,1800 - 1900,20,44,1026
11/14/2019,1900 - 2000,10,43,1027
11/14/2019,2000 - 2100,9,27,1028
11/15/2019,0000 - 0100,11,23,1032
11/15/2019,0900 - 1000,8,64,1041
11/15/2019,1000 - 1100,9,25,1042
11/15/2019,1100 - 1200,10,39,1043
11/15/2019,1200 - 1300,12,32,1044
11/15/2019,1300 - 1400,15,125,1045
11/15/2019,1400 - 1500,12,89,1046
11/15/2019,1700 - 1800,19,88,1049
11/15/2019,1800 - 1900,25,91,1050
11/15/2019,1900 - 2000,22,70,1051
11/15/2019,2000 - 2100,12,32,1052
11/15/2019,2100 - 2200,7,15,1053
11/15/2019,2200 - 2300,7,18,1054
11/15/2019,2300 - 0000,19,32,1055
11/15/2019,0500 - 0600,11,78,1037
11/15/2019,0600 - 0700,20,112,1038
11/15/2019,0700 - 0800,23,124,1039
11/15/2019,0800 - 0900,31,83,1040
11/15/2019,0900 - 1000,24,102,1041
11/15/2019,1000 - 1100,15,46,1042
11/15/2019,1100 - 1200,26,84,1043
11/15/2019,1200 - 1300,26,75,1044
11/15/2019,1300 - 1400,10,28,1045
11/15/2019,1400 - 1500,7,23,1046
11/15/2019,1500 - 1600,9,47,1047
11/15/2019,1600 - 1700,10,56,1048
11/15/2019,1700 - 1800,6,24,1049
11/15/2019,1800 - 1900,6,16,1050
11/15/2019,1900 - 2000,14,36,1051
11/15/2019,2000 - 2100,15,58,1052
11/15/2019,2100 - 2200,6,27,1053
11/16/2019,0900 - 1000,11,84,1065
11/16/2019,1000 - 1100,20,107,1066
11/16/2019,1100 - 1200,11,66,1067
11/16/2019,1200 - 1300,14,42,1068
11/16/2019,1300 - 1400,15,93,1069
11/16/2019,1400 - 1500,15,54,1070
11/16/2019,1600 - 1700,10,31,1072
11/16/2019,1700 - 1800,27,63,1073
11/16/2019,1800 - 1900,16,70,1074
11/16/2019,1900 - 2000,11,32,1075
11/16/2019,2000 - 2100,11,28,1076
11/16/2019,2100 - 2200,11,27,1077
11/16/2019,2200 - 2300,8,20,1078
11/16/2019,0500 - 0600,8,18,1061
11/16/2019,0600 - 0700,14,75,1062
11/16/2019,0700 - 0800,12,36,1063
11/16/2019,0800 - 0900,32,121,1064
11/16/2019,1000 - 1100,10,25,1066
11/16/2019,1100 - 1200,12,46,1067
11/16/2019,1300 - 1400,11,40,1069
11/16/2019,1400 - 1500,12,94,1070
11/16/2019,1500 - 1600,15,76,1071
11/16/2019,1600 - 1700,27,63,1072
11/16/2019,1700 - 1800,9,21,1073
11/16/2019,1800 - 1900,10,28,1074
11/16/2019,1900 - 2000,22,93,1075
11/16/2019,2000 - 2100,17,31,1076
11/16/2019,2100 - 2200,13,21,1077
11/17/2019,0000 - 0100,8,16,1080
11/17/2019,0900 - 1000,12,59,1089
11/17/2019,1000 - 1100,11,39,1090
11/17/2019,1100 - 1200,12,32,1091
11/17/2019,1200 - 1300,13,39,1092
11/17/2019,1300 - 1400,15,90,1093
11/17/2019,1400 - 1500,8,38,1094
11/17/2019,1700 - 1800,22,70,1097
11/17/2019,1800 - 1900,15,55,1098
11/17/2019,2000 - 2100,15,44,1100
11/17/2019,2100 - 2200,12,55,1101
11/17/2019,2200 - 2300,7,17,1102
11/17/2019,2300 - 0000,5,14,1103
11/17/2019,0500 - 0600,12,41,1085
11/17/2019,0600 - 0700,25,64,1086
11/17/2019,0700 - 0800,31,96,1087
11/17/2019,0800 - 0900,18,49,1088
11/17/2019,0900 - 1000,28,59,1089
11/17/2019,1000 - 1100,22,74,1090
11/17/2019,1100 - 1200,20,112,1091
11/17/2019,1200 - 1300,15,98,1092
11/17/2019,1300 - 1400,14,39,1093
11/17/2019,1400 - 1500,17,39,1094
11/17/2019,1500 - 1600,13,32,1095
11/17/2019,1600 - 1700,13,35,1096
11/17/2019,1700 - 1800,10,27,1097
11/17/2019,1800 - 1900,15,42,1098
11/17/2019,1900 - 2000,24,62,1099
11/17/2019,2000 - 2100,25,55,1100
11/17/2019,2100 - 2200,24,40,1101
11/18/2019,0900 - 1000,9,45,1113
11/18/2019,1000 - 1100,13,37,1114
11/18/2019,1100 - 1200,7,11,1115
11/18/2019,1200 - 1300,15,49,1116
11/18/2019,1300 - 1400,21,107,1117
11/18/2019,1400 - 1500,10,27,1118
11/18/2019,1500 - 1600,10,40,1119
11/18/2019,1700 - 1800,14,30,1121
11/18/2019,1800 - 1900,24,79,1122
11/18/2019,1900 - 2000,19,61,1123
11/18/2019,2100 - 2200,9,35,1125
11/18/2019,2300 - 0000,5,15,1127
11/18/2019,0500 - 0600,46,107,1109
11/18/2019,0600 - 0700,32,79,1110
11/18/2019,0700 - 0800,15,59,1111
