date,hour,Average Wait Time,Max Wait Time,time
11/28/2019,0900 - 1000,26,50,1353
11/28/2019,1100 - 1200,15,45,1355
11/28/2019,1200 - 1300,19,46,1356
11/28/2019,1300 - 1400,10,26,1357
11/28/2019,1400 - 1500,32,106,1358
11/28/2019,1500 - 1600,52,119,1359
11/28/2019,1600 - 1700,66,156,1360
11/28/2019,1700 - 1800,84,113,1361
11/28/2019,1800 - 1900,44,86,1362
11/28/2019,1900 - 2000,23,54,1363
11/28/2019,2000 - 2100,14,37,1364
11/29/2019,0800 - 0900,14,83,1376
11/29/2019,0900 - 1000,14,95,1377
11/29/2019,1000 - 1100,14,31,1378
11/29/2019,1100 - 1200,12,29,1379
11/29/2019,1200 - 1300,17,67,1380
11/29/2019,1300 - 1400,19,68,1381
11/29/2019,1400 - 1500,12,28,1382
11/29/2019,1500 - 1600,19,30,1383
11/29/2019,1600 - 1700,16,36,1384
11/29/2019,1700 - 1800,20,70,1385
11/29/2019,1800 - 1900,21,93,1386
11/29/2019,1900 - 2000,15,54,1387
11/29/2019,2000 - 2100,15,29,1388
11/29/2019,2200 - 2300,6,12,1390
11/29/2019,2300 - 0000,6,17,1391
11/29/2019,0500 - 0600,8,21,1373
11/29/2019,0600 - 0700,25,95,1374
11/29/2019,0700 - 0800,16,125,1375
11/29/2019,0800 - 0900,23,107,1376
11/29/2019,0900 - 1000,19,75,1377
11/29/2019,1000 - 1100,17,51,1378
11/29/2019,1100 - 1200,21,64,1379
11/29/2019,1200 - 1300,19,48,1380
11/29/2019,1300 - 1400,10,20,1381
11/29/2019,1400 - 1500,18,103,1382
11/29/2019,1500 - 1600,23,70,1383
11/29/2019,1600 - 1700,14,40,1384
11/29/2019,1700 - 1800,15,51,1385
11/29/2019,1800 - 1900,12,29,1386
11/29/2019,1900 - 2000,14,36,1387
11/29/2019,2000 - 2100,13,46,1388
11/29/2019,2100 - 2200,7,16,1389
11/30/2019,0000 - 0100,12,20,1392
11/30/2019,0900 - 1000,11,46,1401
11/30/2019,1000 - 1100,14,48,1402
11/30/2019,1100 - 1200,14,57,1403
11/30/2019,1200 - 1300,13,43,1404
11/30/2019,1300 - 1400,17,99,1405
11/30/2019,1400 - 1500,9,72,1406
11/30/2019,1500 - 1600,12,34,1407
11/30/2019,1700 - 1800,13,33,1409
11/30/2019,1800 - 1900,20,52,1410
11/30/2019,1900 - 2000,12,43,1411
11/30/2019,2000 - 2100,5,11,1412
11/30/2019,2100 - 2200,13,29,1413
11/30/2019,2200 - 2300,7,33,1414
11/30/2019,2300 - 0000,8,25,1415
11/30/2019,0500 - 0600,31,48,1397
11/30/2019,0600 - 0700,19,39,1398
11/30/2019,0800 - 0900,22,68,1400
11/30/2019,0900 - 1000,22,56,1401
11/30/2019,1000 - 1100,16,34,1402
11/30/2019,1100 - 1200,12,24,1403
11/30/2019,1200 - 1300,11,25,1404
11/30/2019,1300 - 1400,10,31,1405
11/30/2019,1400 - 1500,30,63,1406
11/30/2019,1500 - 1600,19,62,1407
11/30/2019,1600 - 1700,14,33,1408
11/30/2019,1700 - 1800,9,23,1409
11/30/2019,1800 - 1900,8,34,1410
11/30/2019,1900 - 2000,11,25,1411
11/30/2019,2000 - 2100,11,29,1412
11/30/2019,2100 - 2200,9,19,1413
11/30/2019,2200 - 2300,1,2,1414
11/30/2019,2300 - 0000,3,9,1415
12/1/2019,0900 - 1000,10,28,1425
12/1/2019,1000 - 1100,13,33,1426
12/1/2019,1100 - 1200,10,42,1427
12/1/2019,1200 - 1300,12,55,1428
12/1/2019,1300 - 1400,20,52,1429
12/1/2019,1400 - 1500,7,24,1430
12/1/2019,1500 - 1600,12,29,1431
12/1/2019,1700 - 1800,21,42,1433
12/1/2019,1800 - 1900,15,37,1434
12/1/2019,1900 - 2000,11,27,1435
12/1/2019,2000 - 2100,8,19,1436
12/1/2019,2100 - 2200,11,27,1437
12/1/2019,2200 - 2300,8,24,1438
12/1/2019,2300 - 0000,8,23,1439
12/1/2019,0600 - 0700,17,56,1422
12/1/2019,0700 - 0800,62,165,1423
12/1/2019,0800 - 0900,20,103,1424
12/1/2019,0900 - 1000,21,119,1425
12/1/2019,1000 - 1100,22,125,1426
12/1/2019,1100 - 1200,22,116,1427
12/1/2019,1200 - 1300,15,53,1428
12/1/2019,1300 - 1400,13,67,1429
12/1/2019,1400 - 1500,22,51,1430
12/1/2019,1500 - 1600,11,30,1431
12/1/2019,1600 - 1700,8,23,1432
12/1/2019,1700 - 1800,15,44,1433
12/1/2019,1800 - 1900,16,38,1434
12/1/2019,1900 - 2000,9,20,1435
12/1/2019,2000 - 2100,17,40,1436
12/1/2019,2200 - 2300,5,11,1438
12/1/2019,2300 - 0000,3,6,1439
12/2/2019,0900 - 1000,11,54,1449
12/2/2019,1000 - 1100,10,26,1450
12/2/2019,1100 - 1200,6,17,1451
12/2/2019,1200 - 1300,18,58,1452
12/2/2019,1400 - 1500,12,39,1454
12/2/2019,1500 - 1600,13,31,1455
12/2/2019,1700 - 1800,17,40,1457
12/2/2019,1800 - 1900,19,44,1458
12/2/2019,1900 - 2000,12,34,1459
12/2/2019,2100 - 2200,8,29,1461
12/2/2019,2200 - 2300,5,19,1462
12/2/2019,2300 - 0000,6,16,1463
12/2/2019,0500 - 0600,9,21,1445
12/2/2019,0600 - 0700,19,60,1446
12/2/2019,0700 - 0800,22,66,1447
12/2/2019,0800 - 0900,20,104,1448
12/2/2019,0900 - 1000,15,70,1449
12/2/2019,1000 - 1100,20,46,1450
12/2/2019,1100 - 1200,23,70,1451
12/2/2019,1200 - 1300,32,43,1452
12/2/2019,1300 - 1400,11,26,1453
12/2/2019,1400 - 1500,20,56,1454
12/2/2019,1500 - 1600,23,83,1455
12/2/2019,1600 - 1700,21,79,1456
12/2/2019,1700 - 1800,25,58,1457
12/2/2019,1800 - 1900,24,94,1458
12/2/2019,1900 - 2000,17,63,1459
12/2/2019,2100 - 2200,6,20,1461
12/2/2019,2200 - 2300,8,20,1462
12/3/2019,0000 - 0100,5,13,1464
12/3/2019,0800 - 0900,35,87,1472
12/3/2019,0900 - 1000,24,117,1473
12/3/2019,1000 - 1100,20,82,1474
12/3/2019,1100 - 1200,9,34,1475
12/3/2019,1200 - 1300,17,83,1476
12/3/2019,1300 - 1400,11,38,1477
12/3/2019,1400 - 1500,18,54,1478
12/3/2019,1500 - 1600,13,48,1479
12/3/2019,1600 - 1700,14,37,1480
12/3/2019,1700 - 1800,19,27,1481
12/3/2019,1800 - 1900,13,35,1482
12/3/2019,1900 - 2000,17,79,1483
12/3/2019,2100 - 2200,8,52,1485
12/3/2019,2300 - 0000,11,28,1487
12/3/2019,0500 - 0600,15,24,1469
12/3/2019,0600 - 0700,27,65,1470
12/3/2019,0700 - 0800,16,45,1471
12/3/2019,0800 - 0900,32,108,1472
12/3/2019,1000 - 1100,23,67,1474
12/3/2019,1100 - 1200,22,72,1475
12/3/2019,1200 - 1300,10,21,1476
12/3/2019,1300 - 1400,28,63,1477
12/3/2019,1400 - 1500,27,57,1478
12/3/2019,1500 - 1600,13,38,1479
12/3/2019,1600 - 1700,17,48,1480
12/3/2019,1800 - 1900,14,27,1482
12/3/2019,1900 - 2000,20,49,1483
12/3/2019,2000 - 2100,25,60,1484
12/4/2019,0800 - 0900,26,49,1496
12/4/2019,0900 - 1000,12,67,1497
12/4/2019,1000 - 1100,14,42,1498
12/4/2019,1100 - 1200,8,33,1499
12/4/2019,1200 - 1300,16,78,1500
12/4/2019,1300 - 1400,21,93,1501
12/4/2019,1400 - 1500,14,63,1502
12/4/2019,1700 - 1800,15,54,1505
12/4/2019,1800 - 1900,30,80,1506
12/4/2019,1900 - 2000,30,78,1507
12/4/2019,2000 - 2100,15,46,1508
12/4/2019,2100 - 2200,15,26,1509
12/4/2019,2200 - 2300,5,20,1510
12/4/2019,2300 - 0000,8,22,1511
12/4/2019,0500 - 0600,23,65,1493
12/4/2019,0600 - 0700,20,53,1494
12/4/2019,0700 - 0800,27,70,1495
12/4/2019,0800 - 0900,32,75,1496
12/4/2019,0900 - 1000,29,82,1497
12/4/2019,1000 - 1100,19,53,1498
12/4/2019,1100 - 1200,25,90,1499
12/4/2019,1200 - 1300,22,64,1500
12/4/2019,1400 - 1500,18,52,1502
12/4/2019,1500 - 1600,8,31,1503
12/4/2019,1600 - 1700,18,60,1504
12/4/2019,1700 - 1800,23,36,1505
12/4/2019,1800 - 1900,8,44,1506
12/4/2019,1900 - 2000,13,64,1507
12/4/2019,2000 - 2100,11,66,1508
12/4/2019,2100 - 2200,10,21,1509
12/5/2019,0000 - 0100,8,26,1512
12/5/2019,0800 - 0900,15,40,1520
12/5/2019,0900 - 1000,12,48,1521
12/5/2019,1000 - 1100,15,82,1522
12/5/2019,1100 - 1200,13,55,1523
12/5/2019,1200 - 1300,19,77,1524
12/5/2019,1300 - 1400,17,71,1525
12/5/2019,1400 - 1500,7,15,1526
12/5/2019,1500 - 1600,13,38,1527
12/5/2019,1600 - 1700,17,42,1528
12/5/2019,1700 - 1800,12,43,1529
12/5/2019,1800 - 1900,13,55,1530
12/5/2019,1900 - 2000,19,71,1531
12/5/2019,2100 - 2200,3,15,1533
12/5/2019,2200 - 2300,4,15,1534
12/5/2019,0500 - 0600,42,96,1517
12/5/2019,0600 - 0700,38,124,1518
12/5/2019,0700 - 0800,22,123,1519
12/5/2019,0800 - 0900,21,98,1520
12/5/2019,0900 - 1000,16,33,1521
12/5/2019,1000 - 1100,13,29,1522
12/5/2019,1100 - 1200,9,22,1523
12/5/2019,1200 - 1300,6,22,1524
12/5/2019,1300 - 1400,11,53,1525
12/5/2019,1400 - 1500,26,73,1526
12/5/2019,1500 - 1600,19,45,1527
12/5/2019,1600 - 1700,30,93,1528
12/5/2019,1700 - 1800,29,65,1529
12/5/2019,1800 - 1900,20,59,1530
12/5/2019,1900 - 2000,38,74,1531
12/5/2019,2000 - 2100,15,48,1532
12/6/2019,0000 - 0100,11,45,1536
12/6/2019,0800 - 0900,13,58,1544
12/6/2019,0900 - 1000,16,58,1545
12/6/2019,1000 - 1100,5,10,1546
12/6/2019,1100 - 1200,9,36,1547
12/6/2019,1200 - 1300,15,52,1548
12/6/2019,1300 - 1400,10,40,1549
12/6/2019,1400 - 1500,12,44,1550
12/6/2019,1500 - 1600,14,40,1551
12/6/2019,1600 - 1700,8,26,1552
12/6/2019,1700 - 1800,27,101,1553
12/6/2019,1800 - 1900,14,73,1554
12/6/2019,1900 - 2000,16,62,1555
12/6/2019,2000 - 2100,7,35,1556
12/6/2019,2100 - 2200,5,14,1557
12/6/2019,2300 - 0000,8,24,1559
12/6/2019,0500 - 0600,26,74,1541
12/6/2019,0600 - 0700,19,53,1542
12/6/2019,0700 - 0800,11,74,1543
12/6/2019,0800 - 0900,17,60,1544
12/6/2019,0900 - 1000,6,21,1545
12/6/2019,1000 - 1100,5,15,1546
12/6/2019,1100 - 1200,14,31,1547
12/6/2019,1200 - 1300,6,21,1548
12/6/2019,1300 - 1400,28,101,1549
12/6/2019,1400 - 1500,21,80,1550
12/6/2019,1500 - 1600,13,70,1551
12/6/2019,1600 - 1700,12,61,1552
12/6/2019,1700 - 1800,12,31,1553
12/6/2019,1800 - 1900,15,55,1554
12/6/2019,1900 - 2000,16,39,1555
12/6/2019,2000 - 2100,17,65,1556
12/6/2019,2100 - 2200,16,55,1557
12/7/2019,0000 - 0100,7,16,1560
12/7/2019,0800 - 0900,38,150,1568
12/7/2019,0900 - 1000,23,107,1569
12/7/2019,1000 - 1100,14,147,1570
12/7/2019,1100 - 1200,15,82,1571
12/7/2019,1200 - 1300,13,41,1572
12/7/2019,1300 - 1400,16,99,1573
12/7/2019,1400 - 1500,7,99,1574
12/7/2019,1500 - 1600,6,32,1575
12/7/2019,1700 - 1800,18,59,1577
12/7/2019,1800 - 1900,19,51,1578
12/7/2019,1900 - 2000,15,38,1579
12/7/2019,2000 - 2100,14,46,1580
12/7/2019,2100 - 2200,14,26,1581
12/7/2019,2300 - 0000,8,23,1583
12/7/2019,0500 - 0600,34,74,1565
12/7/2019,0600 - 0700,36,171,1566
12/7/2019,0700 - 0800,28,67,1567
12/7/2019,0800 - 0900,25,70,1568
12/7/2019,0900 - 1000,22,53,1569
12/7/2019,1000 - 1100,30,83,1570
12/7/2019,1100 - 1200,28,70,1571
12/7/2019,1300 - 1400,8,39,1573
12/7/2019,1400 - 1500,30,69,1574
12/7/2019,1500 - 1600,21,78,1575
12/7/2019,1600 - 1700,22,39,1576
12/7/2019,1700 - 1800,14,37,1577
12/7/2019,1800 - 1900,12,33,1578
12/7/2019,1900 - 2000,39,84,1579
12/7/2019,2000 - 2100,21,54,1580
12/7/2019,2100 - 2200,19,28,1581
12/8/2019,0000 - 0100,25,32,1584
12/8/2019,0800 - 0900,28,68,1592
12/8/2019,0900 - 1000,20,67,1593
12/8/2019,1000 - 1100,8,17,1594
12/8/2019,1100 - 1200,12,34,1595
12/8/2019,1200 - 1300,19,133,1596
12/8/2019,1300 - 1400,12,81,1597
12/8/2019,1400 - 1500,12,62,1598
12/8/2019,1600 - 1700,16,34,1600
12/8/2019,1700 - 1800,22,93,1601
12/8/2019,1800 - 1900,28,89,1602
12/8/2019,1900 - 2000,17,72,1603
12/8/2019,2000 - 2100,7,29,1604
12/8/2019,2100 - 2200,7,17,1605
12/8/2019,2300 - 0000,4,12,1607
12/8/2019,0500 - 0600,25,61,1589
12/8/2019,0600 - 0700,25,92,1590
12/8/2019,0700 - 0800,19,59,1591
12/8/2019,0800 - 0900,25,102,1592
12/8/2019,0900 - 1000,22,51,1593
12/8/2019,1000 - 1100,19,39,1594
12/8/2019,1100 - 1200,12,54,1595
12/8/2019,1200 - 1300,23,48,1596
12/8/2019,1300 - 1400,20,60,1597
12/8/2019,1400 - 1500,40,104,1598
12/8/2019,1500 - 1600,12,43,1599
12/8/2019,1600 - 1700,22,82,1600
12/8/2019,1700 - 1800,9,53,1601
12/8/2019,1800 - 1900,22,61,1602
12/8/2019,1900 - 2000,16,75,1603
12/8/2019,2000 - 2100,21,46,1604
12/8/2019,2100 - 2200,14,29,1605
12/9/2019,0000 - 0100,6,18,1608
12/9/2019,0900 - 1000,13,62,1617
12/9/2019,1000 - 1100,10,23,1618
12/9/2019,1100 - 1200,7,24,1619
12/9/2019,1200 - 1300,18,99,1620
12/9/2019,1300 - 1400,15,65,1621
12/9/2019,1400 - 1500,8,57,1622
12/9/2019,1500 - 1600,14,46,1623
12/9/2019,1700 - 1800,21,77,1625
12/9/2019,1800 - 1900,20,76,1626
12/9/2019,1900 - 2000,14,62,1627
12/9/2019,2000 - 2100,11,30,1628
12/9/2019,2100 - 2200,10,22,1629
12/9/2019,2300 - 0000,9,23,1631
12/9/2019,0500 - 0600,47,103,1613
12/9/2019,0600 - 0700,43,158,1614
12/9/2019,0700 - 0800,49,127,1615
12/9/2019,0800 - 0900,33,120,1616
12/9/2019,1000 - 1100,20,53,1618
12/9/2019,1100 - 1200,14,35,1619
12/9/2019,1200 - 1300,26,99,1620
12/9/2019,1300 - 1400,13,33,1621
12/9/2019,1400 - 1500,27,75,1622
12/9/2019,1500 - 1600,21,43,1623
12/9/2019,1600 - 1700,25,89,1624
12/9/2019,1700 - 1800,20,44,1625
12/9/2019,1800 - 1900,22,49,1626
12/9/2019,1900 - 2000,9,36,1627
12/9/2019,2000 - 2100,12,26,1628
12/10/2019,0000 - 0100,10,22,1632
12/10/2019,0800 - 0900,33,121,1640
12/10/2019,0900 - 1000,15,119,1641
12/10/2019,1000 - 1100,22,86,1642
12/10/2019,1100 - 1200,9,26,1643
12/10/2019,1200 - 1300,13,56,1644
12/10/2019,1300 - 1400,19,98,1645
12/10/2019,1400 - 1500,10,49,1646
12/10/2019,1500 - 1600,8,43,1647
12/10/2019,1600 - 1700,12,34,1648
12/10/2019,1700 - 1800,15,56,1649
12/10/2019,1800 - 1900,13,56,1650
12/10/2019,1900 - 2000,15,47,1651
12/10/2019,2000 - 2100,13,45,1652
12/10/2019,2100 - 2200,8,25,1653
12/10/2019,2300 - 0000,7,23,1655
12/10/2019,0500 - 0600,24,74,1637
12/10/2019,0600 - 0700,27,81,1638
12/10/2019,0700 - 0800,24,96,1639
12/10/2019,0800 - 0900,26,76,1640
12/10/2019,0900 - 1000,17,30,1641
12/10/2019,1000 - 1100,17,45,1642
12/10/2019,1100 - 1200,21,41,1643
12/10/2019,1200 - 1300,6,18,1644
12/10/2019,1300 - 1400,8,31,1645
12/10/2019,1400 - 1500,18,55,1646
12/10/2019,1500 - 1600,10,27,1647
12/10/2019,1600 - 1700,12,37,1648
12/10/2019,1700 - 1800,13,71,1649
12/10/2019,1900 - 2000,15,27,1651
12/10/2019,2000 - 2100,17,65,1652
12/10/2019,2100 - 2200,26,52,1653
12/11/2019,0800 - 0900,33,67,1664
12/11/2019,0900 - 1000,9,51,1665
12/11/2019,1000 - 1100,16,47,1666
12/11/2019,1100 - 1200,11,23,1667
12/11/2019,1200 - 1300,11,62,1668
12/11/2019,1300 - 1400,16,55,1669
12/11/2019,1400 - 1500,8,32,1670
12/11/2019,1700 - 1800,18,74,1673
12/11/2019,1800 - 1900,17,93,1674
12/11/2019,1900 - 2000,12,70,1675
12/11/2019,2000 - 2100,10,25,1676
12/11/2019,2100 - 2200,8,33,1677
12/11/2019,2300 - 0000,9,40,1679
12/11/2019,0500 - 0600,17,37,1661
12/11/2019,0600 - 0700,21,98,1662
12/11/2019,0700 - 0800,18,45,1663
12/11/2019,0800 - 0900,12,49,1664
12/11/2019,0900 - 1000,16,37,1665
12/11/2019,1000 - 1100,16,70,1666
12/11/2019,1100 - 1200,33,72,1667
12/11/2019,1200 - 1300,15,39,1668
12/11/2019,1300 - 1400,11,34,1669
12/11/2019,1400 - 1500,15,64,1670
12/11/2019,1500 - 1600,13,29,1671
12/11/2019,1600 - 1700,26,80,1672
12/11/2019,1700 - 1800,16,45,1673
12/11/2019,1800 - 1900,3,11,1674
12/11/2019,1900 - 2000,17,51,1675
12/11/2019,2000 - 2100,15,31,1676
12/11/2019,2100 - 2200,10,21,1677
12/12/2019,0000 - 0100,11,31,1680
12/12/2019,0800 - 0900,33,114,1688
12/12/2019,0900 - 1000,15,70,1689
12/12/2019,1000 - 1100,10,20,1690
12/12/2019,1100 - 1200,15,82,1691
12/12/2019,1200 - 1300,12,37,1692
12/12/2019,1300 - 1400,15,124,1693
12/12/2019,1400 - 1500,12,76,1694
12/12/2019,1500 - 1600,14,43,1695
12/12/2019,1700 - 1800,17,55,1697
12/12/2019,1800 - 1900,24,70,1698
12/12/2019,1900 - 2000,24,65,1699
12/12/2019,2000 - 2100,9,39,1700
12/12/2019,2100 - 2200,3,7,1701
12/12/2019,2300 - 0000,7,17,1703
12/12/2019,0500 - 0600,34,126,1685
12/12/2019,0600 - 0700,45,132,1686
12/12/2019,0700 - 0800,38,162,1687
12/12/2019,0800 - 0900,39,91,1688
12/12/2019,0900 - 1000,37,80,1689
12/12/2019,1000 - 1100,11,29,1690
12/12/2019,1100 - 1200,23,60,1691
12/12/2019,1200 - 1300,19,50,1692
12/12/2019,1300 - 1400,8,26,1693
12/12/2019,1400 - 1500,27,79,1694
12/12/2019,1500 - 1600,17,122,1695
12/12/2019,1600 - 1700,21,125,1696
12/12/2019,1700 - 1800,18,60,1697
12/12/2019,1800 - 1900,11,18,1698
12/12/2019,1900 - 2000,16,56,1699
12/12/2019,2000 - 2100,14,33,1700
12/13/2019,0000 - 0100,9,23,1704
12/13/2019,0800 - 0900,15,41,1712
12/13/2019,0900 - 1000,7,36,1713
12/13/2019,1000 - 1100,10,24,1714
12/13/2019,1100 - 1200,15,21,1715
12/13/2019,1200 - 1300,13,64,1716
12/13/2019,1300 - 1400,11,70,1717
12/13/2019,1400 - 1500,10,20,1718
12/13/2019,1500 - 1600,6,25,1719
12/13/2019,1600 - 1700,12,31,1720
12/13/2019,1700 - 1800,19,85,1721
12/13/2019,1800 - 1900,9,56,1722
12/13/2019,1900 - 2000,13,69,1723
12/13/2019,2000 - 2100,10,37,1724
12/13/2019,2100 - 2200,7,19,1725
12/13/2019,2300 - 0000,6,25,1727
12/13/2019,0500 - 0600,26,104,1709
12/13/2019,0600 - 0700,32,107,1710
12/13/2019,0700 - 0800,27,129,1711
12/13/2019,0800 - 0900,23,86,1712
12/13/2019,0900 - 1000,9,19,1713
12/13/2019,1000 - 1100,7,16,1714
12/13/2019,1100 - 1200,9,20,1715
12/13/2019,1200 - 1300,13,38,1716
12/13/2019,1300 - 1400,12,26,1717
12/13/2019,1400 - 1500,18,59,1718
12/13/2019,1500 - 1600,13,99,1719
12/13/2019,1600 - 1700,23,88,1720
12/13/2019,1700 - 1800,13,31,1721
12/13/2019,1800 - 1900,12,35,1722
12/13/2019,1900 - 2000,12,43,1723
12/13/2019,2000 - 2100,8,37,1724
12/13/2019,2100 - 2200,15,36,1725
12/14/2019,0900 - 1000,13,75,1737
12/14/2019,1000 - 1100,17,83,1738
12/14/2019,1100 - 1200,22,90,1739
12/14/2019,1200 - 1300,11,75,1740
12/14/2019,1300 - 1400,15,96,1741
12/14/2019,1400 - 1500,11,42,1742
12/14/2019,1700 - 1800,8,28,1745
12/14/2019,1800 - 1900,20,72,1746
12/14/2019,1900 - 2000,31,72,1747
12/14/2019,2000 - 2100,10,21,1748
12/14/2019,2200 - 2300,6,23,1750
12/14/2019,2300 - 0000,7,22,1751
12/14/2019,0500 - 0600,19,56,1733
12/14/2019,0600 - 0700,26,63,1734
12/14/2019,0700 - 0800,19,77,1735
12/14/2019,0800 - 0900,25,127,1736
12/14/2019,0900 - 1000,19,120,1737
12/14/2019,1000 - 1100,16,47,1738
12/14/2019,1100 - 1200,11,40,1739
12/14/2019,1200 - 1300,8,46,1740
12/14/2019,1300 - 1400,16,49,1741
12/14/2019,1400 - 1500,16,41,1742
12/14/2019,1500 - 1600,34,62,1743
12/14/2019,1600 - 1700,26,88,1744
12/14/2019,1700 - 1800,20,36,1745
12/14/2019,1800 - 1900,12,44,1746
12/14/2019,1900 - 2000,22,56,1747
12/14/2019,2000 - 2100,8,19,1748
12/14/2019,2100 - 2200,12,19,1749
12/15/2019,0000 - 0100,7,27,1752
12/15/2019,0900 - 1000,11,74,1761
12/15/2019,1000 - 1100,10,24,1762
12/15/2019,1100 - 1200,13,37,1763
12/15/2019,1200 - 1300,18,107,1764
12/15/2019,1300 - 1400,10,53,1765
12/15/2019,1400 - 1500,10,39,1766
12/15/2019,1600 - 1700,16,36,1768
12/15/2019,1700 - 1800,12,39,1769
12/15/2019,1800 - 1900,31,81,1770
12/15/2019,1900 - 2000,11,44,1771
12/15/2019,2000 - 2100,12,59,1772
12/15/2019,2200 - 2300,6,19,1774
12/15/2019,2300 - 0000,6,21,1775
12/15/2019,0500 - 0600,18,50,1757
12/15/2019,0600 - 0700,24,127,1758
12/15/2019,0700 - 0800,14,38,1759
12/15/2019,0800 - 0900,14,105,1760
12/15/2019,0900 - 1000,16,124,1761
12/15/2019,1000 - 1100,17,36,1762
12/15/2019,1100 - 1200,24,95,1763
12/15/2019,1200 - 1300,19,94,1764
12/15/2019,1300 - 1400,62,94,1765
12/15/2019,1400 - 1500,33,86,1766
12/15/2019,1500 - 1600,9,25,1767
12/15/2019,1600 - 1700,12,43,1768
12/15/2019,1700 - 1800,11,34,1769
12/15/2019,1800 - 1900,17,34,1770
12/15/2019,1900 - 2000,26,76,1771
12/15/2019,2000 - 2100,14,70,1772
12/15/2019,2100 - 2200,18,32,1773
12/16/2019,0000 - 0100,6,21,1776
12/16/2019,0800 - 0900,34,60,1784
12/16/2019,0900 - 1000,13,43,1785
12/16/2019,1000 - 1100,11,25,1786
12/16/2019,1200 - 1300,13,50,1788
12/16/2019,1300 - 1400,18,92,1789
12/16/2019,1400 - 1500,9,69,1790
12/16/2019,1500 - 1600,13,37,1791
12/16/2019,1600 - 1700,18,42,1792
12/16/2019,1700 - 1800,17,64,1793
12/16/2019,1800 - 1900,15,48,1794
12/16/2019,1900 - 2000,12,36,1795
12/16/2019,2100 - 2200,11,39,1797
12/16/2019,2300 - 0000,6,22,1799
12/16/2019,0500 - 0600,22,64,1781
12/16/2019,0600 - 0700,34,122,1782
12/16/2019,0700 - 0800,27,74,1783
12/16/2019,0800 - 0900,24,166,1784
12/16/2019,0900 - 1000,13,50,1785
12/16/2019,1000 - 1100,30,67,1786
12/16/2019,1100 - 1200,24,71,1787
12/16/2019,1200 - 1300,15,32,1788
12/16/2019,1300 - 1400,18,40,1789
12/16/2019,1400 - 1500,31,95,1790
12/16/2019,1500 - 1600,17,42,1791
12/16/2019,1600 - 1700,23,133,1792
12/16/2019,1700 - 1800,16,34,1793
12/16/2019,1800 - 1900,18,50,1794
12/16/2019,1900 - 2000,35,82,1795
12/16/2019,2000 - 2100,24,49,1796
12/16/2019,2100 - 2200,16,31,1797
12/17/2019,0100 - 0200,4,10,1801
12/17/2019,0800 - 0900,41,113,1808
12/17/2019,0900 - 1000,17,86,1809
12/17/2019,1000 - 1100,14,129,1810
12/17/2019,1100 - 1200,10,95,1811
12/17/2019,1200 - 1300,12,49,1812
12/17/2019,1300 - 1400,18,163,1813
12/17/2019,1400 - 1500,9,28,1814
12/17/2019,1500 - 1600,12,40,1815
12/17/2019,1600 - 1700,15,41,1816
12/17/2019,1700 - 1800,12,23,1817
12/17/2019,1800 - 1900,9,31,1818
12/17/2019,1900 - 2000,19,67,1819
12/17/2019,2100 - 2200,11,34,1821
12/17/2019,2200 - 2300,5,23,1822
12/17/2019,2300 - 0000,6,14,1823
12/17/2019,0500 - 0600,27,47,1805
12/17/2019,0600 - 0700,17,52,1806
12/17/2019,0700 - 0800,23,92,1807
12/17/2019,0800 - 0900,26,105,1808
12/17/2019,0900 - 1000,20,44,1809
12/17/2019,1000 - 1100,18,100,1810
12/17/2019,1100 - 1200,19,66,1811
12/17/2019,1300 - 1400,17,42,1813
12/17/2019,1400 - 1500,25,78,1814
12/17/2019,1500 - 1600,32,105,1815
12/17/2019,1600 - 1700,16,57,1816
12/17/2019,1800 - 1900,11,27,1818
12/17/2019,1900 - 2000,28,107,1819
12/17/2019,2000 - 2100,24,53,1820
12/17/2019,2100 - 2200,19,34,1821
12/18/2019,0000 - 0100,6,13,1824
12/18/2019,0900 - 1000,13,67,1833
12/18/2019,1000 - 1100,10,18,1834
12/18/2019,1100 - 1200,17,71,1835
12/18/2019,1200 - 1300,15,123,1836
12/18/2019,1300 - 1400,15,118,1837
12/18/2019,1400 - 1500,12,122,1838
12/18/2019,1500 - 1600,8,31,1839
12/18/2019,1600 - 1700,15,41,1840
12/18/2019,1700 - 1800,19,44,1841
12/18/2019,1800 - 1900,16,53,1842
12/18/2019,1900 - 2000,11,76,1843
12/18/2019,2000 - 2100,9,29,1844
12/18/2019,2200 - 2300,5,23,1846
12/18/2019,0500 - 0600,39,79,1829
12/18/2019,0600 - 0700,31,143,1830
12/18/2019,0700 - 0800,32,158,1831
12/18/2019,0800 - 0900,40,108,1832
12/18/2019,0900 - 1000,29,61,1833
12/18/2019,1000 - 1100,15,159,1834
12/18/2019,1100 - 1200,25,80,1835
12/18/2019,1200 - 1300,27,77,1836
12/18/2019,1300 - 1400,26,46,1837
12/18/2019,1400 - 1500,32,121,1838
12/18/2019,1500 - 1600,19,96,1839
12/18/2019,1600 - 1700,16,96,1840
12/18/2019,1700 - 1800,14,32,1841
12/18/2019,1800 - 1900,15,45,1842
12/18/2019,1900 - 2000,9,56,1843
12/18/2019,2000 - 2100,11,44,1844
12/18/2019,2100 - 2200,11,27,1845
12/19/2019,0000 - 0100,6,19,1848
12/19/2019,0900 - 1000,12,87,1857
12/19/2019,1000 - 1100,23,144,1858
12/19/2019,1100 - 1200,17,107,1859
12/19/2019,1200 - 1300,17,127,1860
